System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
02:07:06:226, 300133224692964,    0.107,   11.000, 3300,  15.916,   1.709,   0.475,  13.583,   1.458,   0.405, 62,  0,   0.887,   0.095,   0.026,   0.540,   0.058,   0.016,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:07:06:335, 300133466168936,    0.217,    8.000, 3400,  13.854,   3.224,   0.895,  12.273,   2.800,   0.778, 66,  0,   0.705,   0.172,   0.048,   0.000,   0.058,   0.016,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:07:06:444, 300133707751736,    0.326,    8.000, 3400,  13.777,   4.731,   1.314,  12.129,   4.128,   1.147, 65,  0,   0.650,   0.243,   0.068,   0.000,   0.058,   0.016,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:07:06:554, 300133949117962,    0.435,   15.000, 3300,  19.802,   6.896,   1.915,  17.579,   6.049,   1.680, 62,  0,   1.069,   0.360,   0.100,   0.537,   0.117,   0.032,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:07:06:663, 300134190725830,    0.545,   19.000, 3200,  19.153,   8.991,   2.498,  17.365,   7.949,   2.208, 63,  0,   0.962,   0.466,   0.129,   0.052,   0.122,   0.034,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:07:06:788, 300134466593192,    0.670,   10.000, 3200,  13.957,  10.735,   2.982,  12.199,   9.473,   2.631, 62,  0,   0.834,   0.570,   0.158,   0.065,   0.130,   0.036,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:07:06:898, 300134709119922,    0.780,    6.000, 3300,   9.897,  11.822,   3.284,   7.851,  10.336,   2.871, 55,  0,   0.855,   0.664,   0.184,   0.354,   0.169,   0.047,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:07:07:007, 300134949693422,    0.889,    5.000, 3400,   9.490,  12.856,   3.571,   7.676,  11.172,   3.103, 62,  0,   0.836,   0.755,   0.210,   0.305,   0.203,   0.056,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:07:07:117, 300135192376123,    0.999,    0.000, 3900,   2.616,  13.144,   3.651,   1.108,  11.294,   3.137, 52,  0,   0.681,   0.830,   0.230,   0.039,   0.207,   0.057,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:07:07:226, 300135433481373,    1.108,    0.000, 4000,   3.737,  13.552,   3.764,   2.192,  11.533,   3.204, 54,  0,   0.692,   0.905,   0.251,   0.226,   0.231,   0.064,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:07:07:335, 300135675076156,    1.217,    2.000, 4000,   7.953,  14.422,   4.006,   6.376,  12.231,   3.397, 61,  0,   0.760,   0.988,   0.275,   0.043,   0.236,   0.066,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:07:07:444, 300135915725876,    1.326,    2.000, 3900,   6.664,  15.148,   4.208,   5.365,  12.816,   3.560, 60,  0,   0.656,   1.060,   0.294,   0.016,   0.238,   0.066,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
