System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
01:51:25:799, 298056757780750,    0.104,    8.000, 3900,  22.354,   2.329,   0.647,  20.205,   2.106,   0.585, 64,  0,   0.857,   0.089,   0.025,   0.491,   0.051,   0.014,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:51:25:909, 298056999260802,    0.214,    8.000, 4000,  20.998,   4.626,   1.285,  19.462,   4.234,   1.176, 67,  0,   0.702,   0.166,   0.046,   0.000,   0.051,   0.014,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:51:26:018, 298057240867060,    0.323,    9.000, 3900,  23.224,   7.167,   1.991,  21.392,   6.575,   1.826, 64,  0,   0.781,   0.252,   0.070,   0.157,   0.068,   0.019,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:51:26:128, 298057482191886,    0.432,   16.000, 3900,  30.389,  10.489,   2.913,  28.417,   9.681,   2.689, 67,  0,   1.028,   0.364,   0.101,   0.301,   0.101,   0.028,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:51:26:237, 298057723773816,    0.542,   15.000, 3900,  29.175,  13.681,   3.800,  27.337,  12.672,   3.520, 64,  0,   1.010,   0.474,   0.132,   0.158,   0.118,   0.033,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:51:26:347, 298057965790758,    0.651,    8.000, 3900,  19.432,  15.811,   4.392,  17.402,  14.579,   4.050, 56,  0,   0.832,   0.566,   0.157,   0.229,   0.144,   0.040,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:51:26:456, 298058207970683,    0.761,    1.000, 3900,   7.234,  16.604,   4.612,   5.284,  15.159,   4.211, 52,  0,   0.826,   0.656,   0.182,   0.416,   0.189,   0.053,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:51:26:565, 298058449249847,    0.870,    1.000, 4000,   6.473,  17.311,   4.809,   4.575,  15.659,   4.350, 52,  0,   0.817,   0.745,   0.207,   0.407,   0.234,   0.065,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:51:26:675, 298058691050942,    0.980,    2.000, 3900,   6.312,  18.003,   5.001,   4.903,  16.196,   4.499, 53,  0,   0.702,   0.822,   0.228,   0.000,   0.234,   0.065,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:51:26:784, 298058932357390,    1.089,    0.000, 4100,   3.381,  18.372,   5.103,   2.124,  16.428,   4.563, 49,  0,   0.623,   0.890,   0.247,   0.000,   0.234,   0.065,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
