System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
01:13:23:041, 293016413031594,    0.107,   10.000, 3900,  24.444,   2.623,   0.729,  22.068,   2.368,   0.658, 66,  0,   0.909,   0.098,   0.027,   0.523,   0.056,   0.016,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:13:23:150, 293016654539566,    0.217,    8.000, 4000,  20.657,   4.883,   1.356,  19.101,   4.457,   1.238, 67,  0,   0.710,   0.175,   0.049,   0.000,   0.056,   0.016,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:13:23:260, 293016896025254,    0.326,   10.000, 3800,  24.268,   7.537,   2.094,  22.504,   6.919,   1.922, 65,  0,   0.775,   0.260,   0.072,   0.023,   0.059,   0.016,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:13:23:369, 293017137497094,    0.435,   16.000, 3900,  30.351,  10.856,   3.016,  28.508,  10.036,   2.788, 65,  0,   0.994,   0.369,   0.102,   0.206,   0.081,   0.023,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:13:23:478, 293017379059186,    0.545,   14.000, 3900,  29.117,  14.041,   3.900,  27.299,  13.023,   3.617, 63,  0,   0.994,   0.477,   0.133,   0.158,   0.099,   0.027,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:13:23:603, 293017655027792,    0.670,   11.000, 3900,  23.907,  17.029,   4.730,  21.776,  15.745,   4.374, 65,  0,   0.972,   0.599,   0.166,   0.480,   0.159,   0.044,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:13:23:713, 293017896616462,    0.779,    9.000, 3900,  21.696,  19.403,   5.390,  19.512,  17.880,   4.967, 67,  0,   0.923,   0.700,   0.194,   0.287,   0.190,   0.053,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:13:23:838, 293018172936933,    0.904,    7.000, 3900,  19.196,  21.806,   6.057,  17.111,  20.021,   5.561, 55,  0,   0.866,   0.808,   0.225,   0.374,   0.237,   0.066,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:13:23:948, 293018415168512,    1.014,    1.000, 4000,   6.913,  22.564,   6.268,   5.338,  20.606,   5.724, 52,  0,   0.715,   0.887,   0.246,   0.087,   0.246,   0.068,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:13:24:057, 293018656145686,    1.123,    1.000, 4000,   6.460,  23.269,   6.464,   4.709,  21.120,   5.867, 50,  0,   0.782,   0.972,   0.270,   0.310,   0.280,   0.078,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:13:24:166, 293018898227644,    1.233,    1.000, 4000,   6.572,  23.990,   6.664,   4.953,  21.663,   6.018, 51,  0,   0.918,   1.073,   0.298,   0.000,   0.280,   0.078,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:13:24:275, 293019138492900,    1.342,    0.000, 4000,   3.842,  24.408,   6.780,   2.538,  21.940,   6.094, 50,  0,   0.716,   1.151,   0.320,   0.000,   0.280,   0.078,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
