System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
00:43:14:058, 289022167844906,    0.114,   11.000, 3900,  23.615,   2.686,   0.746,  21.567,   2.453,   0.681, 70,  0,   0.918,   0.104,   0.029,   0.225,   0.026,   0.007,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:43:14:168, 289022409310204,    0.223,    8.000, 4000,  22.113,   5.104,   1.418,  20.531,   4.698,   1.305, 73,  0,   0.724,   0.184,   0.051,   0.000,   0.026,   0.007,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:43:14:277, 289022651008812,    0.333,   11.000, 3900,  26.706,   8.027,   2.230,  24.859,   7.419,   2.061, 70,  0,   0.826,   0.274,   0.076,   0.104,   0.037,   0.010,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:43:14:386, 289022892316810,    0.442,   24.000, 3800,  39.582,  12.353,   3.431,  37.484,  11.516,   3.199, 71,  0,   1.355,   0.422,   0.117,   0.234,   0.063,   0.017,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:43:14:496, 289023133784963,    0.551,   22.000, 3300,  28.535,  15.474,   4.298,  26.761,  14.442,   4.012, 68,  0,   1.131,   0.546,   0.152,   0.094,   0.073,   0.020,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:43:14:605, 289023375366276,    0.661,    9.000, 3300,  13.942,  16.999,   4.722,  12.081,  15.764,   4.379, 66,  0,   0.750,   0.628,   0.174,   0.000,   0.073,   0.020,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:43:14:714, 289023617114271,    0.770,    5.000, 2900,   9.522,  18.042,   5.012,   7.439,  16.579,   4.605, 59,  0,   0.858,   0.722,   0.200,   0.357,   0.112,   0.031,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:43:14:824, 289023858816846,    0.880,    5.000, 3100,   7.667,  18.881,   5.245,   5.786,  17.212,   4.781, 57,  0,   0.790,   0.808,   0.224,   0.376,   0.153,   0.043,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:43:14:934, 289024100964868,    0.989,    0.000, 3500,   2.237,  19.126,   5.313,   0.797,  17.299,   4.805, 53,  0,   0.671,   0.882,   0.245,   0.067,   0.160,   0.045,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:43:15:035, 289024324133148,    1.090,    0.000, 3800,   2.769,  19.406,   5.391,   1.331,  17.434,   4.843, 52,  0,   0.659,   0.948,   0.263,   0.170,   0.178,   0.049,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
