System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
00:35:50:281, 288042304359944,    0.103,   10.000, 3900,  24.065,   2.488,   0.691,  22.082,   2.283,   0.634, 63,  0,   0.892,   0.092,   0.026,   0.360,   0.037,   0.010,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:50:383, 288042530327044,    0.206,    8.000, 3900,  22.598,   4.800,   1.333,  19.737,   4.302,   1.195, 69,  0,   0.729,   0.167,   0.046,   0.000,   0.037,   0.010,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:50:493, 288042774029827,    0.316,   21.000, 3900,  26.520,   7.727,   2.146,  22.191,   6.752,   1.875, 67,  0,   0.694,   0.243,   0.068,   0.000,   0.037,   0.010,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:51:009, 288043912510584,    0.832,   12.000, 3900,  39.300,  27.991,   7.775,  29.743,  22.088,   6.135, 66,  0,   0.990,   0.754,   0.209,   0.171,   0.125,   0.035,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:51:165, 288044257569638,    0.988,    3.000, 3900,  18.663,  30.908,   8.585,  14.105,  24.292,   6.748, 55,  0,   0.708,   0.865,   0.240,   0.060,   0.135,   0.037,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:51:275, 288044499383352,    1.097,    2.000, 3900,   8.629,  31.853,   8.848,   7.065,  25.066,   6.963, 53,  0,   0.760,   0.948,   0.263,   0.000,   0.135,   0.037,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:51:384, 288044740504444,    1.207,    1.000, 4000,   8.085,  32.736,   9.093,   6.549,  25.781,   7.161, 52,  0,   0.576,   1.011,   0.281,   0.000,   0.135,   0.037,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:51:493, 288044982101244,    1.316,    1.000, 4000,   7.809,  33.590,   9.331,   6.350,  26.476,   7.354, 51,  0,   0.572,   1.073,   0.298,   0.000,   0.135,   0.037,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:51:603, 288045223803354,    1.426,    1.000, 4000,   7.763,  34.440,   9.567,   6.327,  27.168,   7.547, 51,  0,   0.575,   1.136,   0.316,   0.000,   0.135,   0.037,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:51:712, 288045465255492,    1.535,    1.000, 4000,   7.876,  35.301,   9.806,   6.344,  27.862,   7.739, 51,  0,   0.580,   1.200,   0.333,   0.000,   0.135,   0.037,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:51:821, 288045706552422,    1.644,    7.000, 4000,  16.980,  37.157,  10.321,  15.451,  29.550,   8.208, 70,  0,   0.813,   1.289,   0.358,   0.000,   0.135,   0.037,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:51:931, 288045948030068,    1.754,   16.000, 4000,  31.322,  40.582,  11.273,  29.531,  32.780,   9.106, 76,  0,   0.814,   1.378,   0.383,   0.277,   0.165,   0.046,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:52:071, 288046258508802,    1.894,    9.000, 4100,  24.177,  43.982,  12.217,  22.441,  35.936,   9.982, 73,  0,   0.700,   1.476,   0.410,   0.000,   0.165,   0.046,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:52:212, 288046569464852,    2.035,    7.000, 4000,  19.614,  46.744,  12.985,  17.968,  38.466,  10.685, 58,  0,   0.698,   1.574,   0.437,   0.010,   0.167,   0.046,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:52:322, 288046811670264,    2.145,    4.000, 3900,  10.849,  47.934,  13.315,   9.496,  39.508,  10.974, 52,  0,   0.710,   1.652,   0.459,   0.000,   0.167,   0.046,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:52:431, 288047053218992,    2.254,    0.000, 3900,   1.455,  48.093,  13.359,   0.319,  39.543,  10.984, 50,  0,   0.577,   1.715,   0.476,   0.000,   0.167,   0.046,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:52:541, 288047294741028,    2.363,    0.000, 4000,   1.549,  48.263,  13.406,   0.400,  39.586,  10.996, 49,  0,   0.580,   1.779,   0.494,   0.000,   0.167,   0.046,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:52:650, 288047536147902,    2.473,    0.000, 4100,   1.683,  48.447,  13.457,   0.534,  39.645,  11.012, 48,  0,   0.581,   1.842,   0.512,   0.000,   0.167,   0.046,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:52:759, 288047776682567,    2.582,    6.000, 3900,  14.798,  50.059,  13.905,  13.512,  41.117,  11.421, 61,  0,   0.719,   1.921,   0.534,   0.000,   0.167,   0.046,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:52:900, 288048087047665,    2.722,   17.000, 3900,  27.621,  53.941,  14.984,  25.926,  44.761,  12.434, 60,  0,   0.945,   2.054,   0.570,   0.000,   0.167,   0.046,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:53:009, 288048327605394,    2.831,   66.000, 2600,  56.938,  60.145,  16.707,  54.597,  50.709,  14.086, 73,  0,   2.044,   2.276,   0.632,   0.279,   0.197,   0.055,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:53:134, 288048604322715,    2.957,   44.000, 3900,  49.406,  66.337,  18.427,  46.183,  56.497,  15.694, 71,  0,   1.778,   2.499,   0.694,   1.430,   0.376,   0.104,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:53:244, 288048847935768,    3.067,   22.000, 3900,  37.643,  70.490,  19.581,  32.992,  60.137,  16.705, 61,  0,   1.573,   2.673,   0.742,   2.422,   0.643,   0.179,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:53:360, 288049102927394,    3.182,   11.000, 3900,  22.466,  73.084,  20.301,  19.118,  62.345,  17.318, 69,  0,   1.235,   2.815,   0.782,   1.713,   0.841,   0.234,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:53:469, 288049343400572,    3.291,    8.000, 3900,  16.748,  74.908,  20.808,  15.055,  63.984,  17.773, 65,  0,   0.945,   2.918,   0.811,   0.165,   0.859,   0.239,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:53:577, 288049582852265,    3.400,   10.000, 3900,  22.203,  77.316,  21.477,  19.598,  66.110,  18.364, 59,  0,   1.238,   3.052,   0.848,   0.678,   0.933,   0.259,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:53:687, 288049824745719,    3.509,   19.000, 3900,  35.425,  81.197,  22.555,  32.935,  69.718,  19.366, 68,  0,   1.375,   3.203,   0.890,   0.686,   1.008,   0.280,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:53:814, 288050106371644,    3.637,   20.000, 3900,  34.707,  85.624,  23.784,  32.177,  73.822,  20.506, 68,  0,   1.217,   3.358,   0.933,   0.628,   1.088,   0.302,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:53:924, 288050349115640,    3.747,   12.000, 3900,  25.554,  88.433,  24.565,  23.810,  76.440,  21.233, 69,  0,   1.009,   3.469,   0.964,   0.242,   1.115,   0.310,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:54:036, 288050596412368,    3.859,   20.000, 3900,  35.243,  92.381,  25.661,  32.719,  80.104,  22.251, 65,  0,   1.464,   3.633,   1.009,   0.595,   1.181,   0.328,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:54:146, 288050838147436,    3.968,   26.000, 3900,  41.934,  96.972,  26.937,  39.917,  84.474,  23.465, 76,  0,   1.552,   3.803,   1.056,   0.194,   1.202,   0.334,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:35:54:270, 288051112061844,    4.092,   32.000, 3900,  46.647, 102.758,  28.544,  43.760,  89.903,  24.973, 75,  0,   1.645,   4.007,   1.113,   0.813,   1.303,   0.362,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
