System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
01:44:47:171, 297176584682718,    0.108,   10.000, 3900,  23.310,   2.527,   0.702,  21.470,   2.328,   0.647, 72,  0,   0.879,   0.095,   0.026,   0.249,   0.027,   0.007,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:47:281, 297176826098213,    0.218,    8.000, 4000,  22.937,   5.035,   1.399,  21.159,   4.641,   1.289, 70,  0,   0.727,   0.175,   0.049,   0.000,   0.027,   0.007,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:47:390, 297177067533037,    0.327,   10.000, 3700,  24.722,   7.738,   2.149,  23.007,   7.157,   1.988, 69,  0,   0.793,   0.262,   0.073,   0.209,   0.050,   0.014,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:47:499, 297177309038091,    0.436,   17.000, 3900,  31.600,  11.194,   3.110,  29.756,  10.411,   2.892, 68,  0,   1.046,   0.376,   0.104,   0.192,   0.071,   0.020,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:47:609, 297177550572101,    0.546,   15.000, 3900,  29.686,  14.442,   4.012,  27.599,  13.430,   3.731, 71,  0,   0.976,   0.483,   0.134,   0.150,   0.087,   0.024,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:47:734, 297177826603094,    0.671,   10.000, 3900,  23.125,  17.333,   4.815,  20.932,  16.047,   4.458, 65,  0,   0.971,   0.604,   0.168,   0.468,   0.146,   0.040,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:47:843, 297178068103209,    0.780,    9.000, 3900,  21.372,  19.670,   5.464,  19.313,  18.160,   5.044, 71,  0,   0.912,   0.704,   0.195,   0.374,   0.187,   0.052,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:47:968, 297178344572782,    0.905,    8.000, 4000,  21.566,  22.371,   6.214,  19.402,  20.589,   5.719, 58,  0,   0.913,   0.818,   0.227,   0.414,   0.238,   0.066,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:48:078, 297178585652920,    1.015,    2.000, 3900,   7.915,  23.235,   6.454,   6.264,  21.273,   5.909, 54,  0,   0.769,   0.902,   0.251,   0.212,   0.262,   0.073,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:48:203, 297178861589856,    1.140,    1.000, 3900,   6.189,  24.008,   6.669,   4.603,  21.848,   6.069, 53,  0,   0.763,   0.997,   0.277,   0.082,   0.272,   0.075,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:48:312, 297179103024587,    1.249,    1.000, 4000,   8.538,  24.942,   6.928,   6.931,  22.606,   6.279, 53,  0,   0.768,   1.081,   0.300,   0.000,   0.272,   0.075,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:48:422, 297179344861076,    1.358,    1.000, 4000,   8.405,  25.862,   7.184,   6.849,  23.356,   6.488, 53,  0,   0.661,   1.154,   0.320,   0.000,   0.272,   0.075,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:48:531, 297179586220459,    1.468,    6.000, 3900,  17.353,  27.759,   7.711,  15.467,  25.047,   6.957, 55,  0,   0.846,   1.246,   0.346,   0.242,   0.298,   0.083,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:48:640, 297179827642694,    1.577,    3.000, 3900,  10.961,  28.958,   8.044,   9.017,  26.033,   7.231, 54,  0,   0.833,   1.337,   0.371,   0.299,   0.331,   0.092,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:48:749, 297180069047184,    1.686,    1.000, 3900,   7.408,  29.768,   8.269,   5.770,  26.664,   7.407, 53,  0,   0.684,   1.412,   0.392,   0.000,   0.331,   0.092,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:48:859, 297180310477282,    1.796,    1.000, 4000,   7.269,  30.562,   8.490,   5.771,  27.294,   7.582, 53,  0,   0.584,   1.476,   0.410,   0.000,   0.331,   0.092,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:48:968, 297180551988068,    1.905,    1.000, 4000,   7.653,  31.400,   8.722,   6.192,  27.972,   7.770, 53,  0,   0.573,   1.539,   0.427,   0.000,   0.331,   0.092,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:49:078, 297180793472513,    2.015,    1.000, 4000,   7.492,  32.219,   8.950,   5.926,  28.620,   7.950, 52,  0,   0.573,   1.601,   0.445,   0.000,   0.331,   0.092,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:49:187, 297181035110268,    2.124,    1.000, 4000,   6.863,  32.970,   9.158,   5.399,  29.211,   8.114, 53,  0,   0.565,   1.663,   0.462,   0.000,   0.331,   0.092,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:49:297, 297181276917906,    2.234,    1.000, 4000,   8.130,  33.860,   9.406,   6.569,  29.930,   8.314, 53,  0,   0.575,   1.726,   0.479,   0.023,   0.333,   0.093,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:49:406, 297181518072096,    2.343,    1.000, 4000,   7.495,  34.679,   9.633,   6.015,  30.587,   8.496, 53,  0,   0.568,   1.788,   0.497,   0.000,   0.333,   0.093,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:49:515, 297181759627291,    2.452,    1.000, 3900,   7.953,  35.549,   9.875,   6.466,  31.294,   8.693, 53,  0,   0.567,   1.850,   0.514,   0.000,   0.333,   0.093,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:49:625, 297182001191072,    2.562,    5.000, 3900,  10.764,  36.727,  10.202,   9.204,  32.301,   8.973, 59,  0,   0.687,   1.925,   0.535,   0.000,   0.333,   0.093,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:49:843, 297182484172744,    2.780,   10.000, 3900,  20.654,  41.245,  11.457,  18.918,  36.439,  10.122, 61,  0,   0.910,   2.124,   0.590,   0.123,   0.360,   0.100,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:49:953, 297182725896643,    2.890,    6.000, 3900,  15.037,  42.891,  11.914,  13.391,  37.905,  10.529, 73,  0,   0.677,   2.198,   0.611,   0.000,   0.360,   0.100,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:50:062, 297182967413878,    2.999,    9.000, 3900,  20.863,  45.173,  12.548,  19.186,  40.004,  11.112, 76,  0,   0.613,   2.266,   0.629,   0.000,   0.360,   0.100,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:50:171, 297183208798526,    3.108,    8.000, 4000,  20.060,  47.366,  13.157,  18.549,  42.032,  11.675, 79,  0,   0.619,   2.333,   0.648,   0.000,   0.360,   0.100,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:50:297, 297183485932840,    3.234,    0.000, 4000,   5.166,  48.014,  13.337,   3.716,  42.498,  11.805, 54,  0,   0.575,   2.405,   0.668,   0.000,   0.360,   0.100,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:50:406, 297183726405270,    3.343,   11.000, 3900,  22.029,  50.413,  14.004,  20.595,  44.741,  12.428, 72,  0,   0.845,   2.497,   0.694,   0.000,   0.360,   0.100,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:50:515, 297183967693391,    3.452,   38.000, 2500,  41.664,  54.966,  15.268,  39.733,  49.083,  13.634, 74,  0,   1.356,   2.645,   0.735,   0.000,   0.360,   0.100,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:50:651, 297184266707376,    3.588,   59.000, 3900,  58.898,  62.942,  17.484,  55.972,  56.663,  15.740, 75,  0,   2.143,   2.936,   0.815,   1.052,   0.503,   0.140,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:50:792, 297184577895018,    3.729,   42.000, 3900,  51.973,  70.267,  19.519,  47.761,  63.394,  17.610, 79,  0,   1.709,   3.177,   0.882,   2.086,   0.797,   0.221,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:50:925, 297184872147019,    3.862,   40.000, 3900,  53.320,  77.373,  21.492,  48.983,  69.922,  19.423, 77,  0,   1.820,   3.419,   0.950,   2.445,   1.123,   0.312,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:51:037, 297185119701970,    3.974,   14.000, 3900,  28.221,  80.537,  22.371,  26.072,  72.845,  20.235, 78,  0,   0.963,   3.527,   0.980,   0.209,   1.146,   0.318,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:51:146, 297185360486313,    4.083,   23.000, 3800,  36.474,  84.515,  23.476,  34.274,  76.583,  21.273, 73,  0,   1.273,   3.666,   1.018,   0.428,   1.193,   0.331,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:51:254, 297185598663564,    4.191,   16.000, 3900,  31.437,  87.906,  24.418,  29.168,  79.729,  22.147, 77,  0,   1.227,   3.798,   1.055,   0.528,   1.250,   0.347,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:51:363, 297185839290614,    4.300,   23.000, 3900,  41.807,  92.462,  25.684,  39.504,  84.034,  23.343, 72,  0,   1.424,   3.953,   1.098,   0.427,   1.296,   0.360,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:51:474, 297186084008468,    4.411,   13.000, 3900,  27.605,  95.521,  26.534,  24.967,  86.801,  24.111, 73,  0,   1.169,   4.083,   1.134,   0.534,   1.355,   0.377,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:51:586, 297186331167245,    4.523,   26.000, 3900,  39.781,  99.974,  27.771,  37.861,  91.039,  25.289, 75,  0,   1.372,   4.237,   1.177,   0.158,   1.373,   0.381,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:51:698, 297186578549712,    4.635,   32.000, 3900,  47.876, 105.338,  29.261,  45.441,  96.130,  26.703, 85,  0,   1.706,   4.428,   1.230,   0.428,   1.421,   0.395,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:51:823, 297186854441941,    4.760,   41.000, 3900,  52.167, 111.857,  31.071,  50.059, 102.385,  28.440, 84,  0,   1.788,   4.651,   1.292,   0.126,   1.437,   0.399,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:51:934, 297187099682372,    4.871,   46.000, 3900,  57.316, 118.223,  32.840,  54.276, 108.414,  30.115, 85,  0,   1.878,   4.860,   1.350,   0.903,   1.537,   0.427,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:52:044, 297187342649010,    4.981,   14.000, 3900,  29.668, 121.487,  33.746,  27.385, 111.427,  30.952, 76,  0,   1.204,   4.992,   1.387,   0.397,   1.581,   0.439,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:52:169, 297187618602568,    5.106,   16.000, 3900,  30.500, 125.299,  34.805,  27.898, 114.914,  31.920, 72,  0,   1.309,   5.156,   1.432,   0.783,   1.679,   0.466,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:52:294, 297187894496152,    5.231,   18.000, 3900,  33.379, 129.470,  35.964,  31.077, 118.797,  32.999, 72,  0,   1.392,   5.330,   1.480,   0.515,   1.743,   0.484,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:52:403, 297188136616772,    5.340,   14.000, 3900,  24.622, 132.170,  36.714,  21.473, 121.151,  33.653, 64,  0,   1.410,   5.484,   1.523,   1.226,   1.877,   0.521,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:44:52:514, 297188381507188,    5.451,   16.000, 3700,  28.925, 135.378,  37.605,  25.815, 124.015,  34.448, 67,  0,   1.387,   5.638,   1.566,   1.372,   2.030,   0.564,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
