System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
02:16:37:103, 301393725795077,    0.105,    9.000, 3900,  22.677,   2.384,   0.662,  20.557,   2.161,   0.600, 70,  0,   0.862,   0.091,   0.025,   0.447,   0.047,   0.013,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:16:37:213, 301393967220640,    0.214,    8.000, 4000,  21.871,   4.775,   1.326,  20.315,   4.382,   1.217, 71,  0,   0.702,   0.167,   0.046,   0.000,   0.047,   0.013,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:16:37:322, 301394208726061,    0.324,   10.000, 3900,  25.652,   7.581,   2.106,  23.606,   6.964,   1.935, 67,  0,   0.839,   0.259,   0.072,   0.266,   0.076,   0.021,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:16:37:431, 301394450209637,    0.433,   17.000, 3900,  31.930,  11.073,   3.076,  30.244,  10.272,   2.853, 70,  0,   1.018,   0.370,   0.103,   0.079,   0.085,   0.024,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:16:37:556, 301394726211868,    0.558,   12.000, 3900,  25.733,  14.290,   3.969,  23.804,  13.247,   3.680, 63,  0,   0.930,   0.487,   0.135,   0.126,   0.101,   0.028,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:16:37:682, 301395003323474,    0.684,    6.000, 4000,  17.656,  16.506,   4.585,  15.498,  15.192,   4.220, 58,  0,   0.912,   0.601,   0.167,   0.435,   0.155,   0.043,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:16:37:791, 301395244569378,    0.793,    1.000, 3900,   7.182,  17.290,   4.803,   5.344,  15.776,   4.382, 56,  0,   0.841,   0.693,   0.192,   0.232,   0.180,   0.050,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:16:37:900, 301395485214154,    0.902,    2.000, 3900,   9.902,  18.369,   5.103,   8.306,  16.682,   4.634, 55,  0,   0.763,   0.776,   0.216,   0.000,   0.180,   0.050,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:16:38:009, 301395726799464,    1.011,    3.000, 4000,  13.547,  19.852,   5.514,  11.518,  17.942,   4.984, 56,  0,   1.002,   0.886,   0.246,   0.202,   0.203,   0.056,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:16:38:120, 301395969841989,    1.121,    2.000, 3900,   8.926,  20.834,   5.787,   7.243,  18.739,   5.205, 55,  0,   0.894,   0.984,   0.273,   0.000,   0.203,   0.056,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:16:38:229, 301396211504226,    1.231,    2.000, 4000,   9.017,  21.821,   6.061,   7.396,  19.549,   5.430, 54,  0,   0.778,   1.069,   0.297,   0.000,   0.203,   0.056,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:16:38:340, 301396455988671,    1.342,    1.000, 4000,   8.217,  22.731,   6.314,   6.644,  20.284,   5.635, 54,  0,   0.670,   1.144,   0.318,   0.000,   0.203,   0.056,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
