System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
00:40:30:431, 288660878272857,    0.104,    9.000, 3900,  22.669,   2.359,   0.655,  20.495,   2.133,   0.592, 64,  0,   0.896,   0.093,   0.026,   0.446,   0.046,   0.013,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:40:30:540, 288661119732340,    0.213,    8.000, 4000,  20.775,   4.631,   1.286,  19.041,   4.215,   1.171, 67,  0,   0.727,   0.173,   0.048,   0.000,   0.046,   0.013,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:40:30:650, 288661361310752,    0.323,    9.000, 3900,  22.438,   7.086,   1.968,  20.765,   6.487,   1.802, 62,  0,   0.756,   0.256,   0.071,   0.156,   0.064,   0.018,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:40:30:759, 288661602693352,    0.432,   21.000, 3900,  37.830,  11.221,   3.117,  35.770,  10.397,   2.888, 71,  0,   1.312,   0.399,   0.111,   0.370,   0.104,   0.029,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:40:30:869, 288661844172413,    0.542,   21.000, 3900,  36.320,  15.193,   4.220,  34.216,  14.139,   3.928, 66,  0,   1.142,   0.524,   0.146,   0.157,   0.121,   0.034,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:40:30:978, 288662085751284,    0.651,    9.000, 3900,  20.854,  17.475,   4.854,  19.264,  16.247,   4.513, 65,  0,   0.778,   0.609,   0.169,   0.000,   0.121,   0.034,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:40:31:088, 288662328137222,    0.761,    2.000, 3900,   8.900,  18.452,   5.126,   6.845,  16.998,   4.722, 53,  0,   0.790,   0.696,   0.193,   0.446,   0.170,   0.047,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:40:31:197, 288662569963614,    0.870,    1.000, 4000,   6.570,  19.172,   5.325,   4.865,  17.531,   4.870, 51,  0,   0.789,   0.782,   0.217,   0.244,   0.197,   0.055,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:40:31:307, 288662811487004,    0.980,    0.000, 3900,   1.970,  19.387,   5.385,   0.733,  17.611,   4.892, 49,  0,   0.614,   0.849,   0.236,   0.000,   0.197,   0.055,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:40:31:416, 288663052992180,    1.089,    1.000, 4000,   7.431,  20.200,   5.611,   5.681,  18.233,   5.065, 50,  0,   0.765,   0.933,   0.259,   0.315,   0.231,   0.064,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:40:31:525, 288663294445550,    1.198,    0.000, 4000,   1.618,  20.377,   5.660,   0.406,  18.277,   5.077, 49,  0,   0.606,   0.999,   0.278,   0.000,   0.231,   0.064,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
