System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
00:10:13:610, 284649326905610,    0.111,    9.000, 3900,  23.522,   2.623,   0.728,  21.157,   2.359,   0.655, 66,  0,   0.892,   0.099,   0.028,   0.521,   0.058,   0.016,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:10:13:720, 284649568413840,    0.221,    8.000, 3900,  22.183,   5.049,   1.402,  20.614,   4.614,   1.282, 71,  0,   0.722,   0.178,   0.050,   0.000,   0.058,   0.016,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:10:13:829, 284649809992912,    0.330,    9.000, 3900,  23.145,   7.581,   2.106,  21.406,   6.956,   1.932, 66,  0,   0.772,   0.263,   0.073,   0.161,   0.076,   0.021,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:10:13:938, 284650051376794,    0.440,   23.000, 3900,  39.294,  11.877,   3.299,  37.010,  11.002,   3.056, 73,  0,   1.316,   0.407,   0.113,   0.323,   0.111,   0.031,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:10:14:048, 284650292917982,    0.549,   19.000, 3900,  34.710,  15.674,   4.354,  32.852,  14.596,   4.054, 73,  0,   1.102,   0.527,   0.146,   0.145,   0.127,   0.035,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:10:14:157, 284650534542704,    0.658,   10.000, 3900,  22.158,  18.099,   5.027,  20.236,  16.810,   4.669, 69,  0,   0.891,   0.625,   0.174,   0.108,   0.139,   0.039,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:10:14:267, 284650777173063,    0.768,    2.000, 3900,  11.415,  19.353,   5.376,   9.034,  17.803,   4.945, 59,  0,   0.866,   0.720,   0.200,   0.759,   0.222,   0.062,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:10:14:376, 284651018328472,    0.878,    1.000, 4000,   9.048,  20.341,   5.650,   7.417,  18.613,   5.170, 56,  0,   0.749,   0.802,   0.223,   0.000,   0.222,   0.062,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:10:14:485, 284651258874709,    0.986,    3.000, 4000,  12.898,  21.746,   6.041,  11.062,  19.818,   5.505, 55,  0,   0.899,   0.900,   0.250,   0.208,   0.245,   0.068,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:10:14:595, 284651500320384,    1.096,    2.000, 4000,   9.411,  22.775,   6.327,   7.663,  20.656,   5.738, 55,  0,   0.945,   1.003,   0.279,   0.000,   0.245,   0.068,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:10:14:704, 284651741830412,    1.205,    1.000, 3900,   8.245,  23.677,   6.577,   6.639,  21.382,   5.939, 54,  0,   0.585,   1.067,   0.296,   0.000,   0.245,   0.068,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:10:14:813, 284651983434118,    1.315,    1.000, 4000,   7.694,  24.519,   6.811,   6.202,  22.061,   6.128, 53,  0,   0.567,   1.129,   0.314,   0.000,   0.245,   0.068,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:10:14:923, 284652225032776,    1.424,    3.000, 4000,  12.297,  25.865,   7.185,  10.643,  23.225,   6.451, 62,  0,   0.629,   1.198,   0.333,   0.027,   0.248,   0.069,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:10:15:032, 284652466558736,    1.533,    4.000, 4000,  14.586,  27.460,   7.628,  12.643,  24.608,   6.836, 55,  0,   0.720,   1.277,   0.355,   0.310,   0.282,   0.078,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:10:15:142, 284652707861135,    1.643,    2.000, 4000,   8.769,  28.419,   7.894,   7.130,  25.388,   7.052, 54,  0,   0.668,   1.350,   0.375,   0.080,   0.290,   0.081,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:10:15:251, 284652949611186,    1.752,   11.000, 3800,  22.937,  30.930,   8.592,  21.078,  27.695,   7.693, 74,  0,   0.908,   1.449,   0.403,   0.142,   0.306,   0.085,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:10:15:376, 284653225462049,    1.877,   18.000, 3900,  34.463,  35.235,   9.788,  32.645,  31.774,   8.826, 79,  0,   0.759,   1.544,   0.429,   0.110,   0.320,   0.089,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:10:15:485, 284653467037298,    1.987,   11.000, 3900,  26.586,  38.144,  10.596,  24.938,  34.502,   9.584, 73,  0,   0.898,   1.642,   0.456,   0.000,   0.320,   0.089,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:10:15:657, 284653846587264,    2.158,    8.000, 3900,  18.962,  41.404,  11.501,  17.384,  37.490,  10.414, 64,  0,   0.715,   1.765,   0.490,   0.000,   0.320,   0.089,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:10:15:767, 284654089075876,    2.268,    0.000, 3900,   2.350,  41.662,  11.573,   1.033,  37.604,  10.446, 53,  0,   0.589,   1.830,   0.508,   0.000,   0.320,   0.089,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:10:15:876, 284654330698890,    2.378,    0.000, 4000,   1.513,  41.827,  11.619,   0.332,  37.640,  10.456, 52,  0,   0.578,   1.893,   0.526,   0.000,   0.320,   0.089,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:10:15:986, 284654572273854,    2.487,    0.000, 4000,   1.748,  42.019,  11.672,   0.545,  37.700,  10.472, 51,  0,   0.586,   1.957,   0.544,   0.000,   0.320,   0.089,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:10:16:095, 284654813757506,    2.596,    0.000, 4000,   3.260,  42.375,  11.771,   2.024,  37.921,  10.534, 53,  0,   0.649,   2.028,   0.563,   0.000,   0.320,   0.089,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
