System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
01:14:52:714, 293214411901965,    0.110,   10.000, 3900,  23.328,   2.555,   0.710,  21.350,   2.339,   0.650, 68,  0,   0.884,   0.097,   0.027,   0.328,   0.036,   0.010,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:14:52:823, 293214653415554,    0.219,    8.000, 3900,  21.998,   4.962,   1.378,  20.246,   4.553,   1.265, 68,  0,   0.709,   0.174,   0.048,   0.000,   0.036,   0.010,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:14:52:933, 293214894900373,    0.328,   10.000, 3900,  24.860,   7.681,   2.134,  23.192,   7.090,   1.969, 66,  0,   0.805,   0.262,   0.073,   0.220,   0.060,   0.017,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:14:53:042, 293215136274775,    0.438,   17.000, 3900,  31.863,  11.164,   3.101,  29.820,  10.350,   2.875, 66,  0,   1.022,   0.374,   0.104,   0.052,   0.066,   0.018,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:14:53:152, 293215378007586,    0.547,   14.000, 3900,  29.477,  14.391,   3.997,  27.691,  13.381,   3.717, 63,  0,   0.976,   0.481,   0.134,   0.118,   0.079,   0.022,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:14:53:277, 293215653979626,    0.672,   10.000, 3900,  24.211,  17.417,   4.838,  22.113,  16.145,   4.485, 66,  0,   0.985,   0.604,   0.168,   0.361,   0.124,   0.034,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:14:53:386, 293215895519263,    0.781,    9.000, 3900,  22.047,  19.829,   5.508,  20.037,  18.337,   5.094, 68,  0,   0.935,   0.706,   0.196,   0.321,   0.159,   0.044,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:14:53:511, 293216171810592,    0.907,    9.000, 4000,  21.500,  22.519,   6.255,  19.303,  20.752,   5.765, 58,  0,   0.924,   0.822,   0.228,   0.387,   0.207,   0.058,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:14:53:621, 293216413822816,    1.016,    1.000, 3900,   6.532,  23.235,   6.454,   4.980,  21.298,   5.916, 55,  0,   0.727,   0.902,   0.250,   0.096,   0.218,   0.060,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:14:53:745, 293216689087046,    1.141,    5.000, 4000,  12.467,  24.789,   6.886,   9.139,  22.438,   6.233, 64,  0,   0.755,   0.996,   0.277,   0.190,   0.242,   0.067,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:14:53:902, 293217033989012,    1.297,    4.000, 3900,  14.728,  27.090,   7.525,  10.622,  24.097,   6.694, 54,  0,   0.844,   1.128,   0.313,   0.000,   0.242,   0.067,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:14:54:042, 293217344654472,    1.438,    8.000, 3900,  19.658,  29.856,   8.293,  16.088,  26.360,   7.322, 57,  0,   0.868,   1.250,   0.347,   0.064,   0.251,   0.070,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:14:54:230, 293217758470212,    1.625,   10.000, 3900,  26.826,  34.883,   9.690,  17.891,  29.714,   8.254, 67,  0,   0.657,   1.373,   0.381,   0.022,   0.255,   0.071,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:14:54:386, 293218103564891,    1.781,    3.000, 4000,  16.613,  37.480,  10.411,  12.121,  31.608,   8.780, 56,  0,   0.846,   1.505,   0.418,   0.026,   0.259,   0.072,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:14:54:495, 293218344871284,    1.891,    1.000, 4000,   8.869,  38.449,  10.680,   7.161,  32.391,   8.997, 54,  0,   0.690,   1.581,   0.439,   0.065,   0.266,   0.074,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:14:54:605, 293218586701960,    2.000,    1.000, 4000,   7.626,  39.284,  10.912,   6.114,  33.060,   9.183, 53,  0,   0.644,   1.651,   0.459,   0.000,   0.266,   0.074,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:14:54:714, 293218827888332,    2.110,    1.000, 4000,   7.230,  40.074,  11.132,   5.757,  33.689,   9.358, 53,  0,   0.645,   1.722,   0.478,   0.000,   0.266,   0.074,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:14:54:825, 293219073176966,    2.221,    1.000, 4000,   7.324,  40.888,  11.358,   5.766,  34.330,   9.536, 53,  0,   0.642,   1.793,   0.498,   0.000,   0.266,   0.074,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:14:54:934, 293219314484248,    2.330,    1.000, 4000,   6.206,  41.566,  11.546,   4.711,  34.845,   9.679, 52,  0,   0.631,   1.862,   0.517,   0.000,   0.266,   0.074,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:14:55:044, 293219556477992,    2.440,    1.000, 4000,   7.045,  42.338,  11.761,   5.562,  35.454,   9.848, 53,  0,   0.638,   1.932,   0.537,   0.000,   0.266,   0.074,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:14:55:153, 293219798006508,    2.549,    1.000, 4000,   7.565,  43.166,  11.990,   6.014,  36.112,  10.031, 53,  0,   0.649,   2.003,   0.556,   0.000,   0.266,   0.074,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:14:55:263, 293220039140576,    2.658,    8.000, 3900,  20.312,  45.384,  12.607,  18.696,  38.154,  10.598, 73,  0,   0.881,   2.099,   0.583,   0.000,   0.266,   0.074,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:14:55:403, 293220349642022,    2.799,    9.000, 4000,  20.414,  48.255,  13.404,  18.414,  40.743,  11.318, 59,  0,   0.931,   2.230,   0.619,   0.238,   0.299,   0.083,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:14:55:513, 293220592161556,    2.909,    0.000, 3900,   2.605,  48.541,  13.484,   1.354,  40.892,  11.359, 52,  0,   0.621,   2.298,   0.638,   0.000,   0.299,   0.083,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
