System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
00:59:10:922, 291134929872312,    0.106,    9.000, 3900,  22.056,   2.348,   0.652,  19.952,   2.124,   0.590, 65,  0,   0.860,   0.092,   0.025,   0.506,   0.054,   0.015,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:59:11:032, 291135171401823,    0.216,    8.000, 4000,  21.965,   4.751,   1.320,  20.202,   4.334,   1.204, 67,  0,   0.716,   0.170,   0.047,   0.000,   0.054,   0.015,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:59:11:141, 291135412850573,    0.325,   10.000, 3900,  24.115,   7.388,   2.052,  22.474,   6.792,   1.887, 65,  0,   0.791,   0.256,   0.071,   0.132,   0.068,   0.019,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:59:11:250, 291135654333464,    0.435,   16.000, 3900,  31.138,  10.794,   2.998,  29.546,  10.023,   2.784, 65,  0,   1.006,   0.366,   0.102,   0.087,   0.078,   0.022,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:59:11:375, 291135930396884,    0.560,   13.000, 3900,  25.821,  14.022,   3.895,  23.879,  13.009,   3.614, 67,  0,   0.938,   0.484,   0.134,   0.141,   0.095,   0.026,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:59:11:485, 291136171875744,    0.669,   11.000, 3900,  24.798,  16.734,   4.648,  22.208,  15.438,   4.288, 68,  0,   1.027,   0.596,   0.166,   0.666,   0.168,   0.047,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:59:11:610, 291136447988904,    0.794,    8.000, 4000,  21.857,  19.467,   5.408,  19.981,  17.936,   4.982, 67,  0,   0.879,   0.706,   0.196,   0.202,   0.194,   0.054,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:59:11:735, 291136724396330,    0.919,    5.000, 4000,  15.414,  21.397,   5.944,  13.262,  19.596,   5.443, 54,  0,   0.872,   0.815,   0.226,   0.476,   0.253,   0.070,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:59:11:845, 291136966416013,    1.029,    2.000, 4000,   9.249,  22.411,   6.225,   7.516,  20.420,   5.672, 59,  0,   0.779,   0.901,   0.250,   0.231,   0.278,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:59:11:954, 291137206903688,    1.138,    0.000, 4100,   4.709,  22.924,   6.368,   3.209,  20.770,   5.769, 52,  0,   0.777,   0.985,   0.274,   0.000,   0.278,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
