System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
00:21:37:824, 286160074936536,    0.104,   10.000, 3900,  23.403,   2.433,   0.676,  21.468,   2.232,   0.620, 64,  0,   0.886,   0.092,   0.026,   0.297,   0.031,   0.009,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:21:37:926, 286160300883872,    0.206,    8.000, 4000,  23.011,   4.788,   1.330,  20.359,   4.315,   1.199, 68,  0,   0.723,   0.166,   0.046,   0.000,   0.031,   0.009,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:21:38:037, 286160544656134,    0.317,   21.000, 4000,  26.876,   7.755,   2.154,  22.474,   6.797,   1.888, 67,  0,   0.699,   0.243,   0.068,   0.000,   0.031,   0.009,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:21:38:552, 286161683138210,    0.832,   12.000, 3900,  38.764,  27.742,   7.706,  29.254,  21.881,   6.078, 65,  0,   0.982,   0.750,   0.208,   0.161,   0.114,   0.032,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:21:38:709, 286162028137061,    0.989,    5.000, 3900,  18.833,  30.685,   8.524,  14.320,  24.118,   6.699, 54,  0,   0.832,   0.880,   0.244,   0.075,   0.126,   0.035,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:21:38:818, 286162270184206,    1.098,    1.000, 4000,   8.433,  31.609,   8.780,   6.871,  24.871,   6.909, 52,  0,   0.669,   0.953,   0.265,   0.000,   0.126,   0.035,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:21:38:928, 286162511759592,    1.208,    1.000, 3900,   6.478,  32.318,   8.977,   5.028,  25.421,   7.061, 51,  0,   0.770,   1.037,   0.288,   0.000,   0.126,   0.035,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:21:39:037, 286162752875990,    1.317,    1.000, 4000,   8.329,  33.228,   9.230,   6.772,  26.161,   7.267, 51,  0,   0.684,   1.112,   0.309,   0.000,   0.126,   0.035,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:21:39:148, 286162997743578,    1.428,    1.000, 4000,   6.186,  33.914,   9.420,   4.592,  26.670,   7.408, 51,  0,   0.909,   1.213,   0.337,   0.000,   0.126,   0.035,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:21:39:257, 286163238708206,    1.537,    2.000, 3900,   6.545,  34.628,   9.619,   4.961,  27.211,   7.559, 50,  0,   0.916,   1.313,   0.365,   0.000,   0.126,   0.035,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
