System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
23:46:19:212, 281482167213526,    0.114,   17.000, 3500,  25.802,   2.946,   0.818,  23.843,   2.722,   0.756, 67,  0,   0.872,   0.100,   0.028,   0.269,   0.031,   0.009,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:46:19:337, 281482443248718,    0.239,   17.000, 3200,  20.606,   5.522,   1.534,  18.944,   5.091,   1.414, 65,  0,   0.748,   0.193,   0.054,   0.000,   0.031,   0.009,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:46:19:462, 281482719240136,    0.364,   18.000, 3100,  18.054,   7.779,   2.161,  16.471,   7.149,   1.986, 62,  0,   0.720,   0.283,   0.079,   0.000,   0.031,   0.009,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:46:19:572, 281482960739402,    0.474,   29.000, 3000,  26.894,  10.720,   2.978,  24.684,   9.849,   2.736, 63,  0,   1.333,   0.429,   0.119,   0.407,   0.075,   0.021,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:46:19:697, 281483236704344,    0.599,   31.000, 3000,  21.038,  13.350,   3.708,  19.283,  12.259,   3.405, 64,  0,   1.038,   0.559,   0.155,   0.105,   0.088,   0.025,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:46:19:822, 281483512819296,    0.724,   18.000, 2900,  14.992,  15.225,   4.229,  13.220,  13.912,   3.865, 60,  0,   0.819,   0.661,   0.184,   0.000,   0.088,   0.025,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:46:19:962, 281483823259706,    0.864,   13.000, 3100,  13.058,  17.060,   4.739,  11.064,  15.468,   4.297, 60,  0,   0.816,   0.776,   0.215,   0.274,   0.127,   0.035,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:46:20:087, 281484099378270,    0.989,   12.000, 3200,  13.268,  18.720,   5.200,  11.336,  16.886,   4.690, 59,  0,   0.771,   0.872,   0.242,   0.253,   0.159,   0.044,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:46:20:212, 281484375350603,    1.114,    9.000, 3300,  12.033,  20.224,   5.618,  10.175,  18.157,   5.044, 61,  0,   0.712,   0.961,   0.267,   0.206,   0.184,   0.051,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:46:20:337, 281484651370569,    1.239,    9.000, 3400,  12.222,  21.752,   6.042,  10.591,  19.481,   5.411, 61,  0,   0.646,   1.042,   0.289,   0.000,   0.184,   0.051,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:46:20:462, 281484927347725,    1.364,   16.000, 3400,  16.777,  23.849,   6.625,  12.545,  21.049,   5.847, 62,  0,   0.584,   1.115,   0.310,   0.000,   0.184,   0.051,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:46:20:619, 281485272290067,    1.520,   25.000, 2300,  19.068,  26.827,   7.452,  10.914,  22.754,   6.321, 55,  0,   0.720,   1.227,   0.341,   0.157,   0.209,   0.058,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:46:20:900, 281485893306902,    1.802,   13.000, 2300,  13.826,  30.716,   8.532,   8.767,  25.220,   7.006, 55,  0,   0.759,   1.441,   0.400,   0.114,   0.241,   0.067,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:46:21:025, 281486169357514,    1.927,   17.000, 2500,  10.153,  31.985,   8.885,   8.565,  26.291,   7.303, 54,  0,   0.719,   1.531,   0.425,   0.000,   0.241,   0.067,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:46:21:150, 281486445374024,    2.052,    8.000, 2800,   6.666,  32.819,   9.116,   5.115,  26.930,   7.481, 55,  0,   0.569,   1.602,   0.445,   0.000,   0.241,   0.067,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:46:21:275, 281486721302580,    2.177,    8.000, 3000,   7.730,  33.785,   9.385,   6.153,  27.699,   7.694, 57,  0,   0.572,   1.674,   0.465,   0.000,   0.241,   0.067,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:46:21:400, 281486997303622,    2.302,    8.000, 3200,   8.882,  34.895,   9.693,   7.329,  28.615,   7.949, 58,  0,   0.582,   1.746,   0.485,   0.000,   0.241,   0.067,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:46:21:525, 281487273363074,    2.427,    8.000, 3400,  10.063,  36.153,  10.043,   8.507,  29.679,   8.244, 59,  0,   0.573,   1.818,   0.505,   0.000,   0.241,   0.067,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:46:21:650, 281487549382203,    2.552,    8.000, 3500,  11.558,  37.598,  10.444,   9.992,  30.928,   8.591, 61,  0,   0.577,   1.890,   0.525,   0.000,   0.241,   0.067,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:46:21:775, 281487825387535,    2.677,    8.000, 3600,  12.158,  39.118,  10.866,  10.603,  32.254,   8.959, 62,  0,   0.572,   1.962,   0.545,   0.000,   0.241,   0.067,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:46:21:900, 281488101362826,    2.802,    8.000, 3700,  13.179,  40.765,  11.324,  11.626,  33.707,   9.363, 63,  0,   0.584,   2.035,   0.565,   0.000,   0.241,   0.067,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:46:22:025, 281488377382172,    2.927,    8.000, 3700,  13.343,  42.433,  11.787,  11.778,  35.179,   9.772, 63,  0,   0.574,   2.106,   0.585,   0.000,   0.241,   0.067,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:46:22:134, 281488618855496,    3.036,    8.000, 3800,  15.032,  44.077,  12.244,  13.387,  36.643,  10.179, 64,  0,   0.584,   2.170,   0.603,   0.000,   0.241,   0.067,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:46:22:259, 281488894778307,    3.161,    9.000, 3700,  16.596,  46.151,  12.820,  15.016,  38.520,  10.700, 64,  0,   0.601,   2.245,   0.624,   0.000,   0.241,   0.067,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:46:22:384, 281489170724849,    3.286,    8.000, 3800,  13.594,  47.850,  13.292,  11.870,  40.003,  11.112, 63,  0,   0.635,   2.325,   0.646,   0.083,   0.251,   0.070,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:46:22:509, 281489446805408,    3.411,    8.000, 3800,  14.307,  49.639,  13.789,  12.722,  41.594,  11.554, 65,  0,   0.588,   2.398,   0.666,   0.000,   0.251,   0.070,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
