System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
23:54:37:944, 282583369744851,    0.109,   10.000, 3900,  23.220,   2.542,   0.706,  21.245,   2.326,   0.646, 68,  0,   0.896,   0.098,   0.027,   0.370,   0.040,   0.011,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:38:053, 282583611231000,    0.219,    8.000, 4000,  21.640,   4.909,   1.364,  19.866,   4.499,   1.250, 71,  0,   0.728,   0.178,   0.049,   0.000,   0.040,   0.011,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:38:163, 282583852655947,    0.328,   10.000, 3900,  23.514,   7.480,   2.078,  21.807,   6.883,   1.912, 69,  0,   0.775,   0.263,   0.073,   0.140,   0.056,   0.015,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:38:288, 282584128667666,    0.453,   21.000, 3900,  37.858,  12.213,   3.392,  35.821,  11.361,   3.156, 66,  0,   1.249,   0.419,   0.116,   0.253,   0.087,   0.024,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:38:397, 282584370245282,    0.563,   19.000, 3900,  33.721,  15.902,   4.417,  31.855,  14.846,   4.124, 72,  0,   1.095,   0.538,   0.150,   0.123,   0.101,   0.028,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:38:506, 282584611594278,    0.672,   17.000, 3900,  36.807,  19.925,   5.535,  29.746,  18.098,   5.027, 70,  0,   0.959,   0.643,   0.179,   0.111,   0.113,   0.031,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:38:631, 282584887671451,    0.797,   12.000, 3900,  35.253,  24.333,   6.759,  25.734,  21.315,   5.921, 71,  0,   0.824,   0.746,   0.207,   0.340,   0.155,   0.043,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:38:772, 282585199404832,    0.938,    3.000, 3900,  16.295,  26.634,   7.398,  12.782,  23.120,   6.422, 56,  0,   0.699,   0.845,   0.235,   0.105,   0.170,   0.047,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:38:882, 282585440866498,    1.047,    0.000, 4000,   2.541,  26.912,   7.475,   1.020,  23.232,   6.453, 53,  0,   0.689,   0.920,   0.256,   0.071,   0.178,   0.049,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:38:991, 282585681277912,    1.156,    1.000, 3900,   7.452,  27.723,   7.701,   5.866,  23.870,   6.631, 55,  0,   0.841,   1.012,   0.281,   0.000,   0.178,   0.049,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:39:100, 282585923628120,    1.266,    2.000, 4000,   8.769,  28.686,   7.968,   7.225,  24.663,   6.851, 55,  0,   0.818,   1.102,   0.306,   0.000,   0.178,   0.049,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:39:209, 282586164221576,    1.375,    1.000, 4000,   8.463,  29.608,   8.224,   6.921,  25.417,   7.060, 54,  0,   0.692,   1.177,   0.327,   0.000,   0.178,   0.049,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:39:319, 282586405718004,    1.484,    5.000, 4000,  15.289,  31.280,   8.689,  13.540,  26.898,   7.472, 55,  0,   0.718,   1.256,   0.349,   0.087,   0.188,   0.052,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:39:428, 282586647141066,    1.594,    1.000, 3900,   9.027,  32.267,   8.963,   7.381,  27.705,   7.696, 54,  0,   0.667,   1.328,   0.369,   0.051,   0.193,   0.054,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:39:538, 282586888725094,    1.703,    1.000, 3900,   8.422,  33.188,   9.219,   6.774,  28.447,   7.902, 54,  0,   0.628,   1.397,   0.388,   0.000,   0.193,   0.054,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:39:647, 282587130372574,    1.813,    5.000, 4000,  10.147,  34.299,   9.528,   8.667,  29.395,   8.165, 66,  0,   0.680,   1.471,   0.409,   0.000,   0.193,   0.054,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:39:819, 282587509706684,    1.984,   14.000, 3900,  28.984,  39.278,  10.911,  27.203,  34.068,   9.463, 76,  0,   0.884,   1.623,   0.451,   0.086,   0.208,   0.058,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:40:022, 282587958301876,    2.188,   10.000, 3900,  23.069,  43.965,  12.213,  21.440,  38.424,  10.673, 76,  0,   0.679,   1.761,   0.489,   0.000,   0.208,   0.058,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:40:210, 282588373341550,    2.376,    4.000, 3900,  13.737,  46.547,  12.930,  12.222,  40.722,  11.312, 55,  0,   0.705,   1.894,   0.526,   0.000,   0.208,   0.058,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:40:319, 282588614946776,    2.485,    0.000, 4000,   2.647,  46.837,  13.010,   1.386,  40.873,  11.354, 52,  0,   0.648,   1.965,   0.546,   0.000,   0.208,   0.058,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:40:429, 282588856429776,    2.594,    0.000, 4100,   2.001,  47.056,  13.071,   0.804,  40.961,  11.378, 51,  0,   0.588,   2.029,   0.564,   0.000,   0.208,   0.058,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:40:538, 282589097141472,    2.703,    0.000, 3900,   3.441,  47.431,  13.175,   2.144,  41.195,  11.443, 52,  0,   0.677,   2.103,   0.584,   0.000,   0.208,   0.058,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:40:647, 282589338301938,    2.813,    6.000, 3900,  13.865,  48.945,  13.596,  12.309,  42.539,  11.816, 62,  0,   0.757,   2.186,   0.607,   0.063,   0.215,   0.060,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:40:803, 282589683066275,    2.969,   18.000, 3900,  28.750,  53.435,  14.843,  27.060,  46.765,  12.990, 69,  0,   0.929,   2.331,   0.647,   0.000,   0.215,   0.060,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:40:912, 282589922377238,    3.077,   65.000, 3600,  59.261,  59.857,  16.627,  56.655,  52.905,  14.696, 78,  0,   2.050,   2.553,   0.709,   0.369,   0.255,   0.071,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:41:044, 282590215516822,    3.210,   50.000, 3700,  50.991,  66.627,  18.508,  47.365,  59.193,  16.443, 73,  0,   1.866,   2.801,   0.778,   1.856,   0.501,   0.139,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:41:160, 282590470765754,    3.326,   12.000, 3900,  26.843,  69.730,  19.370,  22.033,  61.740,  17.150, 60,  0,   1.369,   2.959,   0.822,   2.825,   0.828,   0.230,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:41:272, 282590718899768,    3.438,   11.000, 3900,  24.711,  72.507,  20.141,  21.341,  64.139,  17.816, 68,  0,   1.195,   3.093,   0.859,   1.445,   0.990,   0.275,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:41:382, 282590961675618,    3.548,    6.000, 3900,  14.690,  74.122,  20.590,  12.562,  65.520,  18.200, 66,  0,   0.969,   3.200,   0.889,   0.430,   1.037,   0.288,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:41:491, 282591200891568,    3.656,   10.000, 3900,  23.317,  76.649,  21.291,  20.356,  67.725,  18.813, 60,  0,   1.205,   3.330,   0.925,   1.291,   1.177,   0.327,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:41:601, 282591444058011,    3.766,   20.000, 3900,  38.082,  80.843,  22.456,  35.280,  71.611,  19.892, 71,  0,   1.395,   3.484,   0.968,   0.906,   1.277,   0.355,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:41:743, 282591757722482,    3.908,   19.000, 3900,  32.339,  85.437,  23.732,  29.751,  75.837,  21.066, 68,  0,   1.184,   3.652,   1.014,   0.802,   1.391,   0.386,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:41:869, 282592036053302,    4.034,   14.000, 3900,  28.525,  89.032,  24.731,  26.544,  79.183,  21.995, 72,  0,   1.064,   3.786,   1.052,   0.249,   1.422,   0.395,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:41:979, 282592278975082,    4.144,   21.000, 3900,  36.138,  93.008,  25.836,  33.097,  82.824,  23.007, 74,  0,   1.484,   3.949,   1.097,   1.135,   1.547,   0.430,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:42:089, 282592521776892,    4.254,   28.000, 3900,  44.897,  97.945,  27.207,  42.815,  87.532,  24.315, 74,  0,   1.566,   4.121,   1.145,   0.205,   1.570,   0.436,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:42:216, 282592802329392,    4.381,   19.000, 3900,  39.554, 102.971,  28.603,  36.002,  92.107,  25.585, 77,  0,   1.428,   4.303,   1.195,   1.529,   1.764,   0.490,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:42:359, 282593117915351,    4.524,   18.000, 3900,  32.218, 107.576,  29.882,  28.581,  96.192,  26.720, 69,  0,   1.355,   4.497,   1.249,   1.793,   2.020,   0.561,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:42:469, 282593361282196,    4.635,   23.000, 3900,  38.353, 111.803,  31.056,  33.299,  99.862,  27.739, 63,  0,   1.594,   4.672,   1.298,   2.175,   2.260,   0.628,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:42:577, 282593599723911,    4.743,   16.000, 3800,  26.711, 114.688,  31.858,  24.237, 102.479,  28.466, 74,  0,   1.296,   4.812,   1.337,   1.099,   2.379,   0.661,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:42:687, 282593842329708,    4.852,   18.000, 3900,  32.829, 118.295,  32.860,  29.279, 105.696,  29.360, 78,  0,   1.254,   4.950,   1.375,   1.369,   2.529,   0.703,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:42:797, 282594085352108,    4.963,   14.000, 3900,  27.185, 121.287,  33.691,  24.600, 108.404,  30.112, 82,  0,   1.060,   5.067,   1.407,   0.791,   2.616,   0.727,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:42:907, 282594328115136,    5.073,   12.000, 3900,  23.713, 123.894,  34.415,  21.446, 110.762,  30.767, 61,  0,   1.021,   5.179,   1.439,   0.458,   2.666,   0.741,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:43:015, 282594566940269,    5.181,    8.000, 3900,  16.729, 125.703,  34.918,  14.477, 112.328,  31.202, 61,  0,   1.121,   5.300,   1.472,   0.506,   2.721,   0.756,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:43:125, 282594808891774,    5.290,    3.000, 3900,   8.608, 126.647,  35.180,   6.574, 113.048,  31.402, 56,  0,   1.027,   5.413,   1.504,   0.348,   2.759,   0.766,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:43:233, 282595049099336,    5.399,   19.000, 3900,  31.724, 130.098,  36.138,  29.631, 116.272,  32.298, 66,  0,   1.178,   5.541,   1.539,   0.418,   2.805,   0.779,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:43:355, 282595316506231,    5.520,    6.000, 3900,  15.447, 131.969,  36.658,  13.680, 117.928,  32.758, 58,  0,   0.907,   5.651,   1.570,   0.099,   2.817,   0.782,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:43:455, 282595538321984,    5.621,   10.000, 3900,  23.080, 134.287,  37.302,  21.362, 120.074,  33.354, 67,  0,   0.835,   5.734,   1.593,   0.096,   2.826,   0.785,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:43:572, 282595796480121,    5.738,    0.000, 3900,   6.617, 135.061,  37.517,   4.666, 120.620,  33.506, 55,  0,   0.813,   5.830,   1.619,   0.297,   2.861,   0.795,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:54:43:673, 282596018751980,    5.838,    0.000, 3900,   4.004, 135.464,  37.629,   2.345, 120.856,  33.571, 53,  0,   0.742,   5.904,   1.640,   0.153,   2.877,   0.799,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
