System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
02:19:53:888, 301828227591164,    0.112,    9.000, 3900,  22.563,   2.525,   0.701,  20.631,   2.309,   0.641, 65,  0,   0.818,   0.091,   0.025,   0.242,   0.027,   0.008,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:53:990, 301828453529184,    0.214,    8.000, 4000,  22.959,   4.874,   1.354,  20.016,   4.357,   1.210, 66,  0,   0.722,   0.165,   0.046,   0.000,   0.027,   0.008,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:54:101, 301828697407027,    0.325,   17.000, 3900,  29.408,   8.123,   2.256,  24.657,   7.081,   1.967, 64,  0,   0.827,   0.257,   0.071,   0.264,   0.056,   0.016,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:54:616, 301829835829095,    0.840,    8.000, 3900,  34.123,  25.716,   7.143,  24.722,  19.827,   5.507, 62,  0,   0.807,   0.673,   0.187,   0.067,   0.091,   0.025,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:54:773, 301830181981854,    0.997,    3.000, 3900,  12.800,  27.723,   7.701,   8.743,  21.198,   5.888, 50,  0,   0.653,   0.775,   0.215,   0.063,   0.100,   0.028,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:54:882, 301830423412736,    1.106,    1.000, 4100,   5.605,  28.336,   7.871,   3.859,  21.619,   6.005, 50,  0,   0.665,   0.848,   0.236,   0.000,   0.100,   0.028,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:54:992, 301830664556550,    1.216,    0.000, 4000,   3.759,  28.746,   7.985,   1.958,  21.833,   6.065, 49,  0,   0.670,   0.921,   0.256,   0.067,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:55:101, 301830906505664,    1.325,    0.000, 4000,   2.053,  28.971,   8.048,   0.824,  21.924,   6.090, 48,  0,   0.612,   0.988,   0.275,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:55:211, 301831148005267,    1.435,    0.000, 4000,   1.512,  29.136,   8.093,   0.360,  21.963,   6.101, 48,  0,   0.581,   1.052,   0.292,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:55:320, 301831389384936,    1.544,    0.000, 4100,   2.200,  29.377,   8.160,   1.006,  22.073,   6.131, 48,  0,   0.619,   1.120,   0.311,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:55:429, 301831630940842,    1.653,    0.000, 4000,   1.462,  29.537,   8.205,   0.334,  22.110,   6.142, 48,  0,   0.577,   1.183,   0.329,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:55:539, 301831872441012,    1.763,    0.000, 4000,   1.666,  29.719,   8.255,   0.500,  22.164,   6.157, 48,  0,   0.580,   1.246,   0.346,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:55:655, 301832130164154,    1.879,    0.000, 4100,   1.378,  29.880,   8.300,   0.240,  22.192,   6.165, 48,  0,   0.574,   1.313,   0.365,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:55:766, 301832373900834,    1.990,    0.000, 3900,   1.835,  30.083,   8.356,   0.670,  22.266,   6.185, 48,  0,   0.587,   1.378,   0.383,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:55:875, 301832615348184,    2.099,    0.000, 4000,   2.951,  30.405,   8.446,   1.758,  22.458,   6.238, 48,  0,   0.592,   1.443,   0.401,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:55:984, 301832856774954,    2.208,    0.000, 4100,   1.598,  30.580,   8.494,   0.458,  22.509,   6.252, 48,  0,   0.581,   1.506,   0.418,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:56:094, 301833098389087,    2.318,    0.000, 4000,   1.445,  30.738,   8.538,   0.314,  22.543,   6.262, 47,  0,   0.576,   1.569,   0.436,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:56:204, 301833342355788,    2.428,    0.000, 4000,   1.473,  30.901,   8.584,   0.317,  22.578,   6.272, 47,  0,   0.576,   1.633,   0.454,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:56:314, 301833583835760,    2.538,    0.000, 4100,   1.507,  31.066,   8.629,   0.368,  22.618,   6.283, 48,  0,   0.578,   1.696,   0.471,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:56:423, 301833825255546,    2.647,    0.000, 4100,   1.668,  31.248,   8.680,   0.505,  22.673,   6.298, 48,  0,   0.586,   1.760,   0.489,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:56:532, 301834066816568,    2.756,    0.000, 4000,   1.886,  31.454,   8.737,   0.710,  22.751,   6.320, 48,  0,   0.593,   1.825,   0.507,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:56:642, 301834308339497,    2.866,    0.000, 3900,   1.680,  31.638,   8.788,   0.543,  22.810,   6.336, 48,  0,   0.583,   1.888,   0.525,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:56:751, 301834549870522,    2.975,    0.000, 4100,   1.480,  31.800,   8.833,   0.330,  22.847,   6.346, 48,  0,   0.577,   1.952,   0.542,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:56:852, 301834773090436,    3.076,    0.000, 4000,   1.548,  31.957,   8.877,   0.397,  22.887,   6.357, 47,  0,   0.578,   2.010,   0.558,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:56:962, 301835014528394,    3.186,    0.000, 4000,   1.554,  32.126,   8.924,   0.409,  22.931,   6.370, 48,  0,   0.578,   2.073,   0.576,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:57:072, 301835258435788,    3.296,    0.000, 4000,   1.553,  32.298,   8.972,   0.399,  22.976,   6.382, 47,  0,   0.580,   2.137,   0.594,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:57:182, 301835499943972,    3.406,    0.000, 4100,   1.442,  32.456,   9.015,   0.291,  23.007,   6.391, 47,  0,   0.578,   2.201,   0.611,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:57:291, 301835741362224,    3.515,    0.000, 4100,   1.473,  32.617,   9.060,   0.336,  23.044,   6.401, 47,  0,   0.577,   2.264,   0.629,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:57:400, 301835983002610,    3.624,    0.000, 3900,   1.425,  32.773,   9.104,   0.289,  23.076,   6.410, 48,  0,   0.577,   2.327,   0.646,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:57:510, 301836224412144,    3.734,    0.000, 4000,   2.148,  33.008,   9.169,   0.969,  23.182,   6.439, 47,  0,   0.590,   2.391,   0.664,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:57:619, 301836465952304,    3.843,    0.000, 4100,   1.446,  33.166,   9.213,   0.305,  23.215,   6.449, 48,  0,   0.576,   2.454,   0.682,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:57:728, 301836707541041,    3.952,    0.000, 4000,   1.490,  33.329,   9.258,   0.348,  23.253,   6.459, 47,  0,   0.577,   2.517,   0.699,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:57:838, 301836949007492,    4.062,    0.000, 3900,   1.565,  33.500,   9.306,   0.407,  23.298,   6.472, 47,  0,   0.583,   2.581,   0.717,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:57:947, 301837190418942,    4.171,    0.000, 4000,   1.472,  33.661,   9.350,   0.328,  23.333,   6.482, 48,  0,   0.577,   2.644,   0.735,   0.000,   0.108,   0.030,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:58:057, 301837431999136,    4.281,    0.000, 4000,   1.621,  33.838,   9.399,   0.416,  23.379,   6.494, 47,  0,   0.580,   2.708,   0.752,   0.057,   0.114,   0.032,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:58:166, 301837673366468,    4.390,    0.000, 4100,   1.491,  34.001,   9.445,   0.347,  23.417,   6.505, 47,  0,   0.579,   2.771,   0.770,   0.000,   0.114,   0.032,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:58:275, 301837915027793,    4.499,    0.000, 4000,   1.516,  34.167,   9.491,   0.373,  23.458,   6.516, 47,  0,   0.578,   2.834,   0.787,   0.000,   0.114,   0.032,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:58:385, 301838156361452,    4.609,    0.000, 4000,   1.380,  34.318,   9.533,   0.244,  23.484,   6.523, 47,  0,   0.575,   2.897,   0.805,   0.000,   0.114,   0.032,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:58:494, 301838397437813,    4.718,    0.000, 4100,   1.476,  34.479,   9.578,   0.362,  23.524,   6.534, 47,  0,   0.579,   2.960,   0.822,   0.000,   0.114,   0.032,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:58:603, 301838639222062,    4.827,    0.000, 4100,   1.599,  34.654,   9.626,   0.404,  23.568,   6.547, 47,  0,   0.581,   3.024,   0.840,   0.000,   0.114,   0.032,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:58:713, 301838880785550,    4.937,    0.000, 4000,   1.404,  34.808,   9.669,   0.270,  23.598,   6.555, 48,  0,   0.576,   3.087,   0.857,   0.000,   0.114,   0.032,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:58:822, 301839122319586,    5.046,    0.000, 4100,   1.731,  34.997,   9.721,   0.569,  23.660,   6.572, 48,  0,   0.583,   3.151,   0.875,   0.000,   0.114,   0.032,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:58:931, 301839363729110,    5.155,    0.000, 4100,   1.479,  35.159,   9.766,   0.335,  23.696,   6.582, 48,  0,   0.578,   3.214,   0.893,   0.000,   0.114,   0.032,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:59:041, 301839605324160,    5.265,    0.000, 4100,   1.469,  35.320,   9.811,   0.324,  23.732,   6.592, 47,  0,   0.576,   3.277,   0.910,   0.000,   0.114,   0.032,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:59:150, 301839846844299,    5.374,    0.000, 4000,   1.551,  35.489,   9.858,   0.400,  23.776,   6.604, 48,  0,   0.582,   3.341,   0.928,   0.000,   0.114,   0.032,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:59:259, 301840087967478,    5.483,    0.000, 4000,   1.515,  35.655,   9.904,   0.371,  23.816,   6.616, 47,  0,   0.576,   3.403,   0.945,   0.000,   0.114,   0.032,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:59:369, 301840329319634,    5.593,    0.000, 4100,   1.424,  35.810,   9.947,   0.280,  23.847,   6.624, 47,  0,   0.576,   3.466,   0.963,   0.000,   0.114,   0.032,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:19:59:478, 301840570862556,    5.702,    0.000, 4100,   1.494,  35.974,   9.993,   0.353,  23.885,   6.635, 47,  0,   0.577,   3.530,   0.980,   0.000,   0.114,   0.032,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
