System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
01:30:33:208, 295291028711484,    0.111,    8.000, 3900,  22.524,   2.511,   0.698,  20.302,   2.263,   0.629, 68,  0,   0.862,   0.096,   0.027,   0.355,   0.040,   0.011,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:33:318, 295291270228220,    0.221,    8.000, 3900,  21.774,   4.893,   1.359,  20.208,   4.474,   1.243, 70,  0,   0.702,   0.173,   0.048,   0.000,   0.040,   0.011,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:33:427, 295291511647545,    0.330,   10.000, 3900,  24.632,   7.586,   2.107,  23.044,   6.993,   1.943, 68,  0,   0.812,   0.262,   0.073,   0.122,   0.053,   0.015,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:33:536, 295291753208887,    0.440,   17.000, 3900,  32.672,  11.161,   3.100,  30.602,  10.341,   2.873, 70,  0,   1.017,   0.373,   0.104,   0.083,   0.062,   0.017,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:33:661, 295292029156770,    0.565,   12.000, 3900,  25.912,  14.399,   4.000,  24.059,  13.348,   3.708, 67,  0,   0.944,   0.491,   0.136,   0.101,   0.075,   0.021,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:33:771, 295292270668785,    0.674,   10.000, 3900,  23.315,  16.949,   4.708,  21.058,  15.651,   4.348, 68,  0,   1.014,   0.602,   0.167,   0.593,   0.140,   0.039,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:33:880, 295292512157024,    0.783,    8.000, 3900,  20.011,  19.138,   5.316,  18.229,  17.645,   4.901, 70,  0,   0.876,   0.698,   0.194,   0.128,   0.154,   0.043,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:34:005, 295292788075323,    0.908,    7.000, 3900,  18.920,  21.502,   5.973,  16.864,  19.753,   5.487, 61,  0,   0.918,   0.812,   0.226,   0.368,   0.200,   0.055,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:34:131, 295293065376774,    1.034,    2.000, 4000,   9.035,  22.637,   6.288,   7.151,  20.651,   5.736, 56,  0,   0.802,   0.913,   0.254,   0.189,   0.223,   0.062,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:34:239, 295293305812092,    1.143,    1.000, 3900,   5.582,  23.245,   6.457,   3.975,  21.083,   5.857, 54,  0,   0.838,   1.004,   0.279,   0.000,   0.223,   0.062,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:34:349, 295293547993738,    1.252,    1.000, 4000,   6.320,  23.938,   6.649,   4.760,  21.606,   6.002, 53,  0,   0.877,   1.100,   0.306,   0.000,   0.223,   0.062,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:34:458, 295293788655812,    1.361,    1.000, 4000,   8.043,  24.814,   6.893,   6.406,  22.304,   6.196, 53,  0,   0.921,   1.201,   0.334,   0.000,   0.223,   0.062,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:34:568, 295294030174682,    1.471,    6.000, 4000,  16.440,  26.613,   7.392,  14.789,  23.921,   6.645, 56,  0,   0.720,   1.280,   0.355,   0.076,   0.232,   0.064,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:34:677, 295294271683450,    1.580,    1.000, 3900,   9.336,  27.634,   7.676,   7.555,  24.748,   6.874, 54,  0,   0.683,   1.354,   0.376,   0.112,   0.244,   0.068,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:34:786, 295294513576031,    1.690,    1.000, 3900,   9.966,  28.726,   7.979,   8.373,  25.665,   7.129, 53,  0,   0.607,   1.421,   0.395,   0.000,   0.244,   0.068,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:34:896, 295294754824672,    1.799,    9.000, 4000,  26.653,  31.638,   8.788,  19.122,  27.754,   7.710, 57,  0,   0.697,   1.497,   0.416,   0.000,   0.244,   0.068,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:35:005, 295294996226798,    1.908,    3.000, 3900,  11.090,  32.850,   9.125,   8.542,  28.688,   7.969, 65,  0,   0.733,   1.577,   0.438,   0.000,   0.244,   0.068,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:35:130, 295295273097782,    2.034,    1.000, 4100,  10.922,  34.220,   9.506,   8.024,  29.694,   8.248, 54,  0,   0.859,   1.685,   0.468,   0.000,   0.244,   0.068,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:35:240, 295295513888204,    2.143,    1.000, 4000,   6.531,  34.932,   9.703,   5.011,  30.241,   8.400, 53,  0,   0.803,   1.772,   0.492,   0.000,   0.244,   0.068,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:35:349, 295295755135295,    2.252,    1.000, 4000,   5.154,  35.495,   9.860,   3.712,  30.646,   8.513, 53,  0,   0.814,   1.861,   0.517,   0.000,   0.244,   0.068,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:35:459, 295295997549600,    2.362,    1.000, 4000,   6.901,  36.253,  10.070,   5.260,  31.224,   8.673, 53,  0,   0.919,   1.962,   0.545,   0.000,   0.244,   0.068,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:35:568, 295296238223714,    2.471,    1.000, 4000,   5.517,  36.854,  10.237,   4.053,  31.666,   8.796, 52,  0,   0.838,   2.054,   0.570,   0.000,   0.244,   0.068,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:35:677, 295296480050252,    2.580,    1.000, 4000,   8.364,  37.770,  10.492,   6.681,  32.397,   8.999, 53,  0,   0.758,   2.137,   0.594,   0.066,   0.251,   0.070,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:35:786, 295296721506822,    2.690,    1.000, 3900,   8.525,  38.703,  10.751,   7.060,  33.169,   9.214, 53,  0,   0.567,   2.199,   0.611,   0.000,   0.251,   0.070,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:35:896, 295296962643866,    2.799,    0.000, 4000,   5.993,  39.357,  10.932,   4.517,  33.663,   9.351, 53,  0,   0.721,   2.277,   0.633,   0.000,   0.251,   0.070,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:36:005, 295297204992510,    2.909,    0.000, 4000,   4.241,  39.822,  11.062,   2.823,  33.973,   9.437, 52,  0,   0.754,   2.360,   0.656,   0.000,   0.251,   0.070,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:36:115, 295297446692516,    3.018,    1.000, 3900,   6.247,  40.506,  11.252,   4.676,  34.485,   9.579, 53,  0,   0.875,   2.456,   0.682,   0.000,   0.251,   0.070,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:36:224, 295297687100646,    3.127,    1.000, 4000,   5.338,  41.087,  11.413,   3.951,  34.915,   9.699, 52,  0,   0.799,   2.543,   0.706,   0.000,   0.251,   0.070,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:36:333, 295297928621596,    3.236,    1.000, 4000,   6.225,  41.768,  11.602,   4.668,  35.425,   9.840, 52,  0,   0.863,   2.637,   0.733,   0.000,   0.251,   0.070,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:36:443, 295298170178326,    3.346,    1.000, 3900,   7.121,  42.547,  11.819,   5.580,  36.036,  10.010, 53,  0,   0.750,   2.720,   0.755,   0.000,   0.251,   0.070,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:36:552, 295298411870746,    3.455,    1.000, 3900,   7.117,  43.327,  12.035,   5.705,  36.660,  10.183, 53,  0,   0.623,   2.788,   0.774,   0.000,   0.251,   0.070,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:36:661, 295298653194210,    3.565,    6.000, 3900,  15.664,  45.039,  12.511,  14.170,  38.209,  10.614, 71,  0,   0.808,   2.876,   0.799,   0.000,   0.251,   0.070,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:36:833, 295299032777836,    3.737,   10.000, 3900,  23.248,  49.035,  13.621,  20.173,  41.677,  11.577, 65,  0,   0.974,   3.043,   0.845,   0.152,   0.277,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:36:989, 295299377735187,    3.893,    8.000, 3900,  25.254,  52.981,  14.717,  16.035,  44.182,  12.273, 68,  0,   0.595,   3.136,   0.871,   0.000,   0.277,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:37:146, 295299723840044,    4.049,    1.000, 4000,  11.949,  54.854,  15.237,   7.819,  45.408,  12.613, 53,  0,   0.601,   3.231,   0.897,   0.000,   0.277,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:37:256, 295299965393141,    4.159,    0.000, 4000,   1.603,  55.029,  15.286,   0.409,  45.452,  12.626, 51,  0,   0.586,   3.295,   0.915,   0.000,   0.277,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:37:364, 295300205748164,    4.268,    8.000, 4000,  18.424,  57.035,  15.843,  16.952,  47.298,  13.138, 69,  0,   0.789,   3.381,   0.939,   0.000,   0.277,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:37:474, 295300447060616,    4.377,   22.000, 3800,  33.877,  60.737,  16.871,  32.366,  50.835,  14.121, 72,  0,   1.105,   3.501,   0.973,   0.000,   0.277,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:37:613, 295300753974646,    4.516,   64.000, 3700,  57.820,  68.774,  19.104,  55.120,  58.497,  16.249, 75,  0,   1.994,   3.779,   1.050,   0.653,   0.368,   0.102,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:37:768, 295301097608726,    4.672,   38.000, 3900,  53.415,  77.087,  21.413,  48.719,  66.079,  18.355, 83,  0,   1.879,   4.071,   1.131,   2.415,   0.744,   0.207,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:30:37:876, 295301336207098,    4.780,   30.000, 3700,  46.901,  82.155,  22.821,  41.512,  70.565,  19.601, 75,  0,   1.665,   4.251,   1.181,   3.444,   1.116,   0.310,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
