System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
02:11:48:712, 300756956918566,    0.106,   10.000, 3900,  23.123,   2.454,   0.682,  21.021,   2.231,   0.620, 67,  0,   0.882,   0.094,   0.026,   0.424,   0.045,   0.012,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:11:48:822, 300757198412362,    0.215,    8.000, 4000,  21.810,   4.839,   1.344,  20.236,   4.444,   1.234, 69,  0,   0.706,   0.171,   0.047,   0.000,   0.045,   0.012,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:11:48:931, 300757439956889,    0.325,   10.000, 3800,  24.218,   7.489,   2.080,  22.248,   6.878,   1.910, 67,  0,   0.807,   0.259,   0.072,   0.247,   0.072,   0.020,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:11:49:040, 300757681381152,    0.434,   16.000, 3900,  31.219,  10.902,   3.028,  29.394,  10.092,   2.803, 68,  0,   0.960,   0.364,   0.101,   0.122,   0.085,   0.024,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:11:49:150, 300757922961516,    0.544,   15.000, 3900,  30.620,  14.252,   3.959,  28.759,  13.238,   3.677, 66,  0,   1.036,   0.477,   0.133,   0.166,   0.103,   0.029,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:11:49:275, 300758198976174,    0.669,   11.000, 3900,  25.083,  17.388,   4.830,  23.010,  16.115,   4.476, 65,  0,   0.970,   0.599,   0.166,   0.456,   0.160,   0.045,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:11:49:384, 300758440572073,    0.778,    9.000, 3900,  22.464,  19.846,   5.513,  20.104,  18.314,   5.087, 67,  0,   0.929,   0.700,   0.194,   0.372,   0.201,   0.056,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:11:49:509, 300758716385477,    0.903,    8.000, 3900,  19.888,  22.330,   6.203,  17.993,  20.562,   5.712, 59,  0,   0.870,   0.809,   0.225,   0.297,   0.238,   0.066,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:11:49:619, 300758959081724,    1.013,    2.000, 3900,   8.999,  23.319,   6.478,   7.205,  21.354,   5.932, 55,  0,   0.764,   0.893,   0.248,   0.173,   0.257,   0.071,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:11:49:728, 300759200641347,    1.122,    1.000, 4100,   6.209,  23.998,   6.666,   4.496,  21.846,   6.068, 54,  0,   0.772,   0.977,   0.271,   0.231,   0.282,   0.078,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:11:49:837, 300759441092151,    1.231,    1.000, 4000,   6.347,  24.690,   6.858,   4.758,  22.364,   6.212, 53,  0,   0.814,   1.066,   0.296,   0.000,   0.282,   0.078,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:11:49:947, 300759682684648,    1.341,    1.000, 4000,   6.786,  25.432,   7.064,   5.293,  22.943,   6.373, 53,  0,   0.712,   1.144,   0.318,   0.000,   0.282,   0.078,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:11:50:056, 300759923868349,    1.450,   11.000, 3800,  21.886,  27.823,   7.729,  17.720,  24.879,   6.911, 65,  0,   0.909,   1.243,   0.345,   0.094,   0.293,   0.081,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:11:50:212, 300760268991998,    1.606,   10.000, 3900,  27.607,  32.138,   8.927,  18.119,  27.711,   7.697, 65,  0,   0.678,   1.349,   0.375,   0.059,   0.302,   0.084,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:11:50:353, 300760579419926,    1.747,    1.000, 3900,  14.901,  34.233,   9.509,  11.047,  29.264,   8.129, 55,  0,   0.661,   1.442,   0.401,   0.066,   0.311,   0.086,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:11:50:462, 300760821242959,    1.856,    1.000, 3900,   7.459,  35.050,   9.736,   5.865,  29.906,   8.307, 53,  0,   0.587,   1.506,   0.418,   0.000,   0.311,   0.086,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:11:50:572, 300761062482482,    1.966,    1.000, 4000,   7.211,  35.838,   9.955,   5.759,  30.536,   8.482, 53,  0,   0.563,   1.568,   0.435,   0.000,   0.311,   0.086,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:11:50:681, 300761304645960,    2.075,    1.000, 4000,   6.678,  36.570,  10.158,   5.110,  31.096,   8.638, 53,  0,   0.827,   1.658,   0.461,   0.000,   0.311,   0.086,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:11:50:790, 300761545490680,    2.184,    1.000, 3900,   8.009,  37.444,  10.401,   6.478,  31.803,   8.834, 53,  0,   0.673,   1.732,   0.481,   0.000,   0.311,   0.086,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:11:50:900, 300761787003586,    2.294,    2.000, 3900,  10.655,  38.609,  10.725,   9.074,  32.795,   9.110, 53,  0,   0.726,   1.811,   0.503,   0.000,   0.311,   0.086,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:11:51:009, 300762028433204,    2.403,    1.000, 4000,   8.916,  39.584,  10.996,   7.352,  33.599,   9.333, 53,  0,   0.697,   1.888,   0.524,   0.000,   0.311,   0.086,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:11:51:119, 300762270109160,    2.512,    1.000, 4000,   7.485,  40.403,  11.223,   5.981,  34.254,   9.515, 53,  0,   0.583,   1.951,   0.542,   0.000,   0.311,   0.086,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:11:51:228, 300762511355412,    2.622,    1.000, 4000,   7.146,  41.184,  11.440,   5.696,  34.876,   9.688, 52,  0,   0.566,   2.013,   0.559,   0.000,   0.311,   0.086,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:11:51:337, 300762753246257,    2.731,    1.000, 4000,   8.955,  42.165,  11.712,   7.394,  35.686,   9.913, 53,  0,   0.577,   2.076,   0.577,   0.000,   0.311,   0.086,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:11:51:447, 300762994642772,    2.841,    6.000, 3900,  13.642,  43.656,  12.127,  12.129,  37.012,  10.281, 70,  0,   0.753,   2.159,   0.600,   0.000,   0.311,   0.086,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:11:51:635, 300763409472237,    3.028,    8.000, 3900,  20.204,  47.452,  13.181,  18.351,  40.460,  11.239, 58,  0,   0.901,   2.328,   0.647,   0.112,   0.332,   0.092,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:11:51:744, 300763651068535,    3.138,    0.000, 4000,   1.864,  47.656,  13.238,   0.626,  40.528,  11.258, 52,  0,   0.597,   2.393,   0.665,   0.000,   0.332,   0.092,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
