System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
01:04:01:043, 291775517402646,    0.244,   23.000, 3900,  34.710,   8.469,   2.353,  27.892,   6.806,   1.891, 68,  0,   0.834,   0.203,   0.057,   0.138,   0.034,   0.009,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:04:01:152, 291775758936118,    0.353,   12.000, 3900,  25.633,  11.273,   3.131,  23.536,   9.380,   2.606, 64,  0,   0.968,   0.309,   0.086,   0.447,   0.083,   0.023,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:04:01:261, 291776000413918,    0.463,   18.000, 3900,  33.327,  14.918,   4.144,  31.486,  12.824,   3.562, 68,  0,   1.027,   0.422,   0.117,   0.000,   0.083,   0.023,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:04:01:371, 291776242035326,    0.572,   11.000, 3900,  23.985,  17.543,   4.873,  22.221,  15.256,   4.238, 63,  0,   0.912,   0.521,   0.145,   0.148,   0.099,   0.027,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:04:01:496, 291776518008250,    0.697,    7.000, 4000,  17.385,  19.716,   5.477,  15.316,  17.170,   4.769, 64,  0,   0.917,   0.636,   0.177,   0.469,   0.157,   0.044,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:04:01:606, 291776760702374,    0.807,    1.000, 3900,   7.712,  20.564,   5.712,   5.835,  17.811,   4.948, 51,  0,   0.785,   0.722,   0.201,   0.222,   0.182,   0.051,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:04:01:715, 291777000871558,    0.916,    2.000, 4000,   8.278,  21.464,   5.962,   6.671,  18.537,   5.149, 52,  0,   0.802,   0.810,   0.225,   0.000,   0.182,   0.051,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:04:01:824, 291777242919356,    1.025,    2.000, 4000,   8.706,  22.418,   6.227,   7.045,  19.309,   5.364, 51,  0,   0.905,   0.909,   0.252,   0.000,   0.182,   0.051,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:04:01:936, 291777490757252,    1.138,    3.000, 4000,  10.372,  23.583,   6.551,   8.670,  20.282,   5.634, 52,  0,   1.063,   1.028,   0.286,   0.000,   0.182,   0.051,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:04:02:046, 291777732297879,    1.247,    1.000, 3900,   8.518,  24.514,   6.810,   7.028,  21.051,   5.848, 51,  0,   0.651,   1.099,   0.305,   0.000,   0.182,   0.051,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
