System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
00:24:24:396, 286527866075543,    0.114,    9.000, 3900,  23.293,   2.659,   0.739,  21.058,   2.404,   0.668, 68,  0,   0.874,   0.100,   0.028,   0.318,   0.036,   0.010,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:24:24:505, 286528107796870,    0.224,    9.000, 4000,  22.896,   5.166,   1.435,  20.912,   4.693,   1.304, 70,  0,   0.735,   0.180,   0.050,   0.000,   0.036,   0.010,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:24:24:614, 286528349005085,    0.333,   10.000, 3900,  24.174,   7.806,   2.168,  22.021,   7.099,   1.972, 68,  0,   0.868,   0.275,   0.076,   0.248,   0.063,   0.018,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:24:24:724, 286528590557429,    0.442,   22.000, 3900,  38.844,  12.056,   3.349,  36.557,  11.098,   3.083, 67,  0,   1.328,   0.420,   0.117,   0.243,   0.090,   0.025,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:24:24:833, 286528832029622,    0.552,   19.000, 3900,  33.785,  15.751,   4.375,  31.945,  14.592,   4.053, 70,  0,   1.105,   0.541,   0.150,   0.114,   0.102,   0.028,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:24:24:958, 286529108074302,    0.677,    9.000, 3900,  21.587,  18.450,   5.125,  19.654,  17.049,   4.736, 67,  0,   0.886,   0.652,   0.181,   0.149,   0.121,   0.034,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:24:25:068, 286529350662078,    0.787,    2.000, 4000,   9.411,  19.484,   5.412,   7.329,  17.854,   4.959, 57,  0,   0.827,   0.743,   0.206,   0.486,   0.174,   0.048,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:24:25:177, 286529591137720,    0.895,    3.000, 3900,  11.675,  20.755,   5.765,  10.197,  18.965,   5.268, 61,  0,   0.772,   0.827,   0.230,   0.013,   0.176,   0.049,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:24:25:286, 286529832904818,    1.005,    3.000, 4000,  11.126,  21.973,   6.104,   9.145,  19.966,   5.546, 56,  0,   0.931,   0.929,   0.258,   0.078,   0.184,   0.051,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:24:25:396, 286530074298232,    1.114,    2.000, 4000,   8.633,  22.917,   6.366,   7.049,  20.737,   5.760, 55,  0,   0.724,   1.008,   0.280,   0.000,   0.184,   0.051,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:24:25:505, 286530315548142,    1.224,    1.000, 3900,   8.353,  23.830,   6.619,   6.859,  21.486,   5.968, 53,  0,   0.688,   1.083,   0.301,   0.000,   0.184,   0.051,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:24:25:615, 286530559313085,    1.334,    2.000, 3900,  10.197,  24.956,   6.932,   8.606,  22.436,   6.232, 54,  0,   0.728,   1.163,   0.323,   0.000,   0.184,   0.051,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:24:25:725, 286530800769182,    1.443,    6.000, 3900,  16.135,  26.720,   7.422,  14.417,  24.013,   6.670, 56,  0,   0.756,   1.246,   0.346,   0.043,   0.189,   0.053,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:24:25:834, 286531042241592,    1.553,    5.000, 3900,  12.924,  28.133,   7.815,  11.189,  25.236,   7.010, 67,  0,   1.005,   1.356,   0.377,   0.091,   0.199,   0.055,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:24:26:006, 286531421636126,    1.724,   15.000, 4000,  28.244,  32.986,   9.163,  26.323,  29.759,   8.266, 80,  0,   0.823,   1.497,   0.416,   0.238,   0.240,   0.067,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:24:26:193, 286531835866146,    1.912,   10.000, 3900,  25.156,  37.706,  10.474,  23.427,  34.154,   9.487, 75,  0,   0.743,   1.637,   0.455,   0.027,   0.245,   0.068,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:24:26:381, 286532250896586,    2.100,    4.000, 3900,  12.701,  40.093,  11.137,  11.190,  36.258,  10.072, 54,  0,   0.713,   1.771,   0.492,   0.000,   0.245,   0.068,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:24:26:491, 286532492426718,    2.209,    0.000, 3900,   1.529,  40.260,  11.183,   0.348,  36.296,  10.082, 52,  0,   0.579,   1.834,   0.509,   0.000,   0.245,   0.068,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:24:26:600, 286532733901286,    2.319,    0.000, 4000,   1.798,  40.457,  11.238,   0.608,  36.362,  10.101, 51,  0,   0.579,   1.897,   0.527,   0.000,   0.245,   0.068,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
