System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
00:19:40:922, 285901954077654,    0.115,   10.000, 3900,  23.485,   2.693,   0.748,  21.549,   2.471,   0.686, 67,  0,   0.895,   0.103,   0.029,   0.328,   0.038,   0.010,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:19:41:031, 285902195636320,    0.224,    8.000, 3900,  22.799,   5.188,   1.441,  21.023,   4.771,   1.325, 71,  0,   0.731,   0.183,   0.051,   0.000,   0.038,   0.010,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:19:41:141, 285902437118112,    0.333,    9.000, 3900,  23.500,   7.758,   2.155,  21.782,   7.153,   1.987, 68,  0,   0.765,   0.266,   0.074,   0.142,   0.053,   0.015,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:19:41:250, 285902678681925,    0.443,   24.000, 3900,  40.447,  12.183,   3.384,  38.582,  11.374,   3.160, 75,  0,   1.318,   0.411,   0.114,   0.131,   0.067,   0.019,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:19:41:375, 285902954771060,    0.568,   21.000, 3900,  36.078,  16.694,   4.637,  34.019,  15.628,   4.341, 73,  0,   1.106,   0.549,   0.152,   0.090,   0.079,   0.022,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:19:41:484, 285903196203984,    0.677,   10.000, 3900,  23.366,  19.249,   5.347,  21.214,  17.948,   4.985, 70,  0,   0.961,   0.654,   0.182,   0.507,   0.134,   0.037,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:19:41:609, 285903472247555,    0.802,    9.000, 3900,  22.500,  22.062,   6.128,  20.297,  20.485,   5.690, 64,  0,   0.992,   0.778,   0.216,   0.447,   0.190,   0.053,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:19:41:750, 285903783102111,    0.943,    8.000, 3900,  19.976,  24.874,   6.910,  17.853,  22.999,   6.389, 56,  0,   0.909,   0.906,   0.252,   0.430,   0.251,   0.070,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:19:41:875, 285904059050821,    1.068,    2.000, 4000,   7.054,  25.756,   7.154,   5.389,  23.672,   6.576, 55,  0,   0.788,   1.004,   0.279,   0.210,   0.277,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:19:41:985, 285904301025689,    1.178,    2.000, 3900,   7.770,  26.607,   7.391,   6.149,  24.346,   6.763, 55,  0,   0.789,   1.091,   0.303,   0.000,   0.277,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
