System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
01:00:37:460, 291326005886488,    0.110,    8.000, 4000,  22.763,   2.514,   0.698,  20.535,   2.268,   0.630, 70,  0,   0.873,   0.096,   0.027,   0.376,   0.042,   0.012,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:00:37:570, 291326247431390,    0.220,    8.000, 3900,  21.985,   4.919,   1.366,  20.412,   4.501,   1.250, 69,  0,   0.697,   0.173,   0.048,   0.000,   0.042,   0.012,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:00:37:679, 291326488935329,    0.329,   11.000, 3900,  25.843,   7.745,   2.151,  24.086,   7.135,   1.982, 68,  0,   0.839,   0.265,   0.073,   0.243,   0.068,   0.019,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:00:37:788, 291326730321522,    0.439,   15.000, 3900,  31.343,  11.172,   3.103,  29.281,  10.336,   2.871, 69,  0,   0.961,   0.370,   0.103,   0.113,   0.080,   0.022,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:00:37:898, 291326971807259,    0.548,   12.000, 3900,  26.209,  14.038,   3.900,  24.475,  13.013,   3.615, 71,  0,   0.936,   0.472,   0.131,   0.159,   0.098,   0.027,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:00:38:023, 291327247813171,    0.673,   10.000, 3900,  24.365,  17.084,   4.746,  22.057,  15.770,   4.381, 68,  0,   0.993,   0.596,   0.166,   0.558,   0.167,   0.047,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:00:38:132, 291327489403475,    0.782,    9.000, 3900,  20.987,  19.380,   5.383,  18.891,  17.837,   4.955, 68,  0,   0.929,   0.698,   0.194,   0.355,   0.206,   0.057,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:00:38:257, 291327765383712,    0.907,    8.000, 3900,  21.172,  22.027,   6.118,  19.120,  20.227,   5.619, 61,  0,   0.904,   0.811,   0.225,   0.401,   0.257,   0.071,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:00:38:366, 291328006908731,    1.017,    2.000, 4000,   8.255,  22.930,   6.369,   6.441,  20.931,   5.814, 55,  0,   0.745,   0.892,   0.248,   0.139,   0.272,   0.075,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:00:38:476, 291328249326278,    1.126,    2.000, 4000,   7.956,  23.803,   6.612,   6.022,  21.593,   5.998, 54,  0,   0.870,   0.988,   0.274,   0.311,   0.306,   0.085,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:00:38:585, 291328490180364,    1.236,    2.000, 3900,   9.825,  24.875,   6.910,   8.219,  22.489,   6.247, 54,  0,   0.680,   1.062,   0.295,   0.000,   0.306,   0.085,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:00:38:695, 291328731728027,    1.345,    1.000, 4000,   7.572,  25.703,   7.140,   6.067,  23.153,   6.431, 53,  0,   0.570,   1.124,   0.312,   0.000,   0.306,   0.085,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:00:38:804, 291328972974532,    1.454,    6.000, 3700,  15.984,  27.450,   7.625,  14.418,  24.728,   6.869, 62,  0,   0.680,   1.199,   0.333,   0.117,   0.319,   0.089,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
