System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
01:06:51:348, 292151551621542,    0.115,    9.000, 3900,  22.074,   2.531,   0.703,  19.973,   2.290,   0.636, 70,  0,   0.863,   0.099,   0.027,   0.321,   0.037,   0.010,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:06:51:457, 292151792967699,    0.224,    8.000, 4000,  21.918,   4.926,   1.368,  20.344,   4.514,   1.254, 70,  0,   0.695,   0.175,   0.049,   0.000,   0.037,   0.010,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:06:51:566, 292152034359015,    0.333,   10.000, 4000,  24.631,   7.619,   2.116,  22.841,   7.011,   1.947, 67,  0,   0.865,   0.269,   0.075,   0.320,   0.072,   0.020,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:06:51:676, 292152275948377,    0.443,   16.000, 3900,  33.051,  11.236,   3.121,  31.029,  10.406,   2.890, 67,  0,   1.004,   0.379,   0.105,   0.079,   0.080,   0.022,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:06:51:785, 292152517576264,    0.552,   12.000, 3900,  25.624,  14.040,   3.900,  23.805,  13.011,   3.614, 67,  0,   0.935,   0.482,   0.134,   0.114,   0.093,   0.026,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:06:51:910, 292152793852608,    0.677,    8.000, 4000,  19.580,  16.490,   4.580,  17.362,  15.183,   4.218, 59,  0,   0.909,   0.595,   0.165,   0.395,   0.142,   0.040,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:06:52:019, 292153035017281,    0.786,    1.000, 4000,   7.356,  17.293,   4.804,   5.629,  15.798,   4.388, 55,  0,   0.781,   0.681,   0.189,   0.235,   0.168,   0.047,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:06:52:129, 292153276513774,    0.896,    4.000, 3900,  13.965,  18.820,   5.228,  12.285,  17.142,   4.762, 61,  0,   0.791,   0.767,   0.213,   0.014,   0.170,   0.047,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:06:52:238, 292153518444458,    1.005,    2.000, 3900,   9.133,  19.821,   5.506,   7.286,  17.940,   4.983, 54,  0,   0.901,   0.866,   0.241,   0.058,   0.176,   0.049,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:06:52:347, 292153759535990,    1.115,    1.000, 4000,   8.747,  20.776,   5.771,   7.239,  18.730,   5.203, 54,  0,   0.660,   0.938,   0.261,   0.000,   0.176,   0.049,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:06:52:457, 292154001248190,    1.224,    1.000, 4000,   8.131,  21.666,   6.018,   6.490,  19.441,   5.400, 54,  0,   0.579,   1.001,   0.278,   0.000,   0.176,   0.049,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:06:52:566, 292154242475579,    1.333,    1.000, 3900,   7.973,  22.537,   6.260,   6.472,  20.148,   5.597, 53,  0,   0.564,   1.063,   0.295,   0.000,   0.176,   0.049,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:06:52:676, 292154483973260,    1.443,    5.000, 3900,  16.256,  24.315,   6.754,  15.017,  21.790,   6.053, 66,  0,   0.662,   1.135,   0.315,   0.031,   0.179,   0.050,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
