System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
00:45:06:739, 289270966805090,    0.103,   11.000, 3900,  23.261,   2.391,   0.664,  21.098,   2.169,   0.603, 65,  0,   0.934,   0.096,   0.027,   0.402,   0.041,   0.011,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:45:06:848, 289271208622438,    0.212,    8.000, 3900,  20.508,   4.637,   1.288,  18.983,   4.248,   1.180, 70,  0,   0.714,   0.174,   0.048,   0.000,   0.041,   0.011,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:45:06:957, 289271449878970,    0.322,    8.000, 4000,  22.217,   7.065,   1.962,  20.669,   6.506,   1.807, 66,  0,   0.702,   0.251,   0.070,   0.000,   0.041,   0.011,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:45:07:067, 289271691366359,    0.431,   20.000, 3900,  37.802,  11.199,   3.111,  35.572,  10.397,   2.888, 68,  0,   1.287,   0.392,   0.109,   0.374,   0.082,   0.023,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:45:07:192, 289271967428915,    0.556,   23.000, 3900,  38.821,  16.053,   4.459,  36.886,  15.009,   4.169, 70,  0,   1.171,   0.538,   0.149,   0.148,   0.101,   0.028,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:45:07:317, 289272243411128,    0.681,   10.000, 3900,  23.158,  18.948,   5.263,  21.127,  17.649,   4.903, 71,  0,   0.918,   0.653,   0.181,   0.293,   0.137,   0.038,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:45:07:426, 289272484847612,    0.790,   10.000, 3900,  23.538,  21.521,   5.978,  21.350,  19.984,   5.551, 69,  0,   1.007,   0.763,   0.212,   0.527,   0.195,   0.054,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:45:07:551, 289272761271460,    0.916,    8.000, 3900,  20.501,  24.088,   6.691,  18.618,  22.315,   6.199, 59,  0,   0.857,   0.870,   0.242,   0.115,   0.209,   0.058,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:45:07:661, 289273003374358,    1.025,    1.000, 4000,   7.198,  24.877,   6.910,   5.350,  22.901,   6.362, 53,  0,   0.748,   0.952,   0.265,   0.295,   0.242,   0.067,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:45:07:770, 289273244892402,    1.135,    1.000, 4000,   6.739,  25.614,   7.115,   4.994,  23.448,   6.513, 52,  0,   0.774,   1.037,   0.288,   0.254,   0.269,   0.075,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:45:07:882, 289273491448142,    1.246,    1.000, 4000,   6.008,  26.285,   7.301,   4.430,  23.942,   6.651, 51,  0,   0.908,   1.138,   0.316,   0.000,   0.269,   0.075,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:45:07:993, 289273735791914,    1.357,    1.000, 4000,   7.037,  27.064,   7.518,   5.490,  24.550,   6.819, 50,  0,   0.805,   1.227,   0.341,   0.000,   0.269,   0.075,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:45:08:101, 289273976091235,    1.466,    1.000, 3900,   5.562,  27.669,   7.686,   4.123,  24.999,   6.944, 51,  0,   0.831,   1.318,   0.366,   0.000,   0.269,   0.075,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:45:08:211, 289274217754352,    1.575,    2.000, 3900,   9.058,  28.660,   7.961,   7.352,  25.803,   7.168, 52,  0,   0.958,   1.423,   0.395,   0.000,   0.269,   0.075,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:45:08:320, 289274459447814,    1.685,    1.000, 4000,   7.307,  29.460,   8.183,   5.851,  26.444,   7.345, 51,  0,   0.624,   1.491,   0.414,   0.000,   0.269,   0.075,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:45:08:430, 289274700931654,    1.794,    1.000, 4000,   8.208,  30.358,   8.433,   6.658,  27.172,   7.548, 52,  0,   0.604,   1.557,   0.433,   0.000,   0.269,   0.075,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:45:08:539, 289274942169410,    1.903,    1.000, 4000,   8.038,  31.236,   8.677,   6.470,  27.879,   7.744, 51,  0,   0.783,   1.643,   0.456,   0.000,   0.269,   0.075,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:45:08:648, 289275183503282,    2.013,    1.000, 4000,   8.337,  32.147,   8.930,   6.886,  28.631,   7.953, 51,  0,   0.572,   1.705,   0.474,   0.013,   0.271,   0.075,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:45:08:758, 289275425822955,    2.122,    1.000, 4000,   7.187,  32.936,   9.149,   5.677,  29.254,   8.126, 51,  0,   0.568,   1.768,   0.491,   0.000,   0.271,   0.075,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:45:08:867, 289275667240321,    2.232,    1.000, 4000,   7.585,  33.765,   9.379,   6.116,  29.923,   8.312, 51,  0,   0.565,   1.829,   0.508,   0.000,   0.271,   0.075,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:45:08:977, 289275908827522,    2.341,    0.000, 4000,   6.379,  34.463,   9.573,   4.939,  30.464,   8.462, 50,  0,   0.568,   1.891,   0.525,   0.000,   0.271,   0.075,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
