System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
23:48:19:877, 281748595929123,    0.119,   16.000, 3100,  32.173,   3.832,   1.065,  23.937,   2.851,   0.792, 64,  0,   0.904,   0.108,   0.030,   0.155,   0.018,   0.005,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:48:20:158, 281749216956492,    0.400,   42.000, 2600,  20.749,   9.668,   2.686,  14.519,   6.935,   1.926, 59,  0,   0.735,   0.315,   0.087,   0.036,   0.029,   0.008,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:48:20:268, 281749458475020,    0.510,   29.000, 2600,  17.067,  11.535,   3.204,  14.903,   8.565,   2.379, 58,  0,   1.171,   0.443,   0.123,   0.300,   0.061,   0.017,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:48:20:377, 281749699900953,    0.619,   31.000, 2500,  16.425,  13.331,   3.703,  14.776,  10.181,   2.828, 58,  0,   1.013,   0.553,   0.154,   0.000,   0.061,   0.017,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:48:20:518, 281750010446004,    0.760,   28.000, 2400,  15.127,  15.459,   4.294,  13.235,  12.042,   3.345, 57,  0,   0.992,   0.693,   0.192,   0.125,   0.079,   0.022,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:48:20:643, 281750286426678,    0.885,   17.000, 2500,  11.636,  16.913,   4.698,   9.758,  13.262,   3.684, 59,  0,   0.844,   0.798,   0.222,   0.199,   0.104,   0.029,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:48:20:768, 281750562408219,    1.010,   21.000, 2600,  13.575,  18.610,   5.169,  11.178,  14.659,   4.072, 57,  0,   1.011,   0.925,   0.257,   0.639,   0.184,   0.051,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:48:20:877, 281750803995934,    1.119,   15.000, 2700,  11.961,  19.919,   5.533,  10.224,  15.778,   4.383, 57,  0,   0.784,   1.011,   0.281,   0.088,   0.193,   0.054,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:48:21:033, 281751148978616,    1.275,   19.000, 2700,  12.629,  21.892,   6.081,  10.885,  17.478,   4.855, 57,  0,   0.800,   1.136,   0.315,   0.093,   0.208,   0.058,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:48:21:143, 281751390449140,    1.385,    9.000, 2900,   9.381,  22.918,   6.366,   7.424,  18.290,   5.081, 58,  0,   0.710,   1.213,   0.337,   0.270,   0.237,   0.066,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:48:21:268, 281751666462050,    1.510,   10.000, 3100,  10.231,  24.197,   6.721,   8.337,  19.333,   5.370, 59,  0,   0.711,   1.302,   0.362,   0.249,   0.268,   0.075,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:48:21:393, 281751942443528,    1.635,    9.000, 3200,  10.581,  25.519,   7.089,   8.960,  20.452,   5.681, 60,  0,   0.638,   1.382,   0.384,   0.000,   0.268,   0.075,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:48:21:518, 281752218463848,    1.760,    8.000, 3300,  10.824,  26.872,   7.465,   9.258,  21.610,   6.003, 60,  0,   0.579,   1.454,   0.404,   0.000,   0.268,   0.075,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:48:21:643, 281752494517230,    1.885,    8.000, 3400,  11.788,  28.346,   7.874,  10.228,  22.888,   6.358, 62,  0,   0.577,   1.526,   0.424,   0.000,   0.268,   0.075,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:48:21:768, 281752770428278,    2.010,    9.000, 3500,  14.281,  30.131,   8.370,  12.715,  24.477,   6.799, 64,  0,   0.589,   1.600,   0.444,   0.000,   0.268,   0.075,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:48:21:893, 281753046401737,    2.135,    9.000, 3500,  14.997,  32.005,   8.890,  13.409,  26.153,   7.265, 64,  0,   0.579,   1.672,   0.465,   0.000,   0.268,   0.075,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:48:22:018, 281753322450436,    2.260,    9.000, 3500,  14.890,  33.867,   9.407,  13.328,  27.820,   7.728, 64,  0,   0.579,   1.745,   0.485,   0.000,   0.268,   0.075,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:48:22:143, 281753598412129,    2.385,    9.000, 3500,  15.176,  35.763,   9.934,  13.601,  29.519,   8.200, 64,  0,   0.582,   1.818,   0.505,   0.000,   0.268,   0.075,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:48:22:268, 281753874388356,    2.510,    9.000, 3500,  13.830,  37.492,  10.414,  12.278,  31.054,   8.626, 63,  0,   0.581,   1.890,   0.525,   0.000,   0.268,   0.075,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:48:22:393, 281754150498556,    2.635,    9.000, 3500,  13.950,  39.236,  10.899,  12.319,  32.595,   9.054, 63,  0,   0.596,   1.965,   0.546,   0.047,   0.274,   0.076,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:48:22:518, 281754426393468,    2.760,    9.000, 3600,  14.188,  41.009,  11.391,  12.566,  34.165,   9.490, 63,  0,   0.581,   2.037,   0.566,   0.000,   0.274,   0.076,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:48:22:644, 281754704109432,    2.885,    3.000, 3700,  10.033,  42.271,  11.742,   8.526,  35.237,   9.788, 54,  0,   0.696,   2.125,   0.590,   0.000,   0.274,   0.076,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:48:22:753, 281754945715280,    2.995,    1.000, 3900,   7.115,  43.050,  11.958,   5.455,  35.834,   9.954, 55,  0,   0.848,   2.218,   0.616,   0.000,   0.274,   0.076,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:48:22:863, 281755188698590,    3.105,    1.000, 4000,   8.479,  43.983,  12.217,   6.775,  36.580,  10.161, 55,  0,   0.996,   2.327,   0.646,   0.000,   0.274,   0.076,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:48:22:972, 281755430209674,    3.214,    1.000, 4000,   8.422,  44.904,  12.473,   6.900,  37.334,  10.371, 54,  0,   0.648,   2.398,   0.666,   0.000,   0.274,   0.076,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
