System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
23:51:15:569, 282136524340132,    0.110,    9.000, 3900,  22.456,   2.480,   0.689,  20.481,   2.262,   0.628, 65,  0,   0.892,   0.099,   0.027,   0.346,   0.038,   0.011,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:51:15:678, 282136765858838,    0.220,    8.000, 4000,  21.830,   4.868,   1.352,  20.064,   4.457,   1.238, 71,  0,   0.725,   0.178,   0.049,   0.000,   0.038,   0.011,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:51:15:788, 282137007214787,    0.329,   10.000, 3900,  24.258,   7.520,   2.089,  22.965,   6.967,   1.935, 69,  0,   0.774,   0.263,   0.073,   0.000,   0.038,   0.011,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:51:15:897, 282137248831766,    0.439,   22.000, 3900,  40.003,  11.897,   3.305,  37.524,  11.073,   3.076, 69,  0,   1.261,   0.401,   0.111,   0.215,   0.062,   0.017,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:51:16:006, 282137490367799,    0.548,   21.000, 3900,  37.363,  15.984,   4.440,  35.540,  14.961,   4.156, 68,  0,   1.143,   0.526,   0.146,   0.118,   0.075,   0.021,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:51:16:116, 282137731849930,    0.657,   10.000, 3900,  23.598,  18.565,   5.157,  21.565,  17.319,   4.811, 72,  0,   0.960,   0.630,   0.175,   0.352,   0.113,   0.031,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:51:16:225, 282137973311876,    0.767,   10.000, 3900,  23.530,  21.138,   5.872,  21.125,  19.630,   5.453, 68,  0,   1.043,   0.745,   0.207,   0.535,   0.172,   0.048,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:51:16:350, 282138249456846,    0.892,    9.000, 3900,  21.046,  23.770,   6.603,  19.234,  22.035,   6.121, 65,  0,   0.873,   0.854,   0.237,   0.120,   0.187,   0.052,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:51:16:476, 282138526558023,    1.017,    2.000, 4000,  10.499,  25.088,   6.969,   8.532,  23.106,   6.418, 55,  0,   0.812,   0.956,   0.265,   0.321,   0.227,   0.063,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:51:16:585, 282138767988974,    1.127,    3.000, 3900,   9.195,  26.093,   7.248,   7.398,  23.915,   6.643, 54,  0,   0.854,   1.049,   0.291,   0.260,   0.255,   0.071,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:51:16:694, 282139009418946,    1.236,    0.000, 4000,   4.023,  26.533,   7.370,   2.555,  24.194,   6.721, 52,  0,   0.768,   1.133,   0.315,   0.000,   0.255,   0.071,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:51:16:804, 282139251039030,    1.345,    0.000, 3900,   3.193,  26.883,   7.467,   1.857,  24.397,   6.777, 52,  0,   0.694,   1.209,   0.336,   0.000,   0.255,   0.071,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:51:16:913, 282139492555808,    1.455,    3.000, 3900,  10.458,  28.027,   7.785,   8.821,  25.362,   7.045, 53,  0,   0.764,   1.292,   0.359,   0.139,   0.271,   0.075,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:51:17:022, 282139733114782,    1.564,    1.000, 4000,   8.085,  28.907,   8.030,   6.052,  26.021,   7.228, 54,  0,   0.822,   1.382,   0.384,   0.397,   0.314,   0.087,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:51:17:131, 282139974306252,    1.673,    1.000, 4000,   5.725,  29.533,   8.204,   4.255,  26.486,   7.357, 53,  0,   0.749,   1.464,   0.407,   0.000,   0.314,   0.087,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:51:17:241, 282140217031108,    1.783,    0.000, 4000,   2.758,  29.836,   8.288,   1.470,  26.648,   7.402, 51,  0,   0.644,   1.535,   0.426,   0.000,   0.314,   0.087,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
