System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
02:13:16:121, 300949956831950,    0.112,   10.000, 3900,  22.759,   2.545,   0.707,  20.542,   2.297,   0.638, 69,  0,   0.890,   0.100,   0.028,   0.420,   0.047,   0.013,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:16:231, 300950198517503,    0.221,    8.000, 3900,  22.178,   4.972,   1.381,  20.432,   4.533,   1.259, 71,  0,   0.708,   0.177,   0.049,   0.000,   0.047,   0.013,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:16:340, 300950439948927,    0.331,   10.000, 4000,  24.700,   7.673,   2.131,  22.983,   7.046,   1.957, 67,  0,   0.800,   0.265,   0.073,   0.140,   0.062,   0.017,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:16:450, 300950681197261,    0.440,   17.000, 3900,  32.569,  11.232,   3.120,  30.917,  10.424,   2.896, 69,  0,   1.000,   0.374,   0.104,   0.116,   0.075,   0.021,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:16:575, 300950957321252,    0.565,   13.000, 3900,  27.868,  14.717,   4.088,  25.828,  13.654,   3.793, 64,  0,   0.939,   0.491,   0.136,   0.130,   0.091,   0.025,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:16:684, 300951198769991,    0.674,   11.000, 4000,  25.730,  17.530,   4.870,  23.371,  16.210,   4.503, 66,  0,   0.994,   0.600,   0.167,   0.515,   0.148,   0.041,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:16:793, 300951440333111,    0.784,    9.000, 3900,  21.526,  19.885,   5.524,  19.419,  18.335,   5.093, 67,  0,   0.925,   0.701,   0.195,   0.422,   0.194,   0.054,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:16:934, 300951750884136,    0.924,    8.000, 3900,  20.687,  22.795,   6.332,  18.555,  20.944,   5.818, 58,  0,   0.896,   0.827,   0.230,   0.401,   0.250,   0.069,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:17:044, 300951993567374,    1.034,    2.000, 4000,   8.163,  23.692,   6.581,   6.356,  21.643,   6.012, 55,  0,   0.817,   0.917,   0.255,   0.269,   0.280,   0.078,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:17:153, 300952233791046,    1.143,    1.000, 4000,   5.912,  24.335,   6.760,   4.379,  22.119,   6.144, 53,  0,   0.767,   1.000,   0.278,   0.081,   0.288,   0.080,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:17:262, 300952476265748,    1.253,    2.000, 4000,   9.033,  25.327,   7.035,   7.199,  22.910,   6.364, 54,  0,   1.038,   1.114,   0.310,   0.000,   0.288,   0.080,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:17:371, 300952716913299,    1.362,    1.000, 4000,   8.390,  26.242,   7.289,   6.800,  23.651,   6.570, 53,  0,   0.769,   1.198,   0.333,   0.000,   0.288,   0.080,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:17:484, 300952964669496,    1.474,    6.000, 4000,  17.370,  28.191,   7.831,  15.569,  25.398,   7.055, 56,  0,   0.854,   1.294,   0.359,   0.211,   0.312,   0.087,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:17:593, 300953206148792,    1.583,    1.000, 3900,   8.975,  29.172,   8.103,   7.220,  26.187,   7.274, 53,  0,   0.665,   1.367,   0.380,   0.117,   0.325,   0.090,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:17:702, 300953447684830,    1.693,    1.000, 4000,   7.452,  29.987,   8.330,   5.872,  26.830,   7.453, 53,  0,   0.604,   1.433,   0.398,   0.000,   0.325,   0.090,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:17:812, 300953689159586,    1.802,    1.000, 4000,   7.878,  30.849,   8.569,   6.396,  27.529,   7.647, 53,  0,   0.572,   1.495,   0.415,   0.000,   0.325,   0.090,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:17:921, 300953930592440,    1.912,    1.000, 4000,   7.017,  31.616,   8.782,   5.509,  28.132,   7.814, 52,  0,   0.569,   1.557,   0.433,   0.000,   0.325,   0.090,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:18:031, 300954172336716,    2.021,    1.000, 3900,   9.566,  32.664,   9.073,   7.938,  29.001,   8.056, 53,  0,   0.770,   1.642,   0.456,   0.000,   0.325,   0.090,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:18:140, 300954414004022,    2.130,    1.000, 4000,   7.897,  33.528,   9.313,   6.357,  29.696,   8.249, 53,  0,   0.752,   1.724,   0.479,   0.000,   0.325,   0.090,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:18:249, 300954655171248,    2.240,    1.000, 4000,   9.785,  34.597,   9.610,   8.259,  30.599,   8.500, 54,  0,   0.612,   1.791,   0.497,   0.000,   0.325,   0.090,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:18:359, 300954896857148,    2.349,    1.000, 4000,   8.419,  35.518,   9.866,   6.861,  31.350,   8.708, 53,  0,   0.569,   1.853,   0.515,   0.000,   0.325,   0.090,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:18:468, 300955138213671,    2.458,    1.000, 4000,   7.588,  36.348,  10.097,   6.119,  32.018,   8.894, 53,  0,   0.567,   1.915,   0.532,   0.000,   0.325,   0.090,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:18:578, 300955380082888,    2.568,    1.000, 3900,   5.871,  36.991,  10.275,   4.476,  32.509,   9.030, 53,  0,   0.686,   1.990,   0.553,   0.000,   0.325,   0.090,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:18:687, 300955621292030,    2.677,    7.000, 3900,  19.512,  39.122,  10.867,  17.831,  34.457,   9.571, 73,  0,   0.852,   2.083,   0.579,   0.000,   0.325,   0.090,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:18:827, 300955931654569,    2.818,    9.000, 3900,  19.833,  41.910,  11.642,  17.596,  36.930,  10.258, 62,  0,   0.990,   2.223,   0.617,   0.212,   0.355,   0.099,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:18:937, 300956174384985,    2.928,    2.000, 3900,   7.767,  42.764,  11.879,   5.879,  37.576,  10.438, 53,  0,   0.720,   2.302,   0.639,   0.033,   0.358,   0.100,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:19:047, 300956416038138,    3.037,    0.000, 4000,   1.656,  42.945,  11.929,   0.462,  37.627,  10.452, 51,  0,   0.591,   2.366,   0.657,   0.000,   0.358,   0.100,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:19:156, 300956657485046,    3.147,    0.000, 4000,   1.702,  43.131,  11.981,   0.507,  37.682,  10.467, 51,  0,   0.580,   2.430,   0.675,   0.000,   0.358,   0.100,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
02:13:19:265, 300956898810494,    3.256,    0.000, 4100,   2.068,  43.357,  12.044,   0.864,  37.777,  10.494, 51,  0,   0.585,   2.494,   0.693,   0.000,   0.358,   0.100,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
