System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
01:49:31:391, 297804143979460,    0.113,    8.000, 3900,  22.608,   2.558,   0.711,  20.634,   2.334,   0.648, 65,  0,   0.824,   0.093,   0.026,   0.298,   0.034,   0.009,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:49:31:503, 297804390050734,    0.225,    7.000, 4000,  21.338,   4.936,   1.371,  19.635,   4.523,   1.256, 68,  0,   0.688,   0.170,   0.047,   0.000,   0.034,   0.009,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:49:31:612, 297804631751971,    0.334,    9.000, 4000,  24.869,   7.658,   2.127,  23.241,   7.067,   1.963, 66,  0,   0.777,   0.255,   0.071,   0.237,   0.060,   0.017,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:49:31:722, 297804873061836,    0.443,   16.000, 3900,  31.090,  11.056,   3.071,  28.812,  10.216,   2.838, 67,  0,   1.077,   0.373,   0.104,   0.243,   0.086,   0.024,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:49:31:831, 297805114633206,    0.553,   14.000, 3900,  28.814,  14.208,   3.947,  26.987,  13.168,   3.658, 63,  0,   0.986,   0.480,   0.133,   0.098,   0.097,   0.027,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:49:31:940, 297805356232623,    0.662,    9.000, 4000,  20.474,  16.449,   4.569,  18.385,  15.180,   4.217, 60,  0,   0.927,   0.582,   0.162,   0.276,   0.127,   0.035,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:49:32:050, 297805598764939,    0.772,    2.000, 3900,  10.092,  17.557,   4.877,   8.068,  16.066,   4.463, 56,  0,   0.788,   0.668,   0.186,   0.447,   0.176,   0.049,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:49:32:159, 297805839250162,    0.881,    3.000, 3900,   8.673,  18.502,   5.139,   6.920,  16.820,   4.672, 56,  0,   1.040,   0.782,   0.217,   0.000,   0.176,   0.049,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:49:32:268, 297806080552266,    0.990,    4.000, 3900,  13.375,  19.964,   5.545,  11.466,  18.073,   5.020, 55,  0,   0.833,   0.873,   0.242,   0.259,   0.204,   0.057,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:49:32:378, 297806322442106,    1.100,    1.000, 3900,   7.419,  20.776,   5.771,   5.806,  18.709,   5.197, 54,  0,   0.614,   0.940,   0.261,   0.000,   0.204,   0.057,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
