System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
01:08:44:975, 292402441436112,    0.108,    8.000, 3900,  22.952,   2.475,   0.688,  20.785,   2.241,   0.623, 65,  0,   0.830,   0.089,   0.025,   0.499,   0.054,   0.015,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:08:45:077, 292402667065724,    0.210,    8.000, 3900,  22.130,   4.736,   1.316,  19.407,   4.225,   1.174, 67,  0,   0.715,   0.163,   0.045,   0.000,   0.054,   0.015,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:08:45:187, 292402910744587,    0.320,   18.000, 3900,  27.736,   7.797,   2.166,  23.277,   6.793,   1.887, 64,  0,   0.768,   0.247,   0.069,   0.177,   0.073,   0.020,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:08:45:703, 292404049420502,    0.836,   10.000, 4000,  35.927,  26.325,   7.313,  26.398,  20.407,   5.669, 65,  0,   0.866,   0.694,   0.193,   0.169,   0.160,   0.045,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:08:45:828, 292404325520536,    0.961,    5.000, 4000,  16.014,  28.328,   7.869,  11.243,  21.813,   6.059, 60,  0,   0.700,   0.781,   0.217,   0.101,   0.173,   0.048,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:08:45:938, 292404568031560,    1.071,    0.000, 4000,   4.602,  28.833,   8.009,   2.747,  22.115,   6.143, 50,  0,   0.619,   0.849,   0.236,   0.000,   0.173,   0.048,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:08:46:047, 292404808396042,    1.180,    2.000, 3900,   8.488,  29.757,   8.266,   6.957,  22.872,   6.353, 52,  0,   0.783,   0.934,   0.260,   0.000,   0.173,   0.048,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:08:46:156, 292405049963765,    1.289,    3.000, 3900,   9.322,  30.777,   8.549,   7.968,  23.744,   6.595, 62,  0,   0.758,   1.017,   0.283,   0.000,   0.173,   0.048,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:08:46:282, 292405327100775,    1.415,    5.000, 3900,  14.142,  32.552,   9.042,  12.152,  25.269,   7.019, 51,  0,   0.871,   1.127,   0.313,   0.256,   0.205,   0.057,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:08:46:391, 292405568397832,    1.524,    5.000, 4100,  14.939,  34.185,   9.496,  13.457,  26.739,   7.428, 58,  0,   0.741,   1.208,   0.335,   0.000,   0.205,   0.057,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:08:46:500, 292405809981818,    1.633,    0.000, 3900,   1.402,  34.338,   9.538,   0.269,  26.769,   7.436, 49,  0,   0.576,   1.271,   0.353,   0.000,   0.205,   0.057,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:08:46:610, 292406051569210,    1.743,    0.000, 4100,   2.352,  34.595,   9.610,   1.161,  26.896,   7.471, 49,  0,   0.591,   1.335,   0.371,   0.000,   0.205,   0.057,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:08:46:719, 292406293079606,    1.852,    0.000, 3900,   1.580,  34.768,   9.658,   0.439,  26.944,   7.484, 48,  0,   0.578,   1.399,   0.388,   0.000,   0.205,   0.057,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:08:46:829, 292406534599126,    1.962,    0.000, 3900,   1.568,  34.940,   9.705,   0.425,  26.990,   7.497, 48,  0,   0.578,   1.462,   0.406,   0.000,   0.205,   0.057,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:08:46:938, 292406776044486,    2.071,    0.000, 4000,   1.654,  35.121,   9.756,   0.503,  27.045,   7.513, 48,  0,   0.580,   1.525,   0.424,   0.000,   0.205,   0.057,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:08:47:048, 292407019488290,    2.181,    0.000, 4000,   1.461,  35.282,   9.800,   0.327,  27.081,   7.523, 48,  0,   0.576,   1.589,   0.441,   0.000,   0.205,   0.057,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:08:47:158, 292407261049118,    2.291,    0.000, 3900,   1.464,  35.442,   9.845,   0.328,  27.117,   7.533, 48,  0,   0.575,   1.652,   0.459,   0.000,   0.205,   0.057,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:08:47:267, 292407502519398,    2.400,    0.000, 4000,   2.332,  35.697,   9.916,   1.111,  27.239,   7.566, 48,  0,   0.599,   1.717,   0.477,   0.057,   0.211,   0.059,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:08:47:376, 292407744059603,    2.509,    0.000, 4000,   1.492,  35.860,   9.961,   0.344,  27.276,   7.577, 48,  0,   0.577,   1.780,   0.495,   0.000,   0.211,   0.059,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:08:47:486, 292407985509683,    2.619,    0.000, 4000,   1.435,  36.017,  10.005,   0.294,  27.308,   7.586, 48,  0,   0.577,   1.843,   0.512,   0.000,   0.211,   0.059,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
