System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
00:49:56:705, 289911215004616,    0.104,   14.000, 3900,  30.066,   3.125,   0.868,  23.677,   2.461,   0.684, 65,  0,   0.894,   0.093,   0.026,   0.311,   0.032,   0.009,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:49:56:830, 289911490940324,    0.229,   15.000, 3900,  39.158,   8.019,   2.227,  30.242,   6.240,   1.733, 71,  0,   0.750,   0.187,   0.052,   0.000,   0.032,   0.009,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:49:56:986, 289911836120230,    0.385,   19.000, 3900,  33.951,  13.326,   3.702,  28.954,  10.767,   2.991, 66,  0,   1.006,   0.344,   0.096,   0.444,   0.102,   0.028,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:49:57:096, 289912077424464,    0.495,   18.000, 3900,  31.785,  16.800,   4.667,  29.976,  14.043,   3.901, 63,  0,   1.018,   0.455,   0.126,   0.194,   0.123,   0.034,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:49:57:205, 289912318964169,    0.604,    9.000, 3900,  20.966,  19.093,   5.304,  19.433,  16.168,   4.491, 66,  0,   0.767,   0.539,   0.150,   0.000,   0.123,   0.034,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:49:57:315, 289912561639102,    0.714,    4.000, 4000,  12.909,  20.512,   5.698,  10.487,  17.321,   4.811, 53,  0,   0.942,   0.643,   0.179,   0.548,   0.183,   0.051,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:49:57:440, 289912836840174,    0.838,    2.000, 3900,   7.944,  21.502,   5.973,   6.177,  18.091,   5.025, 53,  0,   0.825,   0.745,   0.207,   0.298,   0.220,   0.061,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:49:57:549, 289913079033786,    0.948,    2.000, 4000,   9.265,  22.519,   6.255,   7.530,  18.917,   5.255, 51,  0,   0.771,   0.830,   0.231,   0.000,   0.220,   0.061,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:49:57:658, 289913319833638,    1.057,    3.000, 4000,  10.222,  23.633,   6.565,   8.610,  19.856,   5.516, 51,  0,   0.924,   0.931,   0.259,   0.000,   0.220,   0.061,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:49:57:768, 289913560997220,    1.166,    2.000, 4000,   9.956,  24.721,   6.867,   8.334,  20.766,   5.768, 51,  0,   0.821,   1.021,   0.283,   0.000,   0.220,   0.061,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:49:57:877, 289913802451184,    1.276,    1.000, 4000,   7.842,  25.579,   7.105,   6.272,  21.452,   5.959, 51,  0,   0.666,   1.093,   0.304,   0.000,   0.220,   0.061,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:49:57:988, 289914047503304,    1.387,    1.000, 3900,   8.210,  26.490,   7.358,   6.679,  22.193,   6.165, 50,  0,   0.642,   1.165,   0.324,   0.000,   0.220,   0.061,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:49:58:097, 289914288496032,    1.496,    1.000, 4000,   6.613,  27.212,   7.559,   5.156,  22.756,   6.321, 51,  0,   0.745,   1.246,   0.346,   0.000,   0.220,   0.061,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:49:58:207, 289914530002014,    1.605,    1.000, 4000,   8.190,  28.107,   7.808,   6.709,  23.490,   6.525, 51,  0,   0.609,   1.313,   0.365,   0.000,   0.220,   0.061,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
