System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
00:46:34:953, 289465745650342,    0.134,   17.000, 3900,  40.722,   5.472,   1.520,  31.381,   4.217,   1.171, 74,  0,   0.840,   0.113,   0.031,   0.218,   0.029,   0.008,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:35:063, 289465986987826,    0.244,    8.000, 4000,  21.829,   7.858,   2.183,  20.179,   6.423,   1.784, 72,  0,   0.728,   0.193,   0.053,   0.000,   0.029,   0.008,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:35:172, 289466228475122,    0.353,   12.000, 3900,  27.393,  10.854,   3.015,  25.633,   9.226,   2.563, 68,  0,   0.939,   0.295,   0.082,   0.297,   0.062,   0.017,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:35:281, 289466470174347,    0.463,   18.000, 3900,  33.295,  14.499,   4.027,  31.163,  12.637,   3.510, 72,  0,   1.042,   0.409,   0.114,   0.066,   0.069,   0.019,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:35:406, 289466746077431,    0.587,   11.000, 3900,  24.874,  17.607,   4.891,  23.039,  15.516,   4.310, 68,  0,   0.910,   0.523,   0.145,   0.131,   0.085,   0.024,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:35:516, 289466987623005,    0.697,   10.000, 3900,  24.895,  20.330,   5.647,  22.437,  17.971,   4.992, 67,  0,   1.029,   0.636,   0.177,   0.735,   0.166,   0.046,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:35:641, 289467263588627,    0.822,    9.000, 3900,  20.035,  22.834,   6.343,  18.320,  20.260,   5.628, 68,  0,   0.824,   0.739,   0.205,   0.081,   0.176,   0.049,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:35:750, 289467505448286,    0.931,    6.000, 4000,  16.759,  24.670,   6.853,  14.437,  21.842,   6.067, 55,  0,   0.907,   0.838,   0.233,   0.512,   0.232,   0.064,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:35:860, 289467747804202,    1.041,    0.000, 4000,   4.409,  25.154,   6.987,   3.032,  22.174,   6.160, 53,  0,   0.648,   0.909,   0.252,   0.000,   0.232,   0.064,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:35:969, 289467989122271,    1.150,    0.000, 3900,   4.111,  25.603,   7.112,   2.749,  22.475,   6.243, 53,  0,   0.677,   0.983,   0.273,   0.000,   0.232,   0.064,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:36:079, 289468230679990,    1.260,    1.000, 3900,   6.681,  26.334,   7.315,   5.005,  23.023,   6.395, 52,  0,   0.717,   1.061,   0.295,   0.230,   0.257,   0.071,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:36:188, 289468472299834,    1.369,    1.000, 4000,   4.028,  26.775,   7.437,   2.652,  23.313,   6.476, 52,  0,   0.733,   1.142,   0.317,   0.000,   0.257,   0.071,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:36:298, 289468713661878,    1.479,    5.000, 4000,  14.381,  28.347,   7.874,  12.523,  24.682,   6.856, 53,  0,   0.826,   1.232,   0.342,   0.236,   0.283,   0.079,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:36:407, 289468955252446,    1.588,    1.000, 4000,   7.266,  29.142,   8.095,   5.630,  25.298,   7.027, 52,  0,   0.789,   1.318,   0.366,   0.117,   0.296,   0.082,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:36:516, 289469196294394,    1.697,    0.000, 4000,   3.443,  29.518,   8.199,   2.123,  25.529,   7.091, 52,  0,   0.680,   1.393,   0.387,   0.000,   0.296,   0.082,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:36:625, 289469437656994,    1.806,    0.000, 4000,   3.318,  29.881,   8.300,   1.996,  25.747,   7.152, 51,  0,   0.670,   1.466,   0.407,   0.000,   0.296,   0.082,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:36:735, 289469679675328,    1.916,    0.000, 4100,   3.758,  30.292,   8.415,   2.408,  26.011,   7.225, 52,  0,   0.693,   1.542,   0.428,   0.000,   0.296,   0.082,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:36:844, 289469921254734,    2.025,    0.000, 4000,   2.399,  30.555,   8.487,   1.150,  26.137,   7.260, 51,  0,   0.635,   1.611,   0.448,   0.000,   0.296,   0.082,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:36:953, 289470161760804,    2.134,    0.000, 3900,   4.257,  31.019,   8.616,   2.862,  26.449,   7.347, 52,  0,   0.731,   1.691,   0.470,   0.000,   0.296,   0.082,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:37:063, 289470403063696,    2.244,    1.000, 4000,   8.673,  31.967,   8.880,   7.131,  27.228,   7.563, 52,  0,   0.636,   1.760,   0.489,   0.000,   0.296,   0.082,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:37:172, 289470644613156,    2.353,    1.000, 4000,   6.218,  32.647,   9.069,   4.820,  27.756,   7.710, 52,  0,   0.639,   1.830,   0.508,   0.000,   0.296,   0.082,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:37:281, 289470886100062,    2.462,    1.000, 4000,   7.600,  33.478,   9.299,   6.073,  28.420,   7.894, 53,  0,   0.753,   1.913,   0.531,   0.000,   0.296,   0.082,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:37:391, 289471127562647,    2.572,    1.000, 3900,   9.392,  34.505,   9.585,   7.922,  29.286,   8.135, 53,  0,   0.617,   1.980,   0.550,   0.000,   0.296,   0.082,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:37:500, 289471369183312,    2.681,    1.000, 3900,   8.206,  35.403,   9.834,   6.561,  30.004,   8.334, 53,  0,   0.788,   2.066,   0.574,   0.000,   0.296,   0.082,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:37:610, 289471611500160,    2.791,    1.000, 4000,   9.321,  36.426,  10.118,   7.675,  30.846,   8.568, 53,  0,   0.675,   2.140,   0.595,   0.058,   0.302,   0.084,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:37:719, 289471852383196,    2.900,    1.000, 3900,   8.537,  37.357,  10.377,   6.931,  31.603,   8.779, 53,  0,   0.835,   2.231,   0.620,   0.000,   0.302,   0.084,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:37:828, 289472093565008,    3.009,    1.000, 4000,   8.296,  38.263,  10.629,   6.795,  32.345,   8.985, 53,  0,   0.623,   2.299,   0.639,   0.000,   0.302,   0.084,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:37:938, 289472335037650,    3.119,    1.000, 4000,   9.243,  39.274,  10.910,   7.717,  33.189,   9.219, 54,  0,   0.564,   2.361,   0.656,   0.000,   0.302,   0.084,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:38:047, 289472576508956,    3.228,    1.000, 4000,   7.893,  40.138,  11.149,   6.345,  33.883,   9.412, 53,  0,   0.570,   2.424,   0.673,   0.000,   0.302,   0.084,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:38:156, 289472818087066,    3.337,    1.000, 4000,   9.375,  41.163,  11.434,   7.908,  34.748,   9.652, 53,  0,   0.569,   2.486,   0.690,   0.000,   0.302,   0.084,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:38:266, 289473059676758,    3.447,    7.000, 3900,  16.730,  42.994,  11.943,  15.196,  36.410,  10.114, 72,  0,   0.831,   2.577,   0.716,   0.000,   0.302,   0.084,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:38:422, 289473404598040,    3.603,    9.000, 3900,  21.339,  46.327,  12.869,  19.314,  39.428,  10.952, 62,  0,   0.922,   2.721,   0.756,   0.207,   0.334,   0.093,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:38:532, 289473647176484,    3.713,    0.000, 3900,   2.105,  46.558,  12.933,   0.859,  39.522,  10.978, 52,  0,   0.607,   2.787,   0.774,   0.000,   0.334,   0.093,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:38:641, 289473888787644,    3.822,    0.000, 4000,   1.667,  46.741,  12.984,   0.499,  39.577,  10.993, 51,  0,   0.578,   2.851,   0.792,   0.000,   0.334,   0.093,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:38:751, 289474130272218,    3.932,    0.000, 4000,   2.847,  47.052,  13.070,   1.607,  39.752,  11.042, 51,  0,   0.591,   2.915,   0.810,   0.000,   0.334,   0.093,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:38:860, 289474371739448,    4.041,    0.000, 4000,   1.552,  47.222,  13.117,   0.351,  39.791,  11.053, 51,  0,   0.580,   2.979,   0.827,   0.000,   0.334,   0.093,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:38:969, 289474612137414,    4.150,   11.000, 3900,  21.279,  49.539,  13.761,  19.809,  41.947,  11.652, 68,  0,   0.846,   3.071,   0.853,   0.000,   0.334,   0.093,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:39:078, 289474853610894,    4.259,   36.000, 3900,  41.318,  54.057,  15.016,  39.445,  46.261,  12.850, 78,  0,   1.331,   3.216,   0.893,   0.000,   0.334,   0.093,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:39:227, 289475182756839,    4.408,   63.000, 2900,  58.861,  62.832,  17.453,  55.740,  54.570,  15.158, 77,  0,   2.077,   3.526,   0.979,   1.054,   0.492,   0.137,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:39:365, 289475487465489,    4.546,   36.000, 3900,  50.096,  69.745,  19.374,  45.476,  60.846,  16.902, 78,  0,   1.660,   3.755,   1.043,   2.611,   0.852,   0.237,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:39:472, 289475723742024,    4.653,   39.000, 3900,  52.744,  75.389,  20.941,  48.162,  66.000,  18.333, 81,  0,   1.839,   3.952,   1.098,   2.575,   1.128,   0.313,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:39:582, 289475966777276,    4.763,   15.000, 3900,  31.318,  78.836,  21.899,  29.108,  69.204,  19.223, 78,  0,   0.970,   4.059,   1.127,   0.452,   1.177,   0.327,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:39:708, 289476245068614,    4.890,   24.000, 3900,  38.811,  83.728,  23.258,  36.063,  73.749,  20.486, 80,  0,   1.332,   4.227,   1.174,   0.828,   1.282,   0.356,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:39:819, 289476489959093,    5.000,   26.000, 3900,  44.960,  88.715,  24.643,  42.058,  78.414,  21.782, 83,  0,   1.448,   4.387,   1.219,   1.027,   1.396,   0.388,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:39:944, 289476766088925,    5.126,   27.000, 3700,  45.444,  94.398,  26.222,  42.675,  83.750,  23.264, 80,  0,   1.401,   4.563,   1.267,   0.899,   1.508,   0.419,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:40:088, 289477084022086,    5.269,   25.000, 3900,  40.336, 100.206,  27.835,  37.947,  89.214,  24.782, 81,  0,   1.241,   4.741,   1.317,   0.545,   1.586,   0.441,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:40:230, 289477397450894,    5.411,   46.000, 3900,  53.422, 107.789,  29.941,  50.588,  96.395,  26.777, 75,  0,   1.808,   4.998,   1.388,   0.780,   1.697,   0.471,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:40:356, 289477675682775,    5.537,   33.000, 3700,  49.856, 114.071,  31.686,  47.380, 102.366,  28.435, 83,  0,   1.725,   5.215,   1.449,   0.507,   1.761,   0.489,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:46:40:467, 289477920749283,    5.648,   23.000, 3900,  44.357, 118.995,  33.054,  41.290, 106.949,  29.708, 79,  0,   1.616,   5.395,   1.498,   1.083,   1.881,   0.523,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
