System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
00:14:53:065, 285266364631556,    0.103,    9.000, 3800,  22.257,   2.300,   0.639,  20.298,   2.098,   0.583, 68,  0,   0.873,   0.090,   0.025,   0.298,   0.031,   0.009,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:14:53:174, 285266606004272,    0.213,    9.000, 3700,  19.368,   4.417,   1.227,  17.757,   4.039,   1.122, 69,  0,   0.721,   0.169,   0.047,   0.000,   0.031,   0.009,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:14:53:284, 285266847595674,    0.322,    8.000, 3600,  17.412,   6.322,   1.756,  15.719,   5.759,   1.600, 66,  0,   0.699,   0.246,   0.068,   0.000,   0.031,   0.009,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:14:53:393, 285267089087886,    0.431,   22.000, 3300,  26.620,   9.234,   2.565,  24.351,   8.422,   2.339, 64,  0,   1.328,   0.391,   0.109,   0.460,   0.081,   0.023,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:14:53:502, 285267330521719,    0.541,   21.000, 3100,  20.836,  11.512,   3.198,  19.092,  10.509,   2.919, 64,  0,   1.048,   0.505,   0.140,   0.156,   0.098,   0.027,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:14:53:628, 285267606587338,    0.666,   10.000, 3100,  12.767,  13.108,   3.641,  10.886,  11.870,   3.297, 64,  0,   0.829,   0.609,   0.169,   0.000,   0.098,   0.027,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:14:53:753, 285267882617270,    0.791,    6.000, 3300,   9.596,  14.308,   3.974,   7.522,  12.811,   3.559, 63,  0,   0.829,   0.713,   0.198,   0.455,   0.155,   0.043,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:14:53:862, 285268125164932,    0.901,    4.000, 3400,   9.219,  15.321,   4.256,   7.205,  13.602,   3.778, 55,  0,   0.838,   0.805,   0.224,   0.376,   0.196,   0.055,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:14:53:971, 285268365627770,    1.010,    2.000, 3700,   5.797,  15.952,   4.431,   4.104,  14.049,   3.903, 54,  0,   0.794,   0.891,   0.248,   0.244,   0.223,   0.062,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:14:54:081, 285268608296375,    1.119,    0.000, 4000,   2.541,  16.231,   4.509,   1.150,  14.175,   3.938, 52,  0,   0.660,   0.964,   0.268,   0.000,   0.223,   0.062,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:14:54:187, 285268841684904,    1.225,    0.000, 4000,   4.081,  16.663,   4.629,   2.836,  14.475,   4.021, 54,  0,   0.606,   1.028,   0.286,   0.000,   0.223,   0.062,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:14:54:296, 285269082001926,    1.334,    1.000, 3900,   5.258,  17.235,   4.788,   4.013,  14.912,   4.142, 61,  0,   0.631,   1.097,   0.305,   0.000,   0.223,   0.062,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:14:54:405, 285269324297616,    1.444,    6.000, 3900,  16.516,  19.047,   5.291,  14.364,  16.488,   4.580, 55,  0,   0.900,   1.195,   0.332,   0.397,   0.267,   0.074,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:14:54:514, 285269565063447,    1.553,    1.000, 3900,   6.577,  19.765,   5.490,   4.881,  17.020,   4.728, 54,  0,   0.893,   1.293,   0.359,   0.083,   0.276,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:14:54:624, 285269806465448,    1.662,    1.000, 3900,   7.543,  20.589,   5.719,   6.020,  17.679,   4.911, 55,  0,   0.840,   1.385,   0.385,   0.000,   0.276,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:14:54:733, 285270048301508,    1.772,   11.000, 4000,  23.583,  23.172,   6.437,  21.597,  20.044,   5.568, 62,  0,   0.943,   1.488,   0.413,   0.221,   0.300,   0.083,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:14:54:843, 285270290666491,    1.881,    0.000, 3900,   2.080,  23.401,   6.500,   0.805,  20.133,   5.592, 53,  0,   0.614,   1.555,   0.432,   0.000,   0.300,   0.083,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:14:54:952, 285270532151052,    1.991,    0.000, 4000,   2.034,  23.623,   6.562,   0.803,  20.220,   5.617, 52,  0,   0.595,   1.620,   0.450,   0.000,   0.300,   0.083,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:14:55:062, 285270773630348,    2.100,    0.000, 4000,   1.541,  23.792,   6.609,   0.359,  20.260,   5.628, 52,  0,   0.579,   1.684,   0.468,   0.000,   0.300,   0.083,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:14:55:171, 285271015076644,    2.210,    0.000, 4100,   1.517,  23.957,   6.655,   0.333,  20.296,   5.638, 51,  0,   0.577,   1.747,   0.485,   0.000,   0.300,   0.083,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:14:55:281, 285271256700136,    2.319,    0.000, 3900,   1.539,  24.126,   6.702,   0.364,  20.336,   5.649, 51,  0,   0.578,   1.810,   0.503,   0.000,   0.300,   0.083,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
