System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
23:56:01:966, 282768891598816,    0.114,    9.000, 3900,  22.727,   2.585,   0.718,  20.657,   2.349,   0.653, 68,  0,   0.893,   0.102,   0.028,   0.305,   0.035,   0.010,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:56:02:076, 282769133093514,    0.223,    8.000, 4000,  21.278,   4.912,   1.364,  19.725,   4.507,   1.252, 69,  0,   0.711,   0.179,   0.050,   0.000,   0.035,   0.010,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:56:02:185, 282769374622033,    0.332,    8.000, 3900,  22.651,   7.390,   2.053,  20.925,   6.796,   1.888, 64,  0,   0.705,   0.256,   0.071,   0.000,   0.035,   0.010,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:56:02:294, 282769616113371,    0.442,   21.000, 3900,  38.816,  11.635,   3.232,  36.697,  10.809,   3.003, 70,  0,   1.346,   0.404,   0.112,   0.387,   0.077,   0.021,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:56:02:404, 282769857551134,    0.551,   22.000, 3900,  36.152,  15.588,   4.330,  34.361,  14.567,   4.046, 71,  0,   1.139,   0.528,   0.147,   0.096,   0.087,   0.024,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:56:02:513, 282770099109882,    0.661,    9.000, 3900,  22.387,  18.037,   5.010,  20.505,  16.810,   4.669, 65,  0,   0.802,   0.616,   0.171,   0.000,   0.087,   0.024,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:56:02:623, 282770341753708,    0.770,    4.000, 3900,  12.047,  19.361,   5.378,   9.974,  17.906,   4.974, 56,  0,   0.945,   0.720,   0.200,   0.435,   0.135,   0.038,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:56:02:732, 282770582609206,    0.880,    2.000, 3900,   8.992,  20.342,   5.651,   7.306,  18.703,   5.195, 57,  0,   0.788,   0.806,   0.224,   0.091,   0.145,   0.040,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:56:02:841, 282770823665488,    0.989,    4.000, 4000,  14.800,  21.958,   6.099,  13.126,  20.136,   5.593, 57,  0,   0.827,   0.896,   0.249,   0.070,   0.153,   0.042,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
23:56:02:951, 282771065371184,    1.098,    2.000, 3900,   8.161,  22.851,   6.348,   6.286,  20.824,   5.784, 55,  0,   0.960,   1.001,   0.278,   0.000,   0.153,   0.042,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
