System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
00:26:18:261, 286779280932036,    0.105,   14.000, 3900,  31.102,   3.277,   0.910,  24.810,   2.614,   0.726, 64,  0,   0.929,   0.098,   0.027,   0.342,   0.036,   0.010,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:18:386, 286779556905567,    0.230,   17.000, 3900,  37.618,   7.979,   2.216,  28.682,   6.199,   1.722, 66,  0,   0.753,   0.192,   0.053,   0.000,   0.036,   0.010,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:18:542, 286779901878608,    0.387,   17.000, 3900,  35.273,  13.490,   3.747,  30.270,  10.928,   3.036, 67,  0,   1.028,   0.353,   0.098,   0.435,   0.104,   0.029,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:18:651, 286780143407895,    0.496,   24.000, 3900,  40.128,  17.879,   4.966,  38.015,  15.086,   4.191, 69,  0,   1.231,   0.487,   0.135,   0.175,   0.123,   0.034,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:18:761, 286780384939878,    0.605,   12.000, 3900,  25.566,  20.676,   5.743,  23.776,  17.687,   4.913, 69,  0,   0.938,   0.590,   0.164,   0.156,   0.140,   0.039,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:18:886, 286780660987334,    0.730,    5.000, 4000,  15.570,  22.622,   6.284,  13.471,  19.372,   5.381, 67,  0,   0.839,   0.695,   0.193,   0.449,   0.196,   0.055,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:18:996, 286780903480584,    0.840,    1.000, 4000,   7.002,  23.392,   6.498,   5.227,  19.946,   5.540, 53,  0,   0.759,   0.778,   0.216,   0.226,   0.221,   0.061,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:19:105, 286781145096382,    0.950,    0.000, 4000,   1.906,  23.600,   6.556,   0.682,  20.020,   5.561, 50,  0,   0.616,   0.846,   0.235,   0.000,   0.221,   0.061,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:19:214, 286781385491346,    1.059,    1.000, 4000,   7.124,  24.376,   6.771,   5.423,  20.611,   5.725, 62,  0,   0.738,   0.926,   0.257,   0.348,   0.259,   0.072,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:19:324, 286781628087518,    1.168,    1.000, 4000,   5.695,  25.001,   6.945,   4.225,  21.075,   5.854, 51,  0,   0.727,   1.006,   0.279,   0.000,   0.259,   0.072,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:19:433, 286781869592228,    1.278,    0.000, 4000,   1.675,  25.185,   6.996,   0.475,  21.127,   5.869, 48,  0,   0.602,   1.072,   0.298,   0.000,   0.259,   0.072,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:19:542, 286782109880787,    1.387,    0.000, 4000,   1.537,  25.352,   7.042,   0.487,  21.180,   5.883, 48,  0,   0.575,   1.134,   0.315,   0.000,   0.259,   0.072,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:19:651, 286782351363900,    1.496,    1.000, 4000,   9.031,  26.339,   7.317,   7.164,  21.963,   6.101, 50,  0,   0.646,   1.205,   0.335,   0.193,   0.280,   0.078,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:19:761, 286782593017496,    1.605,    3.000, 3900,  10.777,  27.519,   7.644,   9.367,  22.989,   6.386, 65,  0,   0.638,   1.275,   0.354,   0.000,   0.280,   0.078,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:19:870, 286782834924941,    1.715,    9.000, 4000,  19.392,  29.643,   8.234,  17.415,  24.896,   6.916, 51,  0,   0.897,   1.373,   0.381,   0.300,   0.313,   0.087,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:19:980, 286783077050206,    1.825,    0.000, 4000,   1.559,  29.814,   8.282,   0.354,  24.935,   6.926, 49,  0,   0.604,   1.439,   0.400,   0.000,   0.313,   0.087,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:20:089, 286783318624878,    1.934,    0.000, 4000,   1.500,  29.978,   8.327,   0.348,  24.973,   6.937, 49,  0,   0.582,   1.503,   0.417,   0.000,   0.313,   0.087,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:20:199, 286783559845685,    2.043,    0.000, 3900,   2.350,  30.235,   8.399,   1.188,  25.103,   6.973, 48,  0,   0.578,   1.566,   0.435,   0.000,   0.313,   0.087,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:20:308, 286783801245136,    2.153,    0.000, 4100,   1.694,  30.420,   8.450,   0.521,  25.160,   6.989, 48,  0,   0.586,   1.630,   0.453,   0.000,   0.313,   0.087,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:20:417, 286784042684042,    2.262,    0.000, 4100,   1.820,  30.619,   8.505,   0.670,  25.233,   7.009, 48,  0,   0.582,   1.694,   0.470,   0.000,   0.313,   0.087,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:20:527, 286784284271164,    2.371,    0.000, 4000,   1.574,  30.792,   8.553,   0.435,  25.281,   7.023, 48,  0,   0.579,   1.757,   0.488,   0.000,   0.313,   0.087,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:20:636, 286784524669334,    2.480,    1.000, 4000,   5.498,  31.390,   8.719,   4.326,  25.752,   7.153, 56,  0,   0.629,   1.825,   0.507,   0.000,   0.313,   0.087,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:20:745, 286784767279826,    2.590,    4.000, 3900,  11.456,  32.649,   9.069,  10.043,  26.856,   7.460, 49,  0,   0.696,   1.902,   0.528,   0.000,   0.313,   0.087,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:20:855, 286785008848508,    2.700,    0.000, 4100,   1.818,  32.848,   9.124,   0.673,  26.929,   7.480, 48,  0,   0.594,   1.967,   0.546,   0.000,   0.313,   0.087,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:20:964, 286785250280858,    2.809,    0.000, 3900,   1.786,  33.043,   9.179,   0.632,  26.998,   7.500, 48,  0,   0.588,   2.031,   0.564,   0.000,   0.313,   0.087,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:21:074, 286785491745850,    2.918,    0.000, 4000,   1.494,  33.206,   9.224,   0.351,  27.037,   7.510, 48,  0,   0.576,   2.094,   0.582,   0.000,   0.313,   0.087,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:21:183, 286785733283728,    3.028,    0.000, 4100,   1.677,  33.390,   9.275,   0.535,  27.095,   7.526, 48,  0,   0.579,   2.157,   0.599,   0.000,   0.313,   0.087,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:21:292, 286785974785555,    3.137,    0.000, 4100,   1.596,  33.564,   9.323,   0.421,  27.141,   7.539, 48,  0,   0.584,   2.221,   0.617,   0.000,   0.313,   0.087,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:21:402, 286786216301152,    3.246,    0.000, 4100,   1.643,  33.744,   9.373,   0.509,  27.197,   7.555, 48,  0,   0.579,   2.285,   0.635,   0.000,   0.313,   0.087,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:26:21:511, 286786457803334,    3.356,    0.000, 4100,   1.973,  33.960,   9.433,   0.813,  27.286,   7.579, 48,  0,   0.590,   2.349,   0.653,   0.000,   0.313,   0.087,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
