System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
01:29:07:371, 295101499348736,    0.109,   10.000, 3900,  24.053,   2.630,   0.731,  21.754,   2.379,   0.661, 70,  0,   0.881,   0.096,   0.027,   0.416,   0.046,   0.013,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:07:480, 295101740786762,    0.219,    8.000, 4000,  21.361,   4.966,   1.379,  19.770,   4.540,   1.261, 70,  0,   0.709,   0.174,   0.048,   0.000,   0.046,   0.013,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:07:590, 295101982396657,    0.328,    9.000, 4000,  25.053,   7.707,   2.141,  23.411,   7.102,   1.973, 67,  0,   0.789,   0.260,   0.072,   0.148,   0.062,   0.017,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:07:699, 295102223659152,    0.437,   16.000, 3900,  31.641,  11.165,   3.101,  29.454,  10.321,   2.867, 66,  0,   0.984,   0.368,   0.102,   0.233,   0.087,   0.024,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:07:808, 295102465297404,    0.547,   14.000, 3900,  29.593,  14.403,   4.001,  27.788,  13.362,   3.712, 67,  0,   0.980,   0.475,   0.132,   0.149,   0.104,   0.029,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:07:933, 295102741320060,    0.672,   11.000, 3900,  24.206,  17.429,   4.841,  21.988,  16.110,   4.475, 67,  0,   0.985,   0.598,   0.166,   0.461,   0.161,   0.045,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:08:043, 295102982913229,    0.781,    9.000, 3900,  22.884,  19.933,   5.537,  20.839,  18.391,   5.108, 71,  0,   0.957,   0.703,   0.195,   0.380,   0.203,   0.056,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:08:168, 295103258804507,    0.906,    8.000, 3900,  20.605,  22.508,   6.252,  18.523,  20.705,   5.751, 62,  0,   0.901,   0.815,   0.226,   0.398,   0.253,   0.070,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:08:293, 295103534947233,    1.031,    2.000, 4000,   8.374,  23.555,   6.543,   6.350,  21.499,   5.972, 55,  0,   0.805,   0.916,   0.254,   0.340,   0.295,   0.082,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:08:402, 295103776278950,    1.141,    1.000, 3900,   6.117,  24.223,   6.729,   4.567,  21.998,   6.111, 55,  0,   0.775,   1.001,   0.278,   0.083,   0.304,   0.084,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:08:511, 295104017821298,    1.250,    1.000, 4000,   8.512,  25.155,   6.987,   6.955,  22.759,   6.322, 55,  0,   0.630,   1.070,   0.297,   0.000,   0.304,   0.084,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:08:621, 295104259362372,    1.359,    1.000, 4000,   8.141,  26.045,   7.235,   6.629,  23.484,   6.523, 54,  0,   0.570,   1.132,   0.314,   0.000,   0.304,   0.084,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:08:730, 295104501297086,    1.469,    6.000, 4000,  16.302,  27.831,   7.731,  14.335,  25.055,   6.960, 56,  0,   0.794,   1.219,   0.339,   0.308,   0.338,   0.094,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:08:840, 295104742601802,    1.578,    2.000, 4000,   9.737,  28.895,   8.027,   7.780,  25.905,   7.196, 55,  0,   0.764,   1.303,   0.362,   0.284,   0.369,   0.102,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:08:949, 295104983738534,    1.687,    1.000, 4000,   8.864,  29.864,   8.295,   7.298,  26.702,   7.417, 54,  0,   0.646,   1.373,   0.381,   0.000,   0.369,   0.102,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:09:060, 295105228901961,    1.798,    1.000, 4100,   7.863,  30.737,   8.538,   6.192,  27.390,   7.608, 54,  0,   0.859,   1.468,   0.408,   0.000,   0.369,   0.102,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:09:171, 295105473797061,    1.909,    1.000, 3900,   7.306,  31.547,   8.763,   5.738,  28.026,   7.785, 54,  0,   0.714,   1.548,   0.430,   0.000,   0.369,   0.102,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:09:280, 295105715128092,    2.019,    2.000, 4000,   7.433,  32.359,   8.989,   5.749,  28.655,   7.960, 54,  0,   0.944,   1.651,   0.459,   0.000,   0.369,   0.102,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:09:392, 295105961489992,    2.130,    1.000, 4000,   6.559,  33.091,   9.192,   4.902,  29.202,   8.112, 53,  0,   0.948,   1.757,   0.488,   0.000,   0.369,   0.102,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:09:501, 295106201897332,    2.239,    2.000, 4000,   8.026,  33.965,   9.435,   6.375,  29.896,   8.304, 54,  0,   1.002,   1.866,   0.518,   0.000,   0.369,   0.102,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:09:612, 295106447547456,    2.350,    1.000, 4000,   6.418,  34.679,   9.633,   4.778,  30.427,   8.452, 53,  0,   0.899,   1.966,   0.546,   0.000,   0.369,   0.102,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:09:721, 295106688846064,    2.460,    2.000, 4000,   8.535,  35.612,   9.892,   6.820,  31.173,   8.659, 54,  0,   1.019,   2.077,   0.577,   0.000,   0.369,   0.102,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:09:831, 295106930306416,    2.569,    2.000, 4000,   8.844,  36.579,  10.161,   7.147,  31.954,   8.876, 54,  0,   1.044,   2.191,   0.609,   0.000,   0.369,   0.102,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:09:940, 295107172853860,    2.679,    1.000, 3900,   8.058,  37.464,  10.407,   6.364,  32.653,   9.070, 54,  0,   0.840,   2.283,   0.634,   0.000,   0.369,   0.102,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:10:049, 295107413434972,    2.788,    5.000, 3900,  14.095,  39.000,  10.833,  12.486,  34.014,   9.448, 68,  0,   0.850,   2.376,   0.660,   0.000,   0.369,   0.102,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:10:190, 295107724299116,    2.929,    8.000, 3900,  19.911,  41.803,  11.612,  17.884,  36.532,  10.148, 57,  0,   0.940,   2.508,   0.697,   0.284,   0.409,   0.114,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:10:300, 295107966435182,    3.038,    6.000, 3900,  14.594,  43.404,  12.057,  13.069,  37.965,  10.546, 54,  0,   0.777,   2.594,   0.720,   0.000,   0.409,   0.114,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:10:409, 295108207989424,    3.148,    0.000, 4000,   1.910,  43.612,  12.115,   0.685,  38.040,  10.567, 52,  0,   0.600,   2.659,   0.739,   0.000,   0.409,   0.114,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:10:519, 295108449584296,    3.257,    0.000, 4000,   1.631,  43.791,  12.164,   0.452,  38.089,  10.580, 51,  0,   0.580,   2.723,   0.756,   0.000,   0.409,   0.114,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:10:628, 295108691003926,    3.366,    0.000, 4100,   2.595,  44.075,  12.243,   1.316,  38.233,  10.620, 51,  0,   0.632,   2.792,   0.776,   0.000,   0.409,   0.114,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:10:737, 295108931451080,    3.475,    3.000, 4000,   6.347,  44.766,  12.435,   5.128,  38.792,  10.775, 63,  0,   0.653,   2.863,   0.795,   0.000,   0.409,   0.114,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:10:846, 295109172772874,    3.585,   13.000, 3900,  27.460,  47.767,  13.269,  25.785,  41.610,  11.558, 63,  0,   0.939,   2.966,   0.824,   0.000,   0.409,   0.114,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:10:955, 295109413924303,    3.694,   55.000, 3700,  54.274,  53.695,  14.915,  52.250,  47.316,  13.143, 74,  0,   1.765,   3.158,   0.877,   0.417,   0.454,   0.126,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:11:072, 295109671200612,    3.810,   55.000, 3900,  58.712,  60.536,  16.815,  55.109,  53.738,  14.927, 78,  0,   2.135,   3.407,   0.946,   1.164,   0.590,   0.164,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:11:213, 295109983150242,    3.952,   35.000, 3900,  49.545,  67.536,  18.760,  45.132,  60.114,  16.698, 78,  0,   1.600,   3.633,   1.009,   2.546,   0.950,   0.264,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:11:323, 295110226615972,    4.062,   34.000, 3900,  49.753,  73.022,  20.284,  45.473,  65.128,  18.091, 77,  0,   1.731,   3.824,   1.062,   2.431,   1.218,   0.338,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:11:447, 295110500516624,    4.186,   11.000, 3900,  27.610,  76.447,  21.235,  25.409,  68.280,  18.967, 78,  0,   0.888,   3.934,   1.093,   0.257,   1.250,   0.347,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:29:11:557, 295110743363534,    4.296,   22.000, 3700,  34.735,  80.267,  22.296,  32.848,  71.893,  19.970, 74,  0,   1.153,   4.061,   1.128,   0.375,   1.291,   0.359,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
