System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
01:54:11:507, 298422640800082,    0.112,   11.000, 3400,  16.391,   1.831,   0.509,  14.312,   1.599,   0.444, 60,  0,   0.863,   0.096,   0.027,   0.328,   0.037,   0.010,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:11:616, 298422882213306,    0.221,    8.000, 3400,  13.993,   3.361,   0.934,  12.401,   2.955,   0.821, 63,  0,   0.694,   0.172,   0.048,   0.000,   0.037,   0.010,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:11:732, 298423137161462,    0.337,   10.000, 3400,  16.276,   5.241,   1.456,  14.725,   4.655,   1.293, 63,  0,   0.701,   0.253,   0.070,   0.000,   0.037,   0.010,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:11:841, 298423378593538,    0.446,   14.000, 3200,  18.773,   7.293,   2.026,  16.558,   6.466,   1.796, 62,  0,   1.018,   0.365,   0.101,   0.410,   0.082,   0.023,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:11:950, 298423620121801,    0.555,   20.000, 2900,  19.005,   9.372,   2.603,  17.287,   8.357,   2.321, 62,  0,   0.952,   0.469,   0.130,   0.044,   0.086,   0.024,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:12:060, 298423861718156,    0.665,   12.000, 3000,  12.271,  10.715,   2.976,  10.548,   9.511,   2.642, 57,  0,   0.853,   0.562,   0.156,   0.060,   0.093,   0.026,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:12:169, 298424103528331,    0.774,    8.000, 3200,  11.066,  11.927,   3.313,   9.222,  10.521,   2.922, 56,  0,   0.789,   0.648,   0.180,   0.116,   0.106,   0.029,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:12:279, 298424344766987,    0.883,    5.000, 3400,   8.460,  12.851,   3.570,   6.486,  11.229,   3.119, 56,  0,   0.916,   0.749,   0.208,   0.348,   0.144,   0.040,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:12:388, 298424587347190,    0.993,    1.000, 3900,   3.808,  13.269,   3.686,   2.283,  11.480,   3.189, 53,  0,   0.695,   0.825,   0.229,   0.142,   0.159,   0.044,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:12:498, 298424828829546,    1.103,    0.000, 4000,   1.852,  13.472,   3.742,   0.607,  11.546,   3.207, 52,  0,   0.599,   0.890,   0.247,   0.000,   0.159,   0.044,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:12:607, 298425070388292,    1.212,    1.000, 4100,   6.007,  14.129,   3.925,   4.349,  12.022,   3.340, 53,  0,   0.758,   0.973,   0.270,   0.201,   0.181,   0.050,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:12:716, 298425310708964,    1.321,    3.000, 3900,  11.292,  15.358,   4.266,  10.010,  13.112,   3.642, 65,  0,   0.685,   1.048,   0.291,   0.014,   0.183,   0.051,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:12:826, 298425552353784,    1.430,    4.000, 3700,  10.000,  16.453,   4.570,   7.682,  13.953,   3.876, 55,  0,   0.837,   1.140,   0.317,   0.562,   0.244,   0.068,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:12:935, 298425793799809,    1.540,    1.000, 4000,   6.331,  17.145,   4.762,   4.745,  14.471,   4.020, 54,  0,   0.733,   1.220,   0.339,   0.013,   0.246,   0.068,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:13:044, 298426035040663,    1.649,    5.000, 3900,  12.996,  18.565,   5.157,  11.384,  15.715,   4.365, 66,  0,   0.894,   1.317,   0.366,   0.000,   0.246,   0.068,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:13:154, 298426277812503,    1.759,    5.000, 3900,  12.921,  19.985,   5.551,  10.993,  16.924,   4.701, 53,  0,   0.845,   1.410,   0.392,   0.294,   0.278,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:13:263, 298426518133266,    1.868,    5.000, 3900,  12.792,  21.378,   5.938,  11.443,  18.169,   5.047, 61,  0,   0.721,   1.489,   0.414,   0.000,   0.278,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:13:373, 298426760848128,    1.978,    0.000, 3900,   3.857,  21.802,   6.056,   2.542,  18.449,   5.125, 53,  0,   0.608,   1.556,   0.432,   0.000,   0.278,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:13:482, 298427002021670,    2.087,    0.000, 4100,   1.984,  22.018,   6.116,   0.768,  18.533,   5.148, 52,  0,   0.593,   1.620,   0.450,   0.000,   0.278,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:13:592, 298427243875350,    2.196,    0.000, 4000,   1.516,  22.184,   6.162,   0.337,  18.569,   5.158, 51,  0,   0.577,   1.684,   0.468,   0.000,   0.278,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:13:701, 298427485373839,    2.306,    0.000, 3900,   2.455,  22.453,   6.237,   1.244,  18.706,   5.196, 51,  0,   0.583,   1.747,   0.485,   0.000,   0.278,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:13:810, 298427726890421,    2.415,    0.000, 4000,   1.837,  22.654,   6.293,   0.642,  18.776,   5.215, 52,  0,   0.584,   1.811,   0.503,   0.000,   0.278,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:13:919, 298427967242434,    2.524,    0.000, 3900,   4.153,  23.106,   6.418,   2.349,  19.031,   5.286, 56,  0,   0.625,   1.879,   0.522,   0.000,   0.278,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:14:029, 298428209137748,    2.634,    6.000, 4100,  18.744,  25.159,   6.989,  11.886,  20.333,   5.648, 53,  0,   0.583,   1.943,   0.540,   0.000,   0.278,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:14:138, 298428450303438,    2.743,    8.000, 3900,  11.415,  26.406,   7.335,   9.156,  21.334,   5.926, 67,  0,   0.701,   2.020,   0.561,   0.000,   0.278,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:14:263, 298428727363576,    2.868,    0.000, 3900,   5.694,  27.120,   7.533,   3.235,  21.740,   6.039, 52,  0,   0.638,   2.100,   0.583,   0.000,   0.278,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:14:373, 298428968932998,    2.978,    0.000, 4100,   1.578,  27.293,   7.581,   0.408,  21.784,   6.051, 51,  0,   0.578,   2.163,   0.601,   0.000,   0.278,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:54:14:482, 298429210326660,    3.087,    0.000, 4000,   1.675,  27.476,   7.632,   0.488,  21.838,   6.066, 51,  0,   0.582,   2.227,   0.619,   0.000,   0.278,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
