System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
01:59:02:725, 299065653258934,    0.109,   10.000, 4000,  22.954,   2.492,   0.692,  20.812,   2.259,   0.628, 68,  0,   0.887,   0.096,   0.027,   0.317,   0.034,   0.010,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:59:02:835, 299065894576630,    0.218,    8.000, 4000,  21.730,   4.867,   1.352,  20.142,   4.461,   1.239, 70,  0,   0.701,   0.173,   0.048,   0.000,   0.034,   0.010,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:59:02:944, 299066136101273,    0.327,    9.000, 3900,  24.114,   7.505,   2.085,  22.604,   6.933,   1.926, 68,  0,   0.752,   0.255,   0.071,   0.000,   0.034,   0.010,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:59:03:054, 299066377516264,    0.437,   16.000, 3900,  31.765,  10.978,   3.049,  29.644,  10.175,   2.826, 69,  0,   0.994,   0.364,   0.101,   0.186,   0.055,   0.015,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:59:03:163, 299066619162374,    0.546,   15.000, 3900,  29.962,  14.257,   3.960,  28.205,  13.261,   3.684, 64,  0,   0.998,   0.473,   0.131,   0.106,   0.066,   0.018,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:59:03:288, 299066895088230,    0.671,   11.000, 3900,  24.514,  17.320,   4.811,  22.339,  16.053,   4.459, 70,  0,   1.001,   0.598,   0.166,   0.410,   0.117,   0.033,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:59:03:397, 299067136773641,    0.780,    9.000, 3900,  22.154,  19.745,   5.485,  20.236,  18.268,   5.074, 70,  0,   0.932,   0.700,   0.194,   0.233,   0.143,   0.040,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:59:03:522, 299067413029789,    0.906,    9.000, 3900,  23.051,  22.629,   6.286,  20.878,  20.880,   5.800, 59,  0,   0.919,   0.815,   0.226,   0.342,   0.186,   0.052,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:59:03:647, 299067688882332,    1.030,    1.000, 3900,   6.338,  23.421,   6.506,   4.826,  21.483,   5.968, 55,  0,   0.727,   0.906,   0.252,   0.062,   0.193,   0.054,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
01:59:03:757, 299067930993906,    1.140,    1.000, 4000,   6.413,  24.124,   6.701,   4.689,  21.997,   6.110, 54,  0,   0.789,   0.992,   0.276,   0.178,   0.213,   0.059,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
