System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
00:55:56:798, 290706301350763,    0.112,   14.000, 3900,  30.165,   3.386,   0.940,  24.241,   2.721,   0.756, 72,  0,   0.875,   0.098,   0.027,   0.222,   0.025,   0.007,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:55:56:923, 290706577332306,    0.237,   15.000, 3400,  33.510,   7.574,   2.104,  24.620,   5.798,   1.611, 67,  0,   0.731,   0.190,   0.053,   0.000,   0.025,   0.007,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:55:57:094, 290706956704217,    0.409,   21.000, 3000,  20.323,  11.066,   3.074,  15.326,   8.431,   2.342, 61,  0,   0.964,   0.355,   0.099,   0.330,   0.082,   0.023,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:55:57:204, 290707198385558,    0.518,   17.000, 2900,  15.817,  12.797,   3.555,  14.046,   9.969,   2.769, 61,  0,   0.931,   0.457,   0.127,   0.042,   0.086,   0.024,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:55:57:345, 290707508878518,    0.659,   10.000, 3000,  11.357,  14.394,   3.998,   9.610,  11.320,   3.144, 61,  0,   0.817,   0.572,   0.159,   0.050,   0.093,   0.026,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:55:57:454, 290707750543262,    0.769,    7.000, 3100,   9.881,  15.476,   4.299,   7.772,  12.171,   3.381, 55,  0,   0.839,   0.664,   0.184,   0.394,   0.136,   0.038,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:55:57:563, 290707991788499,    0.878,    5.000, 3300,   8.450,  16.399,   4.555,   6.731,  12.906,   3.585, 60,  0,   0.797,   0.751,   0.209,   0.264,   0.165,   0.046,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:55:57:673, 290708234431736,    0.988,    1.000, 3700,   4.659,  16.911,   4.697,   3.116,  13.248,   3.680, 53,  0,   0.746,   0.833,   0.231,   0.042,   0.170,   0.047,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:55:57:782, 290708474902079,    1.097,    0.000, 3900,   3.301,  17.270,   4.797,   1.805,  13.445,   3.735, 52,  0,   0.693,   0.908,   0.252,   0.184,   0.190,   0.053,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:55:57:892, 290708717433869,    1.206,    1.000, 4000,   6.370,  17.970,   4.992,   4.840,  13.977,   3.882, 57,  0,   0.716,   0.987,   0.274,   0.037,   0.194,   0.054,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
00:55:58:001, 290708958908703,    1.316,    0.000, 4000,   1.901,  18.178,   5.049,   0.661,  14.049,   3.902, 51,  0,   0.611,   1.054,   0.293,   0.000,   0.194,   0.054,  45.000,  60.000, 130.000,   0.000,   0.000,99999999,   0.000
