System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
10:06:38:362, 121035731940557,    0.101,   13.000, 3900,  29.660,   3.000,   0.833,  25.686,   2.598,   0.722, 66,  0,   0.920,   0.093,   0.026,  45.000,  60.000, 130.000,   0.000,   0.000
10:06:38:471, 121035972608510,    0.210,    9.000, 3900,  22.385,   5.440,   1.511,  20.657,   4.850,   1.347, 70,  0,   0.767,   0.177,   0.049,  45.000,  60.000, 130.000,   0.000,   0.000
10:06:38:583, 121036218627704,    0.322,    9.000, 4000,  22.439,   7.940,   2.206,  20.891,   7.177,   1.994, 72,  0,   0.701,   0.255,   0.071,  45.000,  60.000, 130.000,   0.000,   0.000
10:06:38:695, 121036465958454,    0.434,   18.000, 3900,  34.847,  11.843,   3.290,  32.827,  10.854,   3.015, 70,  0,   1.212,   0.391,   0.108,  45.000,  60.000, 130.000,   0.000,   0.000
10:06:38:805, 121036708739030,    0.544,   28.000, 3900,  41.405,  16.396,   4.554,  39.673,  15.217,   4.227, 82,  0,   1.303,   0.534,   0.148,  45.000,  60.000, 130.000,   0.000,   0.000
10:06:38:917, 121036956075481,    0.656,   21.000, 3900,  38.468,  20.705,   5.751,  36.492,  19.304,   5.362, 87,  0,   1.054,   0.652,   0.181,  45.000,  60.000, 130.000,   0.000,   0.000
10:06:39:026, 121037196773635,    0.765,   11.000, 3900,  24.809,  23.410,   6.503,  22.499,  21.757,   6.044, 72,  0,   0.988,   0.760,   0.211,  45.000,  60.000, 130.000,   0.000,   0.000
10:06:39:135, 121037438439686,    0.874,    2.000, 3900,   8.733,  24.366,   6.768,   6.964,  22.519,   6.255, 58,  0,   0.804,   0.848,   0.235,  45.000,  60.000, 130.000,   0.000,   0.000
10:06:39:243, 121037676161624,    0.982,    2.000, 3900,   8.428,  25.273,   7.020,   6.775,  23.249,   6.458, 57,  0,   0.815,   0.935,   0.260,  45.000,  60.000, 130.000,   0.000,   0.000
10:06:39:352, 121037917581837,    1.091,    3.000, 3900,   9.755,  26.340,   7.317,   8.014,  24.125,   6.701, 56,  0,   0.951,   1.039,   0.289,  45.000,  60.000, 130.000,   0.000,   0.000
