System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
10:42:29:475, 125785403402902,    0.106,   11.000, 3000,  13.360,   1.421,   0.395,  10.482,   1.115,   0.310, 62,  0,   0.822,   0.087,   0.024,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:29:586, 125785646801664,    0.217,    9.000, 3100,  12.221,   2.768,   0.769,  10.578,   2.281,   0.634, 62,  0,   0.717,   0.166,   0.046,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:29:698, 125785893972340,    0.329,   14.000, 3100,  15.952,   4.553,   1.265,  14.280,   3.879,   1.078, 62,  0,   0.801,   0.256,   0.071,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:29:809, 125786139027446,    0.439,   25.000, 2900,  21.055,   6.890,   1.914,  19.019,   5.990,   1.664, 63,  0,   1.007,   0.368,   0.102,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:29:920, 125786384213648,    0.551,   25.000, 2800,  18.544,   8.949,   2.486,  16.499,   7.822,   2.173, 60,  0,   1.282,   0.510,   0.142,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:30:032, 125786631525224,    0.663,   24.000, 2800,  16.801,  10.831,   3.009,  14.911,   9.492,   2.637, 61,  0,   1.042,   0.627,   0.174,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:30:144, 125786878859479,    0.775,   15.000, 2800,  12.280,  12.207,   3.391,  10.514,  10.670,   2.964, 58,  0,   0.877,   0.725,   0.201,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:30:256, 125787126204879,    0.887,   10.000, 2900,  10.309,  13.362,   3.712,   8.634,  11.637,   3.233, 61,  0,   0.748,   0.809,   0.225,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:30:364, 125787364604343,    0.995,    4.000, 3200,   7.374,  14.158,   3.933,   5.621,  12.244,   3.401, 60,  0,   0.746,   0.890,   0.247,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:30:473, 125787606317792,    1.104,    3.000, 3400,   5.878,  14.801,   4.111,   4.096,  12.693,   3.526, 56,  0,   0.859,   0.984,   0.273,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:30:583, 125787848763998,    1.214,    1.000, 3700,   4.083,  15.250,   4.236,   2.608,  12.979,   3.605, 57,  0,   0.774,   1.069,   0.297,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:30:692, 125788090250334,    1.323,    3.000, 3900,  11.263,  16.481,   4.578,   7.132,  13.759,   3.822, 66,  0,   0.758,   1.152,   0.320,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:30:802, 125788332969337,    1.433,    2.000, 3900,  14.568,  18.083,   5.023,   7.629,  14.598,   4.055, 59,  0,   0.609,   1.218,   0.338,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:30:912, 125788574261334,    1.542,    1.000, 3900,  13.412,  19.549,   5.430,   6.548,  15.313,   4.254, 60,  0,   0.578,   1.282,   0.356,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:31:018, 125788810356225,    1.649,    0.000, 4000,  12.292,  20.863,   5.795,   5.421,  15.893,   4.415, 60,  0,   0.578,   1.343,   0.373,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:31:128, 125789051346582,    1.758,    1.000, 3900,  13.653,  22.353,   6.209,   6.797,  16.635,   4.621, 60,  0,   0.605,   1.409,   0.392,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:31:236, 125789290150304,    1.867,    1.000, 3700,  14.561,  23.928,   6.647,   7.744,  17.472,   4.853, 60,  0,   0.585,   1.473,   0.409,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:31:343, 125789527738618,    1.974,    0.000, 4000,  12.928,  25.319,   7.033,   6.009,  18.119,   5.033, 60,  0,   0.583,   1.535,   0.427,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:31:451, 125789765489370,    2.082,    1.000, 4000,  10.754,  26.477,   7.355,   5.861,  18.750,   5.208, 58,  0,   0.581,   1.598,   0.444,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:31:560, 125790005101072,    2.190,   10.000, 3900,  25.341,  29.227,   8.119,  20.874,  21.015,   5.838, 64,  0,   0.824,   1.687,   0.469,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:31:667, 125790242660366,    2.298,    2.000, 4000,  12.247,  30.545,   8.485,   8.120,  21.889,   6.080, 58,  0,   0.643,   1.757,   0.488,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:31:776, 125790483612057,    2.407,    0.000, 3900,   8.800,  31.505,   8.751,   4.766,  22.409,   6.225, 57,  0,   0.568,   1.819,   0.505,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:31:884, 125790721695022,    2.515,    2.000, 4000,  11.374,  32.731,   9.092,   7.267,  23.192,   6.442, 58,  0,   0.595,   1.883,   0.523,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:31:994, 125790964348065,    2.625,    0.000, 3900,   7.362,  33.540,   9.317,   3.430,  23.569,   6.547, 57,  0,   0.560,   1.944,   0.540,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:32:103, 125791204339626,    2.734,    0.000, 4100,   7.716,  34.379,   9.550,   3.720,  23.974,   6.659, 57,  0,   0.565,   2.006,   0.557,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:32:213, 125791447649632,    2.844,    0.000, 4000,   4.778,  34.905,   9.696,   3.017,  24.306,   6.752, 55,  0,   0.783,   2.092,   0.581,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:32:325, 125791695387278,    2.956,    1.000, 3900,   3.897,  35.343,   9.817,   2.278,  24.562,   6.823, 54,  0,   0.764,   2.178,   0.605,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:32:450, 125791970852368,    3.081,    1.000, 3900,   6.475,  36.151,  10.042,   4.860,  25.168,   6.991, 55,  0,   0.760,   2.272,   0.631,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:32:558, 125792209799276,    3.189,    0.000, 3900,   3.627,  36.543,  10.151,   2.030,  25.388,   7.052, 54,  0,   0.738,   2.352,   0.653,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:32:669, 125792454912984,    3.300,    0.000, 3900,   4.341,  37.025,  10.285,   2.808,  25.699,   7.139, 54,  0,   0.731,   2.434,   0.676,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:32:779, 125792696778068,    3.409,    0.000, 4000,   3.907,  37.453,  10.404,   2.293,  25.951,   7.209, 54,  0,   0.738,   2.514,   0.698,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:32:886, 125792933107550,    3.517,    0.000, 4000,   4.262,  37.909,  10.530,   2.658,  26.235,   7.288, 54,  0,   0.777,   2.597,   0.722,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:32:996, 125793177470473,    3.627,    0.000, 3900,   3.860,  38.336,  10.649,   2.282,  26.488,   7.358, 55,  0,   0.747,   2.680,   0.744,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:33:107, 125793421353608,    3.738,    0.000, 4000,   3.943,  38.772,  10.770,   2.348,  26.747,   7.430, 54,  0,   0.750,   2.763,   0.768,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:33:217, 125793665098853,    3.848,    0.000, 4000,   3.505,  39.159,  10.877,   1.966,  26.964,   7.490, 54,  0,   0.724,   2.843,   0.790,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:33:327, 125793907061338,    3.958,    1.000, 3900,   5.049,  39.712,  11.031,   3.457,  27.343,   7.595, 54,  0,   0.760,   2.926,   0.813,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:33:437, 125794150445669,    4.068,    0.000, 3900,   4.026,  40.156,  11.154,   2.442,  27.612,   7.670, 53,  0,   0.741,   3.008,   0.836,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:33:549, 125794397095070,    4.180,    0.000, 3900,   3.885,  40.590,  11.275,   2.301,  27.869,   7.741, 53,  0,   0.743,   3.091,   0.859,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:33:661, 125794644822420,    4.292,    0.000, 4000,   4.161,  41.057,  11.405,   2.562,  28.156,   7.821, 54,  0,   0.767,   3.177,   0.882,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:33:772, 125794890003458,    4.403,    0.000, 3900,   3.696,  41.467,  11.519,   2.141,  28.394,   7.887, 54,  0,   0.755,   3.261,   0.906,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:33:881, 125795131898153,    4.512,    1.000, 3900,   5.712,  42.093,  11.692,   4.094,  28.843,   8.012, 54,  0,   0.708,   3.338,   0.927,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:33:992, 125795376648074,    4.623,    0.000, 3900,   3.879,  42.523,  11.812,   2.239,  29.091,   8.081, 54,  0,   0.780,   3.425,   0.951,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:34:102, 125795618546473,    4.733,    0.000, 3900,   3.935,  42.954,  11.932,   2.324,  29.346,   8.152, 53,  0,   0.769,   3.509,   0.975,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:34:212, 125795861839100,    4.843,    0.000, 4000,   4.053,  43.400,  12.056,   2.456,  29.616,   8.227, 53,  0,   0.734,   3.590,   0.997,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:34:321, 125796102531456,    4.952,    0.000, 4000,   3.955,  43.832,  12.175,   2.287,  29.865,   8.296, 54,  0,   0.798,   3.677,   1.021,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:34:431, 125796346416449,    5.062,    0.000, 4000,   4.087,  44.283,  12.301,   2.484,  30.140,   8.372, 54,  0,   0.781,   3.763,   1.045,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:34:542, 125796589818651,    5.173,    0.000, 3900,   3.681,  44.689,  12.414,   2.115,  30.373,   8.437, 53,  0,   0.749,   3.846,   1.068,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:34:650, 125796829781976,    5.281,    5.000, 3900,  12.914,  46.092,  12.803,  11.397,  31.612,   8.781, 63,  0,   0.835,   3.936,   1.093,  45.000,  60.000, 130.000,   0.000,   0.000
10:42:34:762, 125797075433738,    5.393,   13.000, 3900,  27.524,  49.154,  13.654,  25.669,  34.467,   9.574, 74,  0,   0.998,   4.047,   1.124,  45.000,  60.000, 130.000,   0.000,   0.000
