System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
10:49:50:103, 126758312702785,    0.123,   18.000, 3100,  20.398,   2.500,   0.695,  17.767,   2.178,   0.605, 64,  0,   0.835,   0.102,   0.028,  45.000,  60.000, 130.000,   0.000,   0.000
10:49:50:229, 126758590831392,    0.249,   17.000, 3000,  17.129,   4.658,   1.294,  15.464,   4.126,   1.146, 63,  0,   0.759,   0.198,   0.055,  45.000,  60.000, 130.000,   0.000,   0.000
10:49:50:357, 126758873536745,    0.377,   17.000, 3000,  15.143,   6.597,   1.832,  13.496,   5.854,   1.626, 62,  0,   0.699,   0.287,   0.080,  45.000,  60.000, 130.000,   0.000,   0.000
10:49:50:483, 126759151646550,    0.503,   30.000, 2700,  24.178,   9.642,   2.678,  18.324,   8.162,   2.267, 61,  0,   1.127,   0.429,   0.119,  45.000,  60.000, 130.000,   0.000,   0.000
10:49:50:593, 126759394553862,    0.613,   29.000, 2600,  20.287,  11.874,   3.298,  15.486,   9.865,   2.740, 60,  0,   1.009,   0.540,   0.150,  45.000,  60.000, 130.000,   0.000,   0.000
10:49:50:720, 126759675094529,    0.740,   33.000, 2500,  16.861,  14.016,   3.893,  14.981,  11.769,   3.269, 58,  0,   1.054,   0.674,   0.187,  45.000,  60.000, 130.000,   0.000,   0.000
10:49:50:831, 126759920061726,    0.851,   24.000, 2500,  13.927,  15.561,   4.323,  12.189,  13.121,   3.645, 59,  0,   0.888,   0.773,   0.215,  45.000,  60.000, 130.000,   0.000,   0.000
10:49:50:958, 126760200485192,    0.978,   21.000, 2500,  12.916,  17.202,   4.778,  10.702,  14.480,   4.022, 59,  0,   0.872,   0.884,   0.245,  45.000,  60.000, 130.000,   0.000,   0.000
10:49:51:069, 126760445586450,    1.089,   19.000, 2600,  13.114,  18.657,   5.183,  10.643,  15.662,   4.350, 58,  0,   0.896,   0.983,   0.273,  45.000,  60.000, 130.000,   0.000,   0.000
10:49:51:197, 126760728273853,    1.217,   18.000, 2900,  13.784,  20.422,   5.673,  12.051,  17.205,   4.779, 61,  0,   0.802,   1.086,   0.302,  45.000,  60.000, 130.000,   0.000,   0.000
10:49:51:309, 126760975472734,    1.329,   15.000, 2900,  14.195,  22.011,   6.114,  12.499,  18.604,   5.168, 59,  0,   0.772,   1.172,   0.326,  45.000,  60.000, 130.000,   0.000,   0.000
10:49:51:435, 126761253668132,    1.455,   16.000, 3000,  13.925,  23.766,   6.602,  12.085,  20.127,   5.591, 60,  0,   0.812,   1.275,   0.354,  45.000,  60.000, 130.000,   0.000,   0.000
10:49:51:545, 126761496772658,    1.565,   11.000, 3100,  12.133,  25.102,   6.973,  10.486,  21.281,   5.911, 61,  0,   0.667,   1.348,   0.374,  45.000,  60.000, 130.000,   0.000,   0.000
10:49:51:671, 126761774794534,    1.691,    9.000, 3200,  11.802,  26.588,   7.385,  10.068,  22.549,   6.264, 60,  0,   0.611,   1.425,   0.396,  45.000,  60.000, 130.000,   0.000,   0.000
10:49:51:797, 126762052960910,    1.817,   12.000, 3200,  13.807,  28.327,   7.869,  12.137,  24.078,   6.688, 63,  0,   0.671,   1.509,   0.419,  45.000,  60.000, 130.000,   0.000,   0.000
10:49:51:909, 126762300259236,    1.929,    9.000, 3600,  14.052,  29.901,   8.306,  12.396,  25.466,   7.074, 67,  0,   0.596,   1.576,   0.438,  45.000,  60.000, 130.000,   0.000,   0.000
10:49:52:021, 126762547595950,    2.041,    8.000, 3600,  15.067,  31.589,   8.775,  13.432,  26.971,   7.492, 65,  0,   0.606,   1.644,   0.457,  45.000,  60.000, 130.000,   0.000,   0.000
10:49:52:133, 126762794849558,    2.153,   10.000, 3500,  16.507,  33.437,   9.288,  14.844,  28.633,   7.954, 66,  0,   0.668,   1.719,   0.477,  45.000,  60.000, 130.000,   0.000,   0.000
10:49:52:243, 126763037744458,    2.263,    8.000, 3500,  14.876,  35.074,   9.743,  13.262,  30.092,   8.359, 67,  0,   0.590,   1.784,   0.496,  45.000,  60.000, 130.000,   0.000,   0.000
10:49:52:355, 126763284959728,    2.374,    8.000, 3500,  14.711,  36.721,  10.200,  13.076,  31.556,   8.766, 67,  0,   0.594,   1.850,   0.514,  45.000,  60.000, 130.000,   0.000,   0.000
10:49:52:465, 126763527936912,    2.485,    9.000, 3500,  15.706,  38.449,  10.680,  14.055,  33.103,   9.195, 66,  0,   0.627,   1.919,   0.533,  45.000,  60.000, 130.000,   0.000,   0.000
10:49:52:575, 126763770789616,    2.595,    8.000, 3500,  14.803,  40.077,  11.133,  13.137,  34.548,   9.597, 67,  0,   0.605,   1.986,   0.552,  45.000,  60.000, 130.000,   0.000,   0.000
10:49:52:702, 126764051190004,    2.722,    8.000, 3500,  14.187,  41.879,  11.633,  12.574,  36.145,  10.040, 67,  0,   0.583,   2.060,   0.572,  45.000,  60.000, 130.000,   0.000,   0.000
10:49:52:811, 126764291871100,    2.831,    8.000, 3500,  14.736,  43.485,  12.079,  13.098,  37.572,  10.437, 67,  0,   0.601,   2.125,   0.590,  45.000,  60.000, 130.000,   0.000,   0.000
10:49:52:919, 126764530479370,    2.939,   11.000, 3500,  16.508,  45.269,  12.575,  14.882,  39.180,  10.883, 67,  0,   0.627,   2.193,   0.609,  45.000,  60.000, 130.000,   0.000,   0.000
