System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
11:02:59:879, 128502140814978,    0.102,   19.000, 3200,  21.643,   2.208,   0.613,  19.596,   1.999,   0.555, 63,  0,   0.863,   0.088,   0.024,  45.000,  60.000, 130.000,   0.000,   0.000
11:02:59:991, 128502388142397,    0.214,   17.000, 3100,  17.715,   4.193,   1.165,  16.028,   3.795,   1.054, 61,  0,   0.758,   0.173,   0.048,  45.000,  60.000, 130.000,   0.000,   0.000
11:03:00:103, 128502635321968,    0.326,   26.000, 2900,  20.870,   6.529,   1.814,  19.152,   5.939,   1.650, 62,  0,   0.949,   0.279,   0.078,  45.000,  60.000, 130.000,   0.000,   0.000
11:03:00:213, 128502878253261,    0.436,   28.000, 2900,  22.017,   8.951,   2.486,  20.162,   8.157,   2.266, 62,  0,   1.006,   0.390,   0.108,  45.000,  60.000, 130.000,   0.000,   0.000
11:03:00:325, 128503125505054,    0.548,   31.000, 2700,  20.472,  11.244,   3.123,  18.425,  10.220,   2.839, 61,  0,   1.253,   0.530,   0.147,  45.000,  60.000, 130.000,   0.000,   0.000
11:03:00:435, 128503368403630,    0.658,   34.000, 2600,  18.586,  13.288,   3.691,  16.902,  12.080,   3.355, 62,  0,   1.016,   0.642,   0.178,  45.000,  60.000, 130.000,   0.000,   0.000
11:03:00:547, 128503615697915,    0.770,   25.000, 2500,  15.882,  15.067,   4.185,  13.918,  13.638,   3.788, 60,  0,   0.984,   0.752,   0.209,  45.000,  60.000, 130.000,   0.000,   0.000
11:03:00:691, 128503933824202,    0.914,   19.000, 2600,  12.302,  16.840,   4.678,  10.361,  15.131,   4.203, 59,  0,   0.796,   0.867,   0.241,  45.000,  60.000, 130.000,   0.000,   0.000
11:03:00:799, 128504172362300,    1.022,   23.000, 2600,  14.859,  18.445,   5.124,  12.576,  16.490,   4.580, 58,  0,   0.927,   0.967,   0.269,  45.000,  60.000, 130.000,   0.000,   0.000
11:03:00:925, 128504450551250,    1.148,   18.000, 2700,  12.899,  20.070,   5.575,  10.715,  17.840,   4.955, 59,  0,   0.823,   1.071,   0.297,  45.000,  60.000, 130.000,   0.000,   0.000
11:03:01:037, 128504697756559,    1.260,   20.000, 2900,  15.080,  21.758,   6.044,  13.441,  19.344,   5.373, 59,  0,   0.814,   1.162,   0.323,  45.000,  60.000, 130.000,   0.000,   0.000
11:03:01:146, 128504938466930,    1.369,   11.000, 3000,  12.299,  23.099,   6.416,  10.377,  20.476,   5.688, 61,  0,   0.746,   1.243,   0.345,  45.000,  60.000, 130.000,   0.000,   0.000
11:03:01:254, 128505176947184,    1.477,   15.000, 3000,  14.862,  24.704,   6.862,  13.244,  21.906,   6.085, 61,  0,   0.728,   1.322,   0.367,  45.000,  60.000, 130.000,   0.000,   0.000
11:03:01:379, 128505453055540,    1.602,    9.000, 3200,  11.096,  26.092,   7.248,   9.363,  23.077,   6.410, 61,  0,   0.608,   1.398,   0.388,  45.000,  60.000, 130.000,   0.000,   0.000
11:03:01:503, 128505726786788,    1.726,    9.000, 3300,  11.803,  27.555,   7.654,  10.189,  24.340,   6.761, 63,  0,   0.599,   1.472,   0.409,  45.000,  60.000, 130.000,   0.000,   0.000
11:03:01:630, 128506007225055,    1.853,   10.000, 3400,  13.618,  29.285,   8.135,  11.999,  25.864,   7.184, 65,  0,   0.599,   1.548,   0.430,  45.000,  60.000, 130.000,   0.000,   0.000
11:03:01:741, 128506252306460,    1.964,    9.000, 3400,  15.581,  31.014,   8.615,  13.889,  27.406,   7.613, 65,  0,   0.672,   1.623,   0.451,  45.000,  60.000, 130.000,   0.000,   0.000
11:03:01:867, 128506530535872,    2.090,   10.000, 3400,  14.487,  32.840,   9.122,  12.794,  29.018,   8.061, 64,  0,   0.642,   1.704,   0.473,  45.000,  60.000, 130.000,   0.000,   0.000
11:03:01:978, 128506775516079,    2.201,    9.000, 3400,  14.292,  34.425,   9.563,  12.683,  30.425,   8.451, 66,  0,   0.592,   1.769,   0.491,  45.000,  60.000, 130.000,   0.000,   0.000
11:03:02:089, 128507020704812,    2.312,    9.000, 3400,  15.270,  36.121,  10.034,  13.017,  31.870,   8.853, 66,  0,   0.605,   1.836,   0.510,  45.000,  60.000, 130.000,   0.000,   0.000
11:03:02:216, 128507301031160,    2.439,    9.000, 3400,  14.079,  37.909,  10.530,  12.456,  33.452,   9.292, 66,  0,   0.597,   1.912,   0.531,  45.000,  60.000, 130.000,   0.000,   0.000
11:03:02:324, 128507539545516,    2.547,   10.000, 3400,  15.117,  39.542,  10.984,  13.479,  34.908,   9.697, 66,  0,   0.595,   1.977,   0.549,  45.000,  60.000, 130.000,   0.000,   0.000
