System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
10:16:54:231, 122395573568213,    6.589,   24.000, 3900,  36.244, 125.387,  34.830,  34.428, 108.294,  30.082, 71,  0,   1.302,   6.556,   1.821,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:54:339, 122395813212434,    6.697,   10.000, 3900,  23.035, 127.887,  35.524,  21.392, 110.616,  30.727, 64,  0,   0.875,   6.651,   1.848,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:54:441, 122396037934402,    6.799,   23.000, 3900,  35.688, 131.519,  36.533,  33.774, 114.053,  31.682, 71,  0,   1.319,   6.785,   1.885,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:54:543, 122396263330558,    6.901,   27.000, 3700,  37.503, 135.348,  37.597,  35.474, 117.675,  32.687, 71,  0,   1.396,   6.928,   1.924,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:54:646, 122396490674474,    7.004,   47.000, 3000,  37.565, 139.215,  38.671,  35.450, 121.325,  33.701, 68,  0,   1.801,   7.113,   1.976,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:54:764, 122396751270658,    7.122,   25.000, 2800,  19.165, 141.477,  39.299,  17.115, 123.345,  34.262, 65,  0,   1.272,   7.264,   2.018,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:54:876, 122396998531588,    7.234,   10.000, 2900,  10.705, 142.676,  39.632,   9.033, 124.356,  34.543, 66,  0,   0.778,   7.351,   2.042,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:55:021, 122397318735376,    7.379,   10.000, 3100,  11.370, 144.325,  40.090,   9.718, 125.766,  34.935, 61,  0,   0.741,   7.458,   2.072,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:55:129, 122397557191430,    7.487,   12.000, 3100,  12.278, 145.651,  40.459,  10.605, 126.911,  35.253, 65,  0,   0.727,   7.537,   2.094,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:55:231, 122397782420660,    7.589,   23.000, 3100,  19.404, 147.630,  41.008,  17.520, 128.698,  35.749, 66,  0,   1.062,   7.645,   2.124,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:55:335, 122398012012592,    7.693,   36.000, 2700,  26.917, 150.429,  41.786,  19.613, 130.737,  36.316, 64,  0,   1.283,   7.779,   2.161,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:55:437, 122398237273514,    7.795,   11.000, 2700,  12.757, 151.731,  42.147,   8.366, 131.591,  36.553, 64,  0,   0.767,   7.857,   2.182,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:55:550, 122398486737196,    7.908,   12.000, 2800,  10.572, 152.925,  42.479,   8.916, 132.598,  36.833, 62,  0,   0.750,   7.942,   2.206,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:55:657, 122398722999462,    8.015,    9.000, 3000,   9.701, 153.963,  42.768,   8.054, 133.460,  37.072, 64,  0,   0.716,   8.018,   2.227,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:55:762, 122398954941488,    8.120,   22.000, 2900,  17.254, 155.776,  43.271,  15.268, 135.064,  37.518, 61,  0,   1.226,   8.147,   2.263,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:55:867, 122399186775780,    8.225,   17.000, 3000,  13.050, 157.146,  43.652,  11.265, 136.247,  37.846, 62,  0,   0.891,   8.240,   2.289,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:55:971, 122399416449596,    8.329,   11.000, 3200,  11.689, 158.362,  43.989,   9.958, 137.283,  38.134, 65,  0,   0.766,   8.320,   2.311,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:56:076, 122399648166900,    8.434,   10.000, 3300,  12.296, 159.652,  44.348,  10.557, 138.390,  38.442, 67,  0,   0.755,   8.399,   2.333,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:56:236, 122400001436988,    8.594,   14.000, 3300,  14.327, 161.944,  44.985,  12.645, 140.414,  39.004, 68,  0,   0.770,   8.523,   2.367,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:56:390, 122400341525052,    8.748,   27.000, 2900,  22.635, 165.431,  45.953,  20.693, 143.601,  39.889, 63,  0,   1.239,   8.713,   2.420,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:56:539, 122400670414114,    8.897,   30.000, 2700,  19.324, 168.309,  46.752,  17.326, 146.182,  40.606, 63,  0,   1.328,   8.911,   2.475,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:56:669, 122400957634302,    9.027,   27.000, 2700,  15.908, 170.378,  47.327,  14.109, 148.017,  41.116, 62,  0,   1.078,   9.052,   2.514,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:56:791, 122401226872604,    9.149,   42.000, 2500,  19.422, 172.747,  47.985,  17.582, 150.161,  41.711, 60,  0,   1.426,   9.225,   2.563,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:56:919, 122401509506891,    9.277,   37.000, 2400,  17.357, 174.968,  48.602,  15.202, 152.107,  42.252, 61,  0,   1.393,   9.404,   2.612,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:57:053, 122401805436492,    9.411,   35.000, 2300,  16.002, 177.113,  49.198,  13.998, 153.983,  42.773, 61,  0,   1.393,   9.590,   2.664,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:57:211, 122402154276544,    9.569,   26.000, 2400,  12.133, 179.030,  49.731,  10.221, 155.598,  43.222, 61,  0,   0.998,   9.748,   2.708,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:57:315, 122402383928558,    9.673,   33.000, 2400,  15.612, 180.654,  50.182,  13.640, 157.016,  43.616, 59,  0,   1.236,   9.877,   2.744,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:57:433, 122402644503538,    9.791,   24.000, 2400,  12.387, 182.116,  50.588,  10.624, 158.270,  43.964, 61,  0,   1.012,   9.996,   2.777,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:57:568, 122402942638444,    9.926,   19.000, 2500,  12.573, 183.813,  51.059,  10.853, 159.736,  44.371, 61,  0,   0.976,  10.128,   2.813,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:57:722, 122403282588438,   10.080,   32.000, 2500,  14.734, 186.082,  51.689,  12.989, 161.735,  44.926, 61,  0,   1.051,  10.290,   2.858,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:57:850, 122403565207978,   10.208,   31.000, 2500,  15.669, 188.087,  52.246,  13.735, 163.493,  45.415, 62,  0,   1.202,  10.444,   2.901,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:57:952, 122403790419704,   10.310,   18.000, 2600,  11.646, 189.275,  52.576,   9.913, 164.504,  45.696, 61,  0,   0.966,  10.542,   2.928,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:58:065, 122404039906272,   10.423,   19.000, 2600,  12.468, 190.684,  52.968,  10.708, 165.714,  46.032, 62,  0,   0.939,  10.648,   2.958,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:58:172, 122404276188566,   10.530,   20.000, 2700,  13.257, 192.102,  53.362,  11.549, 166.950,  46.375, 63,  0,   0.909,  10.745,   2.985,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:58:287, 122404530071016,   10.645,   17.000, 2700,  12.936, 193.590,  53.775,  11.227, 168.241,  46.734, 62,  0,   0.931,  10.852,   3.015,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:58:400, 122404779601870,   10.758,   20.000, 2800,  14.107, 195.184,  54.218,  12.469, 169.650,  47.125, 62,  0,   0.958,  10.961,   3.045,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:58:531, 122405068862348,   10.889,   35.000, 2600,  20.507, 197.871,  54.964,  18.506, 172.075,  47.799, 61,  0,   1.458,  11.152,   3.098,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:58:697, 122405435364107,   11.055,   47.000, 2400,  17.833, 200.831,  55.786,  15.893, 174.713,  48.531, 61,  0,   1.334,  11.373,   3.159,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:58:811, 122405686994071,   11.169,   51.000, 2200,  18.642, 202.955,  56.376,  16.235, 176.563,  49.045, 61,  0,   1.710,  11.568,   3.213,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:58:917, 122405921141269,   11.275,   55.000, 1700,  17.752, 204.838,  56.899,  14.550, 178.106,  49.474, 59,  0,   1.671,  11.745,   3.263,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:59:026, 122406161805914,   11.384,   48.000, 1700,  14.112, 206.376,  57.327,  10.542, 179.255,  49.793, 59,  0,   1.432,  11.901,   3.306,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:59:129, 122406389330894,   11.487,   39.000, 1800,  14.023, 207.821,  57.728,  10.139, 180.300,  50.083, 58,  0,   1.247,  12.030,   3.342,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:59:254, 122406665353578,   11.612,   27.000, 1800,  12.741, 209.414,  58.170,   8.625, 181.378,  50.383, 57,  0,   1.066,  12.163,   3.379,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:59:379, 122406941203004,   11.737,   22.000, 2000,   8.427, 210.466,  58.463,   6.655, 182.209,  50.614, 58,  0,   0.916,  12.278,   3.410,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:59:491, 122407188510348,   11.849,   32.000, 2100,  12.774, 211.897,  58.860,  10.819, 183.421,  50.950, 60,  0,   1.407,  12.435,   3.454,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:59:596, 122407420335722,   11.954,   34.000, 2400,  12.562, 213.216,  59.227,  10.692, 184.544,  51.262, 58,  0,   1.291,  12.571,   3.492,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:59:701, 122407652249400,   12.059,   36.000, 2100,  15.682, 214.863,  59.684,  13.601, 185.972,  51.659, 60,  0,   1.301,  12.707,   3.530,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:59:845, 122407970149004,   12.203,   39.000, 2100,  13.332, 216.783,  60.217,  11.336, 187.604,  52.112, 59,  0,   1.222,  12.883,   3.579,  45.000,  60.000, 130.000,   0.000,   0.000
10:16:59:984, 122408277013494,   12.342,   29.000, 2200,  12.617, 218.536,  60.705,  10.786, 189.103,  52.529, 59,  0,   1.159,  13.044,   3.623,  45.000,  60.000, 130.000,   0.000,   0.000
10:17:00:111, 122408557640854,   12.469,   21.000, 2300,  11.150, 219.953,  61.098,   9.348, 190.292,  52.859, 59,  0,   1.095,  13.184,   3.662,  45.000,  60.000, 130.000,   0.000,   0.000
10:17:00:241, 122408844642660,   12.599,   16.000, 2500,  10.113, 221.268,  61.463,   8.385, 191.381,  53.162, 60,  0,   0.912,  13.302,   3.695,  45.000,  60.000, 130.000,   0.000,   0.000
10:17:00:370, 122409129385986,   12.728,   15.000, 2700,  10.590, 222.634,  61.843,   8.925, 192.532,  53.481, 62,  0,   0.845,  13.411,   3.725,  45.000,  60.000, 130.000,   0.000,   0.000
10:17:00:520, 122409460600170,   12.878,   16.000, 2800,  11.743, 224.395,  62.332,   9.987, 194.030,  53.897, 62,  0,   0.932,  13.551,   3.764,  45.000,  60.000, 130.000,   0.000,   0.000
10:17:00:626, 122409694599456,   12.984,   16.000, 2800,  13.188, 225.793,  62.720,  11.367, 195.235,  54.232, 63,  0,   1.012,  13.658,   3.794,  45.000,  60.000, 130.000,   0.000,   0.000
10:17:00:748, 122409963977498,   13.106,   23.000, 2800,  15.789, 227.719,  63.255,  14.029, 196.947,  54.707, 62,  0,   1.112,  13.794,   3.832,  45.000,  60.000, 130.000,   0.000,   0.000
10:17:00:856, 122410202418246,   13.214,    8.000, 3000,   9.275, 228.721,  63.533,   7.565, 197.764,  54.934, 59,  0,   0.786,  13.879,   3.855,  45.000,  60.000, 130.000,   0.000,   0.000
10:17:00:958, 122410427904758,   13.316,    3.000, 3200,   6.173, 229.351,  63.709,   4.535, 198.227,  55.063, 57,  0,   0.810,  13.961,   3.878,  45.000,  60.000, 130.000,   0.000,   0.000
10:17:01:060, 122410652511676,   13.418,    3.000, 3500,   6.566, 230.019,  63.894,   4.816, 198.717,  55.199, 57,  0,   0.911,  14.054,   3.904,  45.000,  60.000, 130.000,   0.000,   0.000
10:17:01:162, 122410877057838,   13.520,    5.000, 3600,   9.447, 230.980,  64.161,   7.749, 199.505,  55.418, 57,  0,   0.921,  14.148,   3.930,  45.000,  60.000, 130.000,   0.000,   0.000
10:17:01:263, 122411101983698,   13.621,    4.000, 3800,   9.646, 231.962,  64.434,   7.847, 200.304,  55.640, 58,  0,   0.885,  14.238,   3.955,  45.000,  60.000, 130.000,   0.000,   0.000
10:17:01:367, 122411330732232,   13.725,    3.000, 3900,   8.568, 232.850,  64.681,   6.888, 201.018,  55.838, 59,  0,   0.859,  14.327,   3.980,  45.000,  60.000, 130.000,   0.000,   0.000
10:17:01:471, 122411559380862,   13.829,    3.000, 3900,   9.050, 233.787,  64.941,   7.333, 201.777,  56.049, 58,  0,   0.903,  14.420,   4.006,  45.000,  60.000, 130.000,   0.000,   0.000
10:17:01:572, 122411783270298,   13.930,    4.000, 3900,  10.714, 234.873,  65.243,   8.936, 202.683,  56.301, 58,  0,   0.894,  14.511,   4.031,  45.000,  60.000, 130.000,   0.000,   0.000
10:17:01:674, 122412008141218,   14.032,    3.000, 3900,   8.003, 235.688,  65.469,   6.378, 203.333,  56.481, 58,  0,   0.921,  14.605,   4.057,  45.000,  60.000, 130.000,   0.000,   0.000
10:17:01:775, 122412231736016,   14.133,    3.000, 3900,   8.569, 236.556,  65.710,   6.785, 204.020,  56.672, 58,  0,   0.901,  14.696,   4.082,  45.000,  60.000, 130.000,   0.000,   0.000
10:17:01:877, 122412456161440,   14.235,    4.000, 3900,   9.236, 237.495,  65.971,   7.578, 204.790,  56.886, 60,  0,   0.883,  14.786,   4.107,  45.000,  60.000, 130.000,   0.000,   0.000
10:17:01:980, 122412683192784,   14.338,    3.000, 3900,   8.953, 238.415,  66.227,   7.243, 205.535,  57.093, 57,  0,   0.892,  14.878,   4.133,  45.000,  60.000, 130.000,   0.000,   0.000
10:17:02:082, 122412910171532,   14.440,    5.000, 3900,  11.656, 239.614,  66.559,   9.902, 206.552,  57.376, 58,  0,   0.943,  14.975,   4.160,  45.000,  60.000, 130.000,   0.000,   0.000
10:17:02:184, 122413134268586,   14.542,    4.000, 3900,  10.846, 240.714,  66.865,   9.123, 207.478,  57.633, 58,  0,   0.942,  15.070,   4.186,  45.000,  60.000, 130.000,   0.000,   0.000
10:17:02:286, 122413359840996,   14.644,    3.000, 3900,   8.206, 241.553,  67.098,   6.499, 208.142,  57.817, 57,  0,   0.919,  15.164,   4.212,  45.000,  60.000, 130.000,   0.000,   0.000
