System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
10:13:53:351, 121996189900050,    0.105,   10.000, 3900,  25.328,   2.663,   0.740,  22.031,   2.316,   0.643, 70,  0,   0.838,   0.088,   0.024,  45.000,  60.000, 130.000,   0.000,   0.000
10:13:53:461, 121996433098827,    0.215,    9.000, 3900,  22.200,   5.108,   1.419,  20.515,   4.576,   1.271, 73,  0,   0.777,   0.174,   0.048,  45.000,  60.000, 130.000,   0.000,   0.000
10:13:53:571, 121996675898977,    0.325,    9.000, 3900,  23.029,   7.641,   2.122,  21.331,   6.921,   1.923, 70,  0,   0.759,   0.257,   0.071,  45.000,  60.000, 130.000,   0.000,   0.000
10:13:53:681, 121996918796670,    0.435,   21.000, 3900,  36.706,  11.678,   3.244,  34.773,  10.747,   2.985, 74,  0,   1.286,   0.399,   0.111,  45.000,  60.000, 130.000,   0.000,   0.000
10:13:53:789, 121997157320337,    0.543,   31.000, 3900,  45.195,  16.561,   4.600,  43.070,  15.399,   4.278, 70,  0,   1.299,   0.539,   0.150,  45.000,  60.000, 130.000,   0.000,   0.000
10:13:53:901, 121997404193824,    0.655,   14.000, 3900,  27.983,  19.689,   5.469,  26.145,  18.323,   5.090, 73,  0,   0.942,   0.644,   0.179,  45.000,  60.000, 130.000,   0.000,   0.000
10:13:54:027, 121997681718304,    0.781,    7.000, 3900,  19.727,  22.169,   6.158,  17.740,  20.552,   5.709, 61,  0,   0.849,   0.751,   0.209,  45.000,  60.000, 130.000,   0.000,   0.000
10:13:54:135, 121997921464198,    0.889,    3.000, 3900,   9.233,  23.171,   6.436,   7.508,  21.368,   5.935, 57,  0,   0.815,   0.839,   0.233,  45.000,  60.000, 130.000,   0.000,   0.000
10:13:54:243, 121998159963416,    0.997,    1.000, 4000,   7.277,  23.957,   6.655,   5.570,  21.969,   6.103, 57,  0,   0.831,   0.929,   0.258,  45.000,  60.000, 130.000,   0.000,   0.000
10:13:54:351, 121998397632060,    1.105,    2.000, 4000,   6.567,  24.664,   6.851,   4.835,  22.490,   6.247, 56,  0,   0.913,   1.027,   0.285,  45.000,  60.000, 130.000,   0.000,   0.000
10:13:54:459, 121998637003312,    1.213,    1.000, 4000,   6.622,  25.382,   7.051,   4.923,  23.023,   6.395, 56,  0,   0.869,   1.122,   0.312,  45.000,  60.000, 130.000,   0.000,   0.000
10:13:54:568, 121998876570201,    1.322,    2.000, 4000,   6.804,  26.120,   7.256,   5.113,  23.578,   6.550, 55,  0,   0.906,   1.220,   0.339,  45.000,  60.000, 130.000,   0.000,   0.000
10:13:54:676, 121999116191182,    1.430,    1.000, 4000,   6.251,  26.799,   7.444,   4.541,  24.071,   6.686, 55,  0,   0.898,   1.317,   0.366,  45.000,  60.000, 130.000,   0.000,   0.000
10:13:54:787, 121999361948018,    1.542,    3.000, 3900,   9.702,  27.879,   7.744,   7.954,  24.956,   6.932, 56,  0,   0.941,   1.422,   0.395,  45.000,  60.000, 130.000,   0.000,   0.000
10:13:54:896, 121999601354512,    1.650,    2.000, 3900,   7.517,  28.694,   7.970,   5.818,  25.587,   7.108, 55,  0,   0.867,   1.516,   0.421,  45.000,  60.000, 130.000,   0.000,   0.000
10:13:55:005, 121999843029652,    1.760,    1.000, 3800,  11.479,  29.950,   8.320,   6.471,  26.296,   7.304, 58,  0,   0.674,   1.590,   0.442,  45.000,  60.000, 130.000,   0.000,   0.000
10:13:55:113, 122000079418090,    1.867,    1.000, 3900,  13.060,  31.348,   8.708,   6.287,  26.969,   7.491, 59,  0,   0.595,   1.654,   0.459,  45.000,  60.000, 130.000,   0.000,   0.000
10:13:55:221, 122000319783194,    1.976,    1.000, 4000,  13.315,  32.798,   9.111,   6.430,  27.669,   7.686, 59,  0,   0.593,   1.718,   0.477,  45.000,  60.000, 130.000,   0.000,   0.000
10:13:55:330, 122000558556770,    2.084,    3.000, 4000,  15.905,  34.518,   9.588,   9.194,  28.663,   7.962, 63,  0,   0.702,   1.794,   0.498,  45.000,  60.000, 130.000,   0.000,   0.000
10:13:55:438, 122000798057720,    2.192,    5.000, 3900,  20.367,  36.727,  10.202,  13.184,  30.093,   8.359, 67,  0,   0.707,   1.871,   0.520,  45.000,  60.000, 130.000,   0.000,   0.000
10:13:55:549, 122001043047206,    2.303,    3.000, 4000,  15.687,  38.468,  10.685,   8.780,  31.067,   8.630, 60,  0,   0.601,   1.937,   0.538,  45.000,  60.000, 130.000,   0.000,   0.000
10:13:55:657, 122001282025048,    2.411,    0.000, 3900,  11.354,  39.697,  11.027,   4.557,  31.560,   8.767, 60,  0,   0.568,   1.999,   0.555,  45.000,  60.000, 130.000,   0.000,   0.000
10:13:55:766, 122001523060780,    2.521,    8.000, 3900,  26.276,  42.565,  11.824,  19.386,  33.677,   9.355, 60,  0,   0.811,   2.087,   0.580,  45.000,  60.000, 130.000,   0.000,   0.000
10:13:55:874, 122001761135622,    2.628,    4.000, 3700,  15.831,  44.272,  12.298,   9.029,  34.650,   9.625, 68,  0,   0.655,   2.158,   0.599,  45.000,  60.000, 130.000,   0.000,   0.000
10:13:55:985, 122002005097668,    2.739,   15.000, 3900,  37.534,  48.419,  13.450,  30.679,  38.040,  10.567, 65,  0,   0.980,   2.266,   0.630,  45.000,  60.000, 130.000,   0.000,   0.000
10:13:56:096, 122002250971713,    2.850,   64.000, 3300,  55.427,  54.591,  15.164,  48.230,  43.411,  12.058, 75,  0,   1.887,   2.476,   0.688,  45.000,  60.000, 130.000,   0.000,   0.000
