System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
10:53:10:220, 127200170308434,    0.121,   23.000, 2800,  23.997,   2.907,   0.808,  16.934,   2.051,   0.570, 60,  0,   0.873,   0.106,   0.029,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:10:329, 127200410928136,    0.230,   17.000, 2800,  13.996,   4.432,   1.231,  12.290,   3.391,   0.942, 60,  0,   0.775,   0.190,   0.053,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:10:438, 127200651525523,    0.339,   24.000, 2800,  17.223,   6.309,   1.753,  15.534,   5.083,   1.412, 60,  0,   0.833,   0.281,   0.078,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:10:550, 127200898839654,    0.451,   29.000, 2700,  18.729,   8.407,   2.335,  16.957,   6.983,   1.940, 59,  0,   0.968,   0.389,   0.108,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:10:660, 127201141761713,    0.561,   40.000, 2500,  20.434,  10.655,   2.960,  18.347,   9.001,   2.500, 60,  0,   1.382,   0.541,   0.150,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:10:770, 127201384603721,    0.671,   30.000, 2500,  16.145,  12.431,   3.453,  14.329,  10.577,   2.938, 58,  0,   1.025,   0.654,   0.182,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:10:880, 127201627546964,    0.781,   35.000, 2600,  18.542,  14.471,   4.020,  16.572,  12.401,   3.445, 60,  0,   1.092,   0.774,   0.215,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:10:990, 127201870363285,    0.891,   22.000, 2600,  14.391,  16.053,   4.459,  12.678,  13.795,   3.832, 58,  0,   0.846,   0.867,   0.241,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:11:102, 127202117830468,    1.003,   20.000, 2600,  14.058,  17.629,   4.897,  11.838,  15.121,   4.200, 59,  0,   0.875,   0.965,   0.268,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:11:214, 127202365091026,    1.115,   20.000, 2700,  13.813,  19.176,   5.327,  11.365,  16.394,   4.554, 58,  0,   0.891,   1.065,   0.296,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:11:326, 127202612455664,    1.227,   17.000, 2700,  12.933,  20.625,   5.729,  11.240,  17.653,   4.904, 59,  0,   0.764,   1.151,   0.320,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:11:453, 127202892847128,    1.354,   19.000, 2800,  13.594,  22.351,   6.209,  11.789,  19.150,   5.320, 59,  0,   0.839,   1.257,   0.349,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:11:562, 127203133401275,    1.463,   10.000, 3200,  11.307,  23.583,   6.551,   9.531,  20.189,   5.608, 62,  0,   0.634,   1.326,   0.368,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:11:672, 127203376422122,    1.573,   11.000, 3200,  13.463,  25.065,   6.962,  11.740,  21.481,   5.967, 63,  0,   0.656,   1.398,   0.388,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:11:798, 127203654647750,    1.699,   10.000, 3300,  12.638,  26.657,   7.405,  10.978,  22.864,   6.351, 63,  0,   0.642,   1.479,   0.411,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:11:923, 127203930643162,    1.824,    9.000, 3400,  12.516,  28.222,   7.839,  10.879,  24.224,   6.729, 64,  0,   0.599,   1.554,   0.432,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:12:049, 127204208898918,    1.950,    9.000, 3500,  13.134,  29.877,   8.299,  11.470,  25.670,   7.130, 65,  0,   0.602,   1.630,   0.453,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:12:177, 127204491482304,    2.078,    8.000, 3500,  13.871,  31.652,   8.792,  12.234,  27.235,   7.565, 66,  0,   0.595,   1.706,   0.474,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:12:303, 127204769657382,    2.204,    9.000, 3500,  15.272,  33.576,   9.327,  13.652,  28.955,   8.043, 66,  0,   0.609,   1.783,   0.495,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:12:413, 127205012510890,    2.314,    9.000, 3500,  16.321,  35.371,   9.825,  14.110,  30.507,   8.474, 66,  0,   0.604,   1.849,   0.514,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:12:523, 127205255292011,    2.424,    9.000, 3500,  15.012,  37.022,  10.284,  13.378,  31.978,   8.883, 67,  0,   0.587,   1.914,   0.532,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:12:649, 127205533513833,    2.550,    8.000, 3500,  14.673,  38.871,  10.797,  13.054,  33.623,   9.340, 66,  0,   0.593,   1.989,   0.552,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:12:773, 127205807386976,    2.674,    9.000, 3500,  15.021,  40.734,  11.315,  13.388,  35.284,   9.801, 61,  0,   0.596,   2.063,   0.573,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:12:882, 127206048015695,    2.783,    9.000, 3500,  14.070,  42.267,  11.741,  12.441,  36.639,  10.178, 66,  0,   0.604,   2.128,   0.591,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:12:993, 127206293117788,    2.894,   11.000, 3500,  16.051,  44.049,  12.236,  14.375,  38.235,  10.621, 65,  0,   0.632,   2.198,   0.611,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:13:119, 127206571362448,    3.020,    9.000, 3500,  13.599,  45.763,  12.712,  11.969,  39.743,  11.040, 65,  0,   0.593,   2.273,   0.631,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:13:245, 127206849572130,    3.146,   11.000, 3500,  15.923,  47.769,  13.269,  14.294,  41.544,  11.540, 65,  0,   0.622,   2.352,   0.653,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:13:357, 127207096932998,    3.258,    9.000, 3500,  14.400,  49.382,  13.717,  12.742,  42.972,  11.937, 65,  0,   0.647,   2.424,   0.673,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:13:468, 127207341986484,    3.369,    9.000, 3600,  13.692,  50.902,  14.139,  12.070,  44.311,  12.309, 66,  0,   0.588,   2.489,   0.691,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:13:577, 127207582669682,    3.478,    8.000, 3600,  14.590,  52.492,  14.581,  12.956,  45.724,  12.701, 66,  0,   0.591,   2.554,   0.709,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:13:703, 127207860826174,    3.604,    9.000, 3600,  15.052,  54.388,  15.108,  13.424,  47.415,  13.171, 66,  0,   0.592,   2.628,   0.730,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:13:829, 127208139132618,    3.730,    9.000, 3600,  15.521,  56.345,  15.651,  13.859,  49.162,  13.656, 66,  0,   0.614,   2.706,   0.752,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:13:956, 127208419451256,    3.857,    9.000, 3600,  14.648,  58.205,  16.168,  13.016,  50.814,  14.115, 67,  0,   0.594,   2.781,   0.773,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:14:081, 127208695474084,    3.982,    9.000, 3600,  14.397,  60.004,  16.668,  12.775,  52.411,  14.559, 66,  0,   0.589,   2.855,   0.793,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:14:204, 127208967062712,    4.105,    9.000, 3600,  15.097,  61.861,  17.184,  13.484,  54.070,  15.019, 68,  0,   0.588,   2.927,   0.813,  45.000,  60.000, 130.000,   0.000,   0.000
10:53:14:328, 127209240799084,    4.229,    9.000, 3600,  16.187,  63.868,  17.741,  14.555,  55.874,  15.521, 68,  0,   0.596,   3.001,   0.834,  45.000,  60.000, 130.000,   0.000,   0.000
