System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
10:09:31:511, 121418045557654,    0.116,   12.000, 3900,  28.085,   3.253,   0.904,  24.737,   2.865,   0.796, 71,  0,   0.880,   0.102,   0.028,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:31:622, 121418290649480,    0.227,    9.000, 3900,  22.797,   5.783,   1.606,  21.096,   5.207,   1.446, 71,  0,   0.778,   0.188,   0.052,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:31:734, 121418537861692,    0.339,    9.000, 4000,  24.240,   8.497,   2.360,  22.543,   7.731,   2.147, 70,  0,   0.789,   0.277,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:31:844, 121418780819214,    0.449,   23.000, 3900,  37.275,  12.599,   3.500,  35.221,  11.606,   3.224, 71,  0,   1.284,   0.418,   0.116,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:31:970, 121419058990898,    0.575,   28.000, 3900,  44.211,  18.169,   5.047,  42.312,  16.937,   4.705, 71,  0,   1.281,   0.579,   0.161,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:32:082, 121419305624794,    0.686,   11.000, 3900,  24.686,  20.926,   5.813,  22.655,  19.467,   5.408, 73,  0,   0.850,   0.674,   0.187,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:32:193, 121419551675342,    0.798,    8.000, 3900,  19.224,  23.068,   6.408,  17.073,  21.370,   5.936, 63,  0,   0.989,   0.784,   0.218,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:32:301, 121419789207524,    0.906,    5.000, 3900,  13.124,  24.480,   6.800,  11.244,  22.579,   6.272, 60,  0,   0.865,   0.878,   0.244,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:32:411, 121420032816612,    1.016,    6.000, 3800,  22.570,  26.970,   7.492,  15.231,  24.260,   6.739, 60,  0,   0.795,   0.965,   0.268,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:32:521, 121420274792990,    1.125,    3.000, 3700,  16.385,  28.766,   7.991,   9.240,  25.272,   7.020, 60,  0,   0.671,   1.039,   0.289,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:32:628, 121420511578754,    1.233,    4.000, 3700,  17.211,  30.612,   8.503,   9.967,  26.341,   7.317, 61,  0,   0.721,   1.116,   0.310,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:32:736, 121420750655234,    1.341,    4.000, 3600,  16.856,  32.437,   9.010,   9.589,  27.380,   7.605, 61,  0,   0.702,   1.192,   0.331,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:32:844, 121420989375506,    1.449,    4.000, 3500,  17.323,  34.310,   9.530,   9.962,  28.457,   7.905, 61,  0,   0.728,   1.271,   0.353,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:32:953, 121421229235670,    1.558,    4.000, 3500,  16.483,  36.100,  10.028,   9.187,  29.455,   8.182, 61,  0,   0.734,   1.351,   0.375,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:33:062, 121421469924396,    1.667,    4.000, 3400,  15.275,  37.765,  10.490,   8.735,  30.407,   8.446, 59,  0,   0.747,   1.432,   0.398,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:33:170, 121421709050600,    1.775,    2.000, 3500,   9.946,  38.842,  10.790,   5.806,  31.036,   8.621, 58,  0,   0.632,   1.500,   0.417,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:33:281, 121421953902724,    1.886,    2.000, 3700,  10.155,  39.968,  11.102,   6.051,  31.707,   8.807, 57,  0,   0.627,   1.570,   0.436,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:33:406, 121422230699273,    2.011,    5.000, 3700,  14.732,  41.815,  11.615,  10.468,  33.019,   9.172, 57,  0,   0.758,   1.665,   0.463,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:33:515, 121422469367994,    2.119,    0.000, 3900,   7.726,  42.650,  11.847,   3.702,  33.419,   9.283, 56,  0,   0.568,   1.727,   0.480,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:33:624, 121422711745208,    2.229,    2.000, 3900,  12.073,  43.976,  12.215,   8.022,  34.300,   9.528, 70,  0,   0.636,   1.796,   0.499,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:33:733, 121422951199748,    2.338,    0.000, 4000,   8.347,  44.881,  12.467,   4.249,  34.760,   9.656, 57,  0,   0.572,   1.858,   0.516,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:33:841, 121423190339106,    2.446,    6.000, 3900,  10.484,  46.016,  12.782,   8.339,  35.664,   9.907, 63,  0,   0.774,   1.942,   0.539,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:33:953, 121423436569668,    2.557,   18.000, 3800,  33.956,  49.803,  13.834,  32.022,  39.235,  10.899, 69,  0,   1.077,   2.062,   0.573,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:34:065, 121423683889568,    2.669,   55.000, 2800,  34.556,  53.674,  14.909,  30.726,  42.676,  11.855, 66,  0,   1.671,   2.249,   0.625,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:34:191, 121423962038810,    2.795,   61.000, 2400,  26.716,  57.039,  15.844,  24.418,  45.752,  12.709, 64,  0,   1.919,   2.491,   0.692,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:34:393, 121424408070730,    2.997,   51.000, 2200,  17.683,  60.611,  16.836,  14.284,  48.638,  13.510, 60,  0,   1.397,   2.773,   0.770,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:34:503, 121424650902440,    3.107,   33.000, 2200,  13.404,  62.085,  17.246,  11.430,  49.895,  13.860, 59,  0,   1.211,   2.907,   0.807,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:34:612, 121424891818630,    3.216,   19.000, 2300,  10.423,  63.223,  17.562,   8.484,  50.820,  14.117, 57,  0,   1.023,   3.018,   0.838,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:34:719, 121425128760159,    3.324,   11.000, 2500,   8.364,  64.120,  17.811,   6.700,  51.539,  14.316, 56,  0,   0.880,   3.113,   0.865,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:34:828, 121425369016410,    3.433,   17.000, 2600,  11.666,  65.390,  18.164,   9.846,  52.611,  14.614, 58,  0,   1.065,   3.229,   0.897,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:34:935, 121425606566016,    3.540,   22.000, 2600,  15.386,  67.045,  18.624,  13.602,  54.074,  15.021, 59,  0,   1.100,   3.347,   0.930,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:35:059, 121425879709878,    3.664,   11.000, 2800,   9.694,  68.244,  18.957,   7.960,  55.059,  15.294, 57,  0,   0.963,   3.466,   0.963,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:35:168, 121426120328064,    3.773,    7.000, 2900,   8.193,  69.137,  19.205,   6.447,  55.761,  15.489, 56,  0,   0.829,   3.556,   0.988,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:35:279, 121426366340803,    3.884,   11.000, 3000,  11.560,  70.425,  19.562,   9.866,  56.861,  15.795, 60,  0,   0.930,   3.660,   1.017,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:35:387, 121426604827350,    3.992,   13.000, 3100,  14.378,  71.978,  19.994,  12.716,  58.234,  16.176, 65,  0,   0.973,   3.765,   1.046,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:35:511, 121426878571079,    4.116,   25.000, 3000,  18.575,  74.281,  20.634,  16.767,  60.313,  16.754, 63,  0,   1.141,   3.906,   1.085,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:35:651, 121427187752203,    4.256,   27.000, 2800,  19.665,  77.034,  21.398,  17.685,  62.789,  17.441, 61,  0,   1.360,   4.097,   1.138,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:35:759, 121427426259960,    4.364,   31.000, 2700,  19.111,  79.099,  21.972,  17.258,  64.653,  17.959, 61,  0,   1.283,   4.235,   1.177,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:35:882, 121427697714629,    4.487,   30.000, 2500,  18.315,  81.350,  22.597,  16.262,  66.653,  18.515, 62,  0,   1.214,   4.385,   1.218,  45.000,  60.000, 130.000,   0.000,   0.000
10:09:36:008, 121427976026192,    4.613,   23.000, 2500,  13.787,  83.088,  23.080,  11.952,  68.159,  18.933, 60,  0,   1.099,   4.523,   1.256,  45.000,  60.000, 130.000,   0.000,   0.000
