System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
11:04:39:821, 128722814782383,    0.113,   19.000, 2600,  14.641,   1.653,   0.459,  11.579,   1.307,   0.363, 59,  0,   0.835,   0.094,   0.026,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:39:947, 128723092981912,    0.239,   17.000, 2700,  12.565,   3.236,   0.899,  10.906,   2.681,   0.745, 61,  0,   0.719,   0.185,   0.051,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:40:057, 128723335725934,    0.349,   25.000, 2700,  16.624,   5.063,   1.407,  14.946,   4.324,   1.201, 60,  0,   0.834,   0.277,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:40:167, 128723578749242,    0.459,   28.000, 2600,  18.084,   7.054,   1.959,  16.270,   6.115,   1.699, 59,  0,   0.887,   0.374,   0.104,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:40:279, 128723825977801,    0.571,   35.000, 2500,  17.887,   9.057,   2.516,  15.915,   7.897,   2.194, 60,  0,   1.241,   0.513,   0.143,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:40:389, 128724068916460,    0.681,   28.000, 2500,  16.061,  10.824,   3.007,  14.218,   9.461,   2.628, 60,  0,   1.028,   0.626,   0.174,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:40:517, 128724351448519,    0.809,   35.000, 2400,  16.337,  12.914,   3.587,  14.472,  11.313,   3.143, 58,  0,   1.037,   0.759,   0.211,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:40:629, 128724598891061,    0.921,   21.000, 2500,  12.288,  14.291,   3.970,  10.564,  12.497,   3.471, 58,  0,   0.807,   0.849,   0.236,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:40:755, 128724877053324,    1.047,   21.000, 2600,  13.161,  15.949,   4.430,  10.865,  13.866,   3.852, 58,  0,   0.871,   0.959,   0.266,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:40:882, 128725157463118,    1.174,   20.000, 2600,  13.569,  17.672,   4.909,  11.220,  15.291,   4.247, 58,  0,   0.880,   1.071,   0.297,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:40:993, 128725402618814,    1.285,   18.000, 2700,  13.414,  19.162,   5.323,  10.125,  16.415,   4.560, 58,  0,   0.763,   1.156,   0.321,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:41:105, 128725649842578,    1.397,   18.000, 2600,  18.609,  21.245,   5.901,  11.395,  17.691,   4.914, 59,  0,   0.857,   1.252,   0.348,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:41:229, 128725923677646,    1.521,   11.000, 2700,   9.832,  22.465,   6.240,   7.532,  18.625,   5.174, 58,  0,   0.638,   1.331,   0.370,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:41:338, 128726164248342,    1.630,   11.000, 2900,   9.890,  23.542,   6.540,   8.199,  19.518,   5.422, 58,  0,   0.654,   1.402,   0.389,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:41:449, 128726409384463,    1.741,    9.000, 3000,   9.656,  24.614,   6.837,   7.983,  20.404,   5.668, 60,  0,   0.604,   1.469,   0.408,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:41:577, 128726692053690,    1.869,    9.000, 3200,  10.433,  25.950,   7.208,   8.812,  21.533,   5.981, 61,  0,   0.594,   1.545,   0.429,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:41:705, 128726974714804,    1.997,   10.000, 3600,  12.596,  27.563,   7.656,  10.984,  22.939,   6.372, 65,  0,   0.595,   1.621,   0.450,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:41:833, 128727257227153,    2.125,   11.000, 3600,  16.568,  29.682,   8.245,  14.959,  24.853,   6.904, 67,  0,   0.659,   1.706,   0.474,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:41:945, 128727504600012,    2.237,    9.000, 3500,  16.305,  31.509,   8.753,  14.091,  26.431,   7.342, 65,  0,   0.610,   1.774,   0.493,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:42:071, 128727782743461,    2.363,    9.000, 3600,  14.403,  33.323,   9.257,  12.766,  28.040,   7.789, 66,  0,   0.605,   1.850,   0.514,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:42:195, 128728056574838,    2.487,    9.000, 3500,  16.069,  35.316,   9.810,  14.462,  29.833,   8.287, 67,  0,   0.598,   1.924,   0.535,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:42:307, 128728303718717,    2.599,   10.000, 3500,  16.097,  37.118,  10.311,  14.434,  31.449,   8.736, 67,  0,   0.666,   1.999,   0.555,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:42:431, 128728577642828,    2.723,    9.000, 3800,  15.501,  39.041,  10.845,  13.834,  33.165,   9.213, 69,  0,   0.595,   2.073,   0.576,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:42:557, 128728855906304,    2.849,    9.000, 3700,  18.203,  41.335,  11.482,  16.582,  35.255,   9.793, 70,  0,   0.595,   2.148,   0.597,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:42:668, 128729100971530,    2.960,    8.000, 3600,  16.763,  43.196,  11.999,  15.117,  36.933,  10.259, 69,  0,   0.585,   2.213,   0.615,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:42:776, 128729339411762,    3.068,    8.000, 3600,  15.490,  44.868,  12.463,  13.865,  38.430,  10.675, 68,  0,   0.590,   2.276,   0.632,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:42:902, 128729617623304,    3.194,    8.000, 3600,  15.663,  46.842,  13.012,  14.034,  40.198,  11.166, 68,  0,   0.598,   2.352,   0.653,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:43:030, 128729900171001,    3.322,    8.000, 3600,  15.826,  48.867,  13.574,  14.216,  42.017,  11.671, 68,  0,   0.583,   2.426,   0.674,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:43:154, 128730174043538,    3.446,    9.000, 3500,  15.582,  50.800,  14.111,  13.922,  43.744,  12.151, 67,  0,   0.593,   2.500,   0.694,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:43:264, 128730416951740,    3.556,   11.000, 2800,  17.201,  52.692,  14.637,  14.149,  45.301,  12.583, 62,  0,   0.626,   2.569,   0.714,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:43:408, 128730734841890,    3.700,    9.000, 2900,  14.043,  54.714,  15.198,   7.634,  46.400,  12.889, 60,  0,   0.587,   2.653,   0.737,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:43:518, 128730977810344,    3.810,    9.000, 3000,  10.259,  55.843,  15.512,   8.634,  47.350,  13.153, 61,  0,   0.589,   2.718,   0.755,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:43:644, 128731256018406,    3.936,    9.000, 3100,  10.871,  57.212,  15.892,   9.242,  48.514,  13.476, 61,  0,   0.589,   2.792,   0.776,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:43:772, 128731538525755,    4.064,    9.000, 3300,  11.934,  58.739,  16.316,  10.296,  49.832,  13.842, 63,  0,   0.588,   2.868,   0.797,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:43:898, 128731816828510,    4.190,    8.000, 3300,  12.899,  60.365,  16.768,  11.262,  51.251,  14.236, 64,  0,   0.597,   2.943,   0.817,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:44:041, 128732132597350,    4.333,    8.000, 3700,  15.328,  62.557,  17.377,  13.704,  53.211,  14.781, 69,  0,   0.595,   3.028,   0.841,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:44:164, 128732404124779,    4.456,    8.000, 3600,  16.996,  64.647,  17.958,  15.388,  55.103,  15.306, 69,  0,   0.586,   3.100,   0.861,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:44:276, 128732651483728,    4.568,    9.000, 3600,  16.371,  66.481,  18.467,  14.735,  56.754,  15.765, 63,  0,   0.599,   3.167,   0.880,  45.000,  60.000, 130.000,   0.000,   0.000
11:04:44:402, 128732929684552,    4.694,    8.000, 3600,  15.798,  68.472,  19.020,  14.175,  58.540,  16.261, 68,  0,   0.591,   3.242,   0.900,  45.000,  60.000, 130.000,   0.000,   0.000
