System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
10:15:20:843, 122189372108234,    0.105,   10.000, 3900,  25.602,   2.689,   0.747,  22.456,   2.358,   0.655, 67,  0,   0.844,   0.089,   0.025,  45.000,  60.000, 130.000,   0.000,   0.000
10:15:20:952, 122189614218982,    0.215,    8.000, 3900,  22.168,   5.119,   1.422,  20.601,   4.617,   1.283, 73,  0,   0.751,   0.171,   0.048,  45.000,  60.000, 130.000,   0.000,   0.000
10:15:21:064, 122189861488243,    0.327,    8.000, 3900,  21.826,   7.564,   2.101,  20.151,   6.874,   1.909, 70,  0,   0.706,   0.250,   0.069,  45.000,  60.000, 130.000,   0.000,   0.000
10:15:21:176, 122190108838421,    0.439,   18.000, 3900,  34.714,  11.452,   3.181,  32.722,  10.540,   2.928, 70,  0,   1.199,   0.384,   0.107,  45.000,  60.000, 130.000,   0.000,   0.000
10:15:21:286, 122190351551745,    0.549,   32.000, 3900,  47.159,  16.636,   4.621,  45.354,  15.525,   4.313, 75,  0,   1.324,   0.530,   0.147,  45.000,  60.000, 130.000,   0.000,   0.000
10:15:21:398, 122190599051039,    0.661,   15.000, 3900,  30.622,  20.069,   5.575,  28.482,  18.718,   5.199, 71,  0,   1.013,   0.644,   0.179,  45.000,  60.000, 130.000,   0.000,   0.000
10:15:21:508, 122190842214980,    0.771,    9.000, 3900,  22.685,  22.567,   6.269,  20.382,  20.962,   5.823, 74,  0,   0.909,   0.744,   0.207,  45.000,  60.000, 130.000,   0.000,   0.000
10:15:21:617, 122191081465639,    0.879,    2.000, 3900,   8.699,  23.510,   6.530,   6.931,  21.713,   6.032, 58,  0,   0.738,   0.824,   0.229,  45.000,  60.000, 130.000,   0.000,   0.000
10:15:21:728, 122191327339179,    0.991,    2.000, 3900,   8.777,  24.487,   6.802,   7.046,  22.498,   6.249, 58,  0,   0.881,   0.922,   0.256,  45.000,  60.000, 130.000,   0.000,   0.000
10:15:21:839, 122191571085908,    1.101,    1.000, 3900,   6.710,  25.228,   7.008,   5.021,  23.052,   6.403, 57,  0,   0.894,   1.020,   0.283,  45.000,  60.000, 130.000,   0.000,   0.000
10:15:21:948, 122191813562629,    1.211,    1.000, 4000,   6.959,  25.992,   7.220,   5.257,  23.630,   6.564, 56,  0,   0.884,   1.117,   0.310,  45.000,  60.000, 130.000,   0.000,   0.000
