System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
10:58:03:897, 127848612605294,    0.119,   18.000, 3200,  21.924,   2.606,   0.724,  20.119,   2.391,   0.664, 65,  0,   0.843,   0.100,   0.028,  45.000,  60.000, 130.000,   0.000,   0.000
10:58:04:025, 127848895261260,    0.247,   19.000, 3100,  18.575,   4.984,   1.384,  16.892,   4.554,   1.265, 64,  0,   0.744,   0.195,   0.054,  45.000,  60.000, 130.000,   0.000,   0.000
10:58:04:137, 127849142440847,    0.359,   25.000, 2900,  20.488,   7.277,   2.021,  18.804,   6.659,   1.850, 62,  0,   0.839,   0.289,   0.080,  45.000,  60.000, 130.000,   0.000,   0.000
10:58:04:249, 127849389781690,    0.471,   32.000, 2700,  20.716,   9.598,   2.666,  18.685,   8.752,   2.431, 61,  0,   1.154,   0.419,   0.116,  45.000,  60.000, 130.000,   0.000,   0.000
10:58:04:359, 127849632669796,    0.581,   31.000, 2600,  18.273,  11.608,   3.224,  16.362,  10.552,   2.931, 62,  0,   1.145,   0.545,   0.151,  45.000,  60.000, 130.000,   0.000,   0.000
10:58:04:469, 127849875630332,    0.691,   33.000, 2700,  18.323,  13.624,   3.784,  16.370,  12.353,   3.431, 60,  0,   1.037,   0.659,   0.183,  45.000,  60.000, 130.000,   0.000,   0.000
10:58:04:594, 127850151580006,    0.816,   24.000, 2700,  15.428,  15.552,   4.320,  13.658,  14.060,   3.906, 60,  0,   0.905,   0.772,   0.214,  45.000,  60.000, 130.000,   0.000,   0.000
10:58:04:717, 127850423212855,    0.939,   22.000, 2700,  15.009,  17.399,   4.833,  12.889,  15.646,   4.346, 59,  0,   0.930,   0.886,   0.246,  45.000,  60.000, 130.000,   0.000,   0.000
10:58:04:827, 127850666092974,    1.049,   21.000, 2700,  14.956,  19.044,   5.290,  12.461,  17.016,   4.727, 58,  0,   0.916,   0.987,   0.274,  45.000,  60.000, 130.000,   0.000,   0.000
10:58:04:939, 127850913408060,    1.161,   16.000, 2700,  11.981,  20.386,   5.663,  10.293,  18.169,   5.047, 58,  0,   0.742,   1.070,   0.297,  45.000,  60.000, 130.000,   0.000,   0.000
10:58:05:064, 127851189347836,    1.286,   18.000, 2800,  13.363,  22.056,   6.127,  11.541,  19.612,   5.448, 58,  0,   0.837,   1.175,   0.326,  45.000,  60.000, 130.000,   0.000,   0.000
10:58:05:175, 127851434430610,    1.397,   10.000, 3000,  10.171,  23.185,   6.440,   8.458,  20.550,   5.708, 60,  0,   0.621,   1.244,   0.345,  45.000,  60.000, 130.000,   0.000,   0.000
10:58:05:284, 127851675127964,    1.506,   10.000, 3100,  11.338,  24.421,   6.784,   9.622,  21.599,   6.000, 59,  0,   0.656,   1.315,   0.365,  45.000,  60.000, 130.000,   0.000,   0.000
10:58:05:394, 127851917962032,    1.616,    8.000, 3300,  10.358,  25.560,   7.100,   8.735,  22.560,   6.267, 61,  0,   0.591,   1.380,   0.383,  45.000,  60.000, 130.000,   0.000,   0.000
10:58:05:505, 127852163136764,    1.727,   12.000, 3300,  14.600,  27.181,   7.550,  13.004,  24.004,   6.668, 64,  0,   0.652,   1.453,   0.404,  45.000,  60.000, 130.000,   0.000,   0.000
10:58:05:631, 127852441364022,    1.853,    9.000, 3400,  12.644,  28.774,   7.993,  11.004,  25.391,   7.053, 63,  0,   0.609,   1.529,   0.425,  45.000,  60.000, 130.000,   0.000,   0.000
10:58:05:754, 127852712932194,    1.976,    9.000, 3400,  13.112,  30.387,   8.441,  11.446,  26.798,   7.444, 63,  0,   0.604,   1.604,   0.445,  45.000,  60.000, 130.000,   0.000,   0.000
10:58:05:877, 127852984441222,    2.099,    9.000, 3500,  13.276,  32.019,   8.894,  11.589,  28.223,   7.840, 65,  0,   0.642,   1.683,   0.467,  45.000,  60.000, 130.000,   0.000,   0.000
10:58:05:987, 127853227352850,    2.209,    8.000, 3600,  13.292,  33.482,   9.300,  11.665,  29.507,   8.196, 66,  0,   0.591,   1.748,   0.485,  45.000,  60.000, 130.000,   0.000,   0.000
10:58:06:110, 127853498933534,    2.332,    9.000, 3600,  14.835,  35.306,   9.807,  12.734,  31.073,   8.631, 65,  0,   0.589,   1.820,   0.506,  45.000,  60.000, 130.000,   0.000,   0.000
10:58:06:219, 127853739481330,    2.441,    9.000, 3600,  14.816,  36.921,  10.256,  13.207,  32.512,   9.031, 68,  0,   0.597,   1.885,   0.524,  45.000,  60.000, 130.000,   0.000,   0.000
10:58:06:345, 127854017816420,    2.567,    8.000, 3600,  15.705,  38.900,  10.806,  14.068,  34.285,   9.524, 68,  0,   0.592,   1.960,   0.544,  45.000,  60.000, 130.000,   0.000,   0.000
10:58:06:469, 127854291596705,    2.691,    8.000, 3600,  15.770,  40.856,  11.349,  14.186,  36.044,  10.012, 69,  0,   0.599,   2.034,   0.565,  45.000,  60.000, 130.000,   0.000,   0.000
10:58:06:594, 127854565684006,    2.815,    9.000, 3500,  15.823,  42.820,  11.894,  14.020,  37.784,  10.496, 67,  0,   0.598,   2.108,   0.586,  45.000,  60.000, 130.000,   0.000,   0.000
