System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
10:12:32:206, 121817021998908,    6.172,    0.000, 4000,   4.627, 115.615,  32.115,   3.029,  98.848,  27.458, 56,  0,   0.795,   5.923,   1.645,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:32:316, 121817263312094,    6.281,    0.000, 4000,   4.468, 116.103,  32.251,   2.899,  99.165,  27.546, 55,  0,   0.776,   6.007,   1.669,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:32:425, 121817505614774,    6.391,    1.000, 4000,   5.361, 116.692,  32.414,   3.760,  99.577,  27.660, 55,  0,   0.765,   6.091,   1.692,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:32:534, 121817746563673,    6.500,    0.000, 3900,   4.211, 117.151,  32.542,   2.663,  99.868,  27.741, 55,  0,   0.762,   6.174,   1.715,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:32:644, 121817988046969,    6.609,    0.000, 3900,   4.124, 117.602,  32.667,   2.591, 100.151,  27.820, 54,  0,   0.748,   6.256,   1.738,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:32:754, 121818231372612,    6.719,    1.000, 3900,   4.431, 118.091,  32.803,   2.848, 100.465,  27.907, 54,  0,   0.784,   6.343,   1.762,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:32:865, 121818476800778,    6.830,   17.000, 3900,  26.986, 121.090,  33.636,  25.263, 103.273,  28.687, 80,  0,   1.055,   6.460,   1.794,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:32:973, 121818715067600,    6.938,   16.000, 3800,  33.006, 124.652,  34.626,  28.662, 106.366,  29.546, 63,  0,   1.120,   6.581,   1.828,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:33:078, 121818947370102,    7.044,   21.000, 3700,  39.998, 128.860,  35.794,  33.047, 109.843,  30.512, 69,  0,   1.253,   6.713,   1.865,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:33:181, 121819174647813,    7.147,   29.000, 3400,  42.030, 133.186,  36.996,  34.668, 113.411,  31.503, 68,  0,   1.485,   6.866,   1.907,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:33:287, 121819408756069,    7.253,   49.000, 2800,  33.686, 136.758,  37.988,  27.770, 116.356,  32.321, 65,  0,   1.692,   7.045,   1.957,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:33:398, 121819653946238,    7.364,   32.000, 2700,  19.697, 138.945,  38.596,  17.690, 118.320,  32.867, 65,  0,   1.441,   7.205,   2.001,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:33:507, 121819894592558,    7.473,   11.000, 2800,  10.055, 140.041,  38.900,   8.383, 119.234,  33.121, 62,  0,   0.767,   7.289,   2.025,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:33:614, 121820130850878,    7.580,   13.000, 2900,  11.236, 141.243,  39.234,   9.565, 120.257,  33.405, 63,  0,   0.747,   7.369,   2.047,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:33:720, 121820364907554,    7.686,    9.000, 3000,  10.571, 142.364,  39.546,   8.895, 121.200,  33.667, 64,  0,   0.719,   7.445,   2.068,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:33:869, 121820693767322,    7.835,   18.000, 3100,  14.899, 144.583,  40.162,  13.201, 123.166,  34.213, 64,  0,   0.873,   7.575,   2.104,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:33:972, 121820921337690,    7.938,   27.000, 2900,  19.476, 146.590,  40.720,  17.633, 124.984,  34.718, 64,  0,   1.226,   7.701,   2.139,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:34:080, 121821159782107,    8.046,   10.000, 3000,  10.603, 147.735,  41.038,   8.971, 125.952,  34.987, 64,  0,   0.734,   7.780,   2.161,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:34:183, 121821387258380,    8.149,   13.000, 3100,  13.080, 149.083,  41.412,  11.381, 127.125,  35.312, 65,  0,   0.796,   7.862,   2.184,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:34:289, 121821621114716,    8.255,   13.000, 3100,  13.394, 150.502,  41.806,  11.640, 128.358,  35.655, 63,  0,   0.840,   7.951,   2.209,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:34:395, 121821855263674,    8.361,   15.000, 3100,  15.340, 152.128,  42.258,  13.412, 129.780,  36.050, 65,  0,   0.942,   8.051,   2.236,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:34:506, 121822100404596,    8.472,   14.000, 3100,  14.473, 153.735,  42.704,  12.625, 131.182,  36.439, 61,  0,   0.926,   8.154,   2.265,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:34:618, 121822347699334,    8.584,   10.000, 3200,  12.206, 155.102,  43.084,  10.476, 132.355,  36.765, 67,  0,   0.742,   8.237,   2.288,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:34:777, 121822698667308,    8.743,   11.000, 3300,  13.623, 157.268,  43.685,  11.890, 134.245,  37.290, 68,  0,   0.759,   8.358,   2.322,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:34:970, 121823124776026,    8.936,   22.000, 3100,  17.984, 160.738,  44.649,  16.195, 137.370,  38.158, 64,  0,   0.942,   8.540,   2.372,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:35:073, 121823352265138,    9.039,   24.000, 2900,  19.967, 162.795,  45.221,  18.076, 139.233,  38.676, 65,  0,   1.217,   8.665,   2.407,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:35:216, 121823667973422,    9.182,   37.000, 2700,  19.365, 165.564,  45.990,  17.444, 141.727,  39.369, 64,  0,   1.326,   8.855,   2.460,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:35:321, 121823899949886,    9.287,   16.000, 2800,  11.863, 166.811,  46.336,  10.045, 142.782,  39.662, 63,  0,   0.945,   8.954,   2.487,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:35:424, 121824127166934,    9.390,   22.000, 2800,  15.260, 168.381,  46.772,  13.534, 144.175,  40.049, 65,  0,   0.987,   9.055,   2.515,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:35:528, 121824356925042,    9.494,   21.000, 2700,  17.059, 170.156,  47.266,  15.273, 145.764,  40.490, 62,  0,   1.093,   9.169,   2.547,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:35:737, 121824818406100,    9.703,   49.000, 2500,  17.846, 173.886,  48.302,  15.885, 149.084,  41.412, 63,  0,   1.253,   9.431,   2.620,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:35:840, 121825045848682,    9.806,   33.000, 2400,  17.285, 175.667,  48.796,  15.295, 150.659,  41.850, 61,  0,   1.371,   9.572,   2.659,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:36:004, 121825407957896,    9.970,   24.000, 2400,  12.946, 177.790,  49.386,  11.012, 152.465,  42.352, 60,  0,   1.090,   9.751,   2.709,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:36:181, 121825798695384,   10.147,   31.000, 2500,  13.724, 180.218,  50.061,  11.842, 154.561,  42.934, 60,  0,   1.056,   9.938,   2.761,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:36:284, 121826026159284,   10.250,   20.000, 2500,  12.839, 181.541,  50.428,  11.126, 155.707,  43.252, 61,  0,   0.930,  10.034,   2.787,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:36:406, 121826295624476,   10.372,   20.000, 2600,  12.246, 183.035,  50.843,  10.546, 156.994,  43.609, 60,  0,   0.862,  10.139,   2.816,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:36:518, 121826542831870,   10.484,   18.000, 2700,  12.978, 184.489,  51.247,  11.272, 158.256,  43.960, 60,  0,   0.870,  10.236,   2.843,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:36:667, 121826871841926,   10.633,   25.000, 2700,  14.427, 186.638,  51.844,  12.713, 160.150,  44.486, 60,  0,   0.961,  10.380,   2.883,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:36:803, 121827172079770,   10.769,   27.000, 2700,  15.905, 188.801,  52.445,  14.040, 162.060,  45.017, 62,  0,   1.101,  10.529,   2.925,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:36:906, 121827399499134,   10.872,   21.000, 2700,  14.188, 190.262,  52.851,  12.378, 163.334,  45.371, 60,  0,   1.062,  10.639,   2.955,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:37:009, 121827626900988,   10.975,   18.000, 2700,  12.793, 191.580,  53.217,  11.041, 164.471,  45.687, 63,  0,   0.967,  10.738,   2.983,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:37:129, 121827891927128,   11.095,   27.000, 2700,  16.941, 193.613,  53.781,  15.180, 166.294,  46.193, 61,  0,   1.104,  10.871,   3.020,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:37:255, 121828170042306,   11.221,   34.000, 2500,  18.187, 195.904,  54.418,  16.258, 168.341,  46.761, 61,  0,   1.203,  11.022,   3.062,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:37:375, 121828435041914,   11.341,   52.000, 2300,  20.034, 198.309,  55.086,  17.279, 170.415,  47.338, 62,  0,   1.531,  11.206,   3.113,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:37:491, 121828691199474,   11.457,   54.000, 2200,  18.442, 200.448,  55.680,  16.135, 172.287,  47.857, 61,  0,   1.713,  11.405,   3.168,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:37:598, 121828927379000,   11.564,   44.000, 1800,  14.943, 202.046,  56.124,  11.547, 173.522,  48.201, 59,  0,   1.407,  11.555,   3.210,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:37:709, 121829171478291,   11.674,   62.000, 1700,  16.656, 203.888,  56.635,  12.759, 174.933,  48.592, 59,  0,   1.663,  11.739,   3.261,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:37:832, 121829443060720,   11.797,   57.000, 1700,  14.994, 205.732,  57.148,  11.059, 176.293,  48.970, 58,  0,   1.494,  11.923,   3.312,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:37:941, 121829683750905,   11.906,   39.000, 1700,  13.212, 207.172,  57.548,   9.483, 177.327,  49.257, 57,  0,   1.371,  12.072,   3.353,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:38:045, 121829913411728,   12.010,   32.000, 1800,  10.477, 208.262,  57.851,   8.632, 178.224,  49.507, 59,  0,   1.226,  12.200,   3.389,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:38:157, 121830160863766,   12.122,   30.000, 1900,  10.527, 209.442,  58.178,   8.757, 179.206,  49.779, 57,  0,   1.133,  12.327,   3.424,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:38:272, 121830414615402,   12.237,   41.000, 2000,  13.136, 210.951,  58.598,  11.140, 180.486,  50.135, 59,  0,   1.254,  12.471,   3.464,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:38:384, 121830661862261,   12.349,   38.000, 2000,  13.586, 212.473,  59.020,  11.601, 181.785,  50.496, 58,  0,   1.230,  12.609,   3.502,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:38:504, 121830926835216,   12.469,   36.000, 2100,  12.740, 214.002,  59.445,  10.758, 183.076,  50.854, 58,  0,   1.219,  12.755,   3.543,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:38:617, 121831176515598,   12.582,   21.000, 2200,  11.444, 215.296,  59.804,   9.510, 184.152,  51.153, 58,  0,   1.016,  12.870,   3.575,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:38:765, 121831503273324,   12.730,   17.000, 2400,   9.233, 216.662,  60.184,   7.531, 185.266,  51.463, 61,  0,   0.859,  12.997,   3.610,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:38:931, 121831870051111,   12.896,   19.000, 2600,  10.895, 218.472,  60.687,   9.188, 186.792,  51.887, 61,  0,   0.948,  13.155,   3.654,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:39:035, 121832099806926,   13.000,   25.000, 2600,  15.090, 220.042,  61.123,  13.176, 188.163,  52.268, 60,  0,   1.157,  13.275,   3.687,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:39:156, 121832366957746,   13.121,   20.000, 2600,  12.576, 221.564,  61.545,  10.791, 189.469,  52.630, 62,  0,   1.021,  13.398,   3.722,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:39:264, 121832605495666,   13.229,   14.000, 2800,  11.381, 222.793,  61.887,   9.681, 190.515,  52.921, 63,  0,   0.882,  13.494,   3.748,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:39:381, 121832863866760,   13.346,   15.000, 2800,  12.443, 224.249,  62.291,  10.685, 191.765,  53.268, 63,  0,   0.889,  13.598,   3.777,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:39:494, 121833113388256,   13.459,   10.000, 3000,  10.332, 225.417,  62.616,   8.555, 192.732,  53.537, 59,  0,   0.847,  13.694,   3.804,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:39:597, 121833340701608,   13.562,    4.000, 3200,   6.525, 226.089,  62.802,   4.907, 193.237,  53.677, 57,  0,   0.839,  13.780,   3.828,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:39:700, 121833567277336,   13.665,    6.000, 3400,   9.212, 227.034,  63.065,   7.439, 194.000,  53.889, 57,  0,   0.842,  13.866,   3.852,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:39:801, 121833791583013,   13.767,   11.000, 3500,  12.744, 228.329,  63.425,  11.106, 195.129,  54.202, 65,  0,   0.865,  13.954,   3.876,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:39:934, 121834085471762,   13.900,    4.000, 3600,  11.553, 229.866,  63.852,   9.908, 196.447,  54.569, 58,  0,   0.845,  14.067,   3.907,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:40:037, 121834312240556,   14.002,    4.000, 3700,   9.124, 230.803,  64.112,   7.487, 197.216,  54.782, 58,  0,   0.903,  14.159,   3.933,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:40:139, 121834536440742,   14.104,    2.000, 3900,   7.532, 231.568,  64.325,   5.807, 197.806,  54.946, 57,  0,   0.866,  14.247,   3.958,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:40:242, 121834765364402,   14.208,    3.000, 3900,   9.294, 232.532,  64.592,   7.619, 198.596,  55.166, 57,  0,   0.883,  14.339,   3.983,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:40:344, 121834989250512,   14.309,    3.000, 3900,   9.514, 233.497,  64.860,   7.829, 199.390,  55.386, 58,  0,   0.894,  14.430,   4.008,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:40:446, 121835214212832,   14.411,    3.000, 3900,   9.170, 234.431,  65.120,   7.561, 200.160,  55.600, 58,  0,   0.827,  14.514,   4.032,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:40:547, 121835439197704,   14.513,    4.000, 3900,  12.108, 235.665,  65.462,  10.295, 201.209,  55.891, 62,  0,   0.887,  14.604,   4.057,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:40:649, 121835663299136,   14.614,    5.000, 3900,  11.557, 236.838,  65.788,   9.775, 202.201,  56.167, 58,  0,   1.007,  14.706,   4.085,  45.000,  60.000, 130.000,   0.000,   0.000
10:12:40:751, 121835889380468,   14.717,    3.000, 3900,   8.798, 237.738,  66.038,   7.104, 202.929,  56.369, 59,  0,   0.932,  14.802,   4.112,  45.000,  60.000, 130.000,   0.000,   0.000
