System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
11:01:20:444, 128282587779096,    0.112,   23.000, 2500,  15.465,   1.729,   0.480,  12.718,   1.422,   0.395, 59,  0,   0.873,   0.098,   0.027,  45.000,  60.000, 130.000,   0.000,   0.000
11:01:20:572, 128282870398904,    0.240,   21.000, 2600,  13.313,   3.433,   0.954,  11.641,   2.912,   0.809, 59,  0,   0.773,   0.197,   0.055,  45.000,  60.000, 130.000,   0.000,   0.000
11:01:20:698, 128283148457290,    0.366,   25.000, 2600,  15.160,   5.342,   1.484,  13.481,   4.609,   1.280, 59,  0,   0.806,   0.298,   0.083,  45.000,  60.000, 130.000,   0.000,   0.000
11:01:20:809, 128283395810710,    0.478,   27.000, 2600,  16.497,   7.190,   1.997,  14.639,   6.249,   1.736, 59,  0,   0.888,   0.397,   0.110,  45.000,  60.000, 130.000,   0.000,   0.000
11:01:20:919, 128283638676295,    0.588,   34.000, 2500,  17.048,   9.065,   2.518,  15.135,   7.914,   2.198, 59,  0,   1.235,   0.533,   0.148,  45.000,  60.000, 130.000,   0.000,   0.000
11:01:21:031, 128283886038200,    0.700,   28.000, 2500,  16.517,  10.915,   3.032,  14.696,   9.560,   2.656, 58,  0,   1.041,   0.650,   0.181,  45.000,  60.000, 130.000,   0.000,   0.000
11:01:21:155, 128284159806461,    0.824,   35.000, 2400,  16.630,  12.977,   3.605,  14.725,  11.386,   3.163, 58,  0,   1.072,   0.783,   0.217,  45.000,  60.000, 130.000,   0.000,   0.000
11:01:21:265, 128284402725620,    0.934,   20.000, 2500,  11.947,  14.292,   3.970,  10.247,  12.513,   3.476, 58,  0,   0.814,   0.872,   0.242,  45.000,  60.000, 130.000,   0.000,   0.000
11:01:21:410, 128284720766336,    1.078,   23.000, 2500,  13.494,  16.235,   4.510,  11.248,  14.134,   3.926, 59,  0,   0.843,   0.994,   0.276,  45.000,  60.000, 130.000,   0.000,   0.000
11:01:21:520, 128284963602108,    1.188,   20.000, 2600,  13.287,  17.697,   4.916,  10.721,  15.313,   4.254, 57,  0,   0.916,   1.095,   0.304,  45.000,  60.000, 130.000,   0.000,   0.000
