System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
10:59:41:698, 128064556186338,    0.108,   32.000, 2400,  16.584,   1.797,   0.499,  13.925,   1.509,   0.419, 58,  0,   1.097,   0.119,   0.033,  45.000,  60.000, 130.000,   0.000,   0.000
10:59:41:810, 128064803365384,    0.220,   26.000, 2400,  14.269,   3.395,   0.943,  12.392,   2.896,   0.805, 58,  0,   0.964,   0.227,   0.063,  45.000,  60.000, 130.000,   0.000,   0.000
10:59:41:918, 128065041909070,    0.328,   30.000, 2400,  15.229,   5.040,   1.400,  13.454,   4.350,   1.208, 58,  0,   0.893,   0.323,   0.090,  45.000,  60.000, 130.000,   0.000,   0.000
10:59:42:028, 128065284792670,    0.438,   21.000, 2400,  12.929,   6.462,   1.795,  11.006,   5.560,   1.545, 58,  0,   0.884,   0.420,   0.117,  45.000,  60.000, 130.000,   0.000,   0.000
10:59:42:140, 128065532132834,    0.550,   20.000, 2500,  12.400,   7.851,   2.181,  10.614,   6.749,   1.875, 57,  0,   0.871,   0.518,   0.144,  45.000,  60.000, 130.000,   0.000,   0.000
10:59:42:266, 128065810288038,    0.676,   35.000, 2500,  16.691,   9.954,   2.765,  14.886,   8.625,   2.396, 58,  0,   1.217,   0.671,   0.186,  45.000,  60.000, 130.000,   0.000,   0.000
10:59:42:378, 128066057622589,    0.788,   40.000, 2400,  18.064,  11.977,   3.327,  16.132,  10.432,   2.898, 58,  0,   1.140,   0.799,   0.222,  45.000,  60.000, 130.000,   0.000,   0.000
10:59:42:504, 128066335790420,    0.914,   45.000, 2300,  18.043,  14.250,   3.958,  15.749,  12.416,   3.449, 59,  0,   1.250,   0.956,   0.266,  45.000,  60.000, 130.000,   0.000,   0.000
10:59:42:616, 128066583178052,    1.026,   26.000, 2300,  13.092,  15.717,   4.366,  11.253,  13.677,   3.799, 57,  0,   0.926,   1.060,   0.294,  45.000,  60.000, 130.000,   0.000,   0.000
10:59:42:728, 128066830324066,    1.138,   21.000, 2400,  11.650,  17.021,   4.728,   9.644,  14.756,   4.099, 57,  0,   0.877,   1.158,   0.322,  45.000,  60.000, 130.000,   0.000,   0.000
