System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
10:38:12:890, 125218861072098,    0.104,   11.000, 2800,  12.032,   1.246,   0.346,   9.232,   0.956,   0.265, 62,  0,   0.830,   0.086,   0.024,  45.000,  60.000, 130.000,   0.000,   0.000
10:38:13:000, 125219104593675,    0.214,    9.000, 3000,  10.552,   2.409,   0.669,   8.921,   1.940,   0.539, 63,  0,   0.701,   0.163,   0.045,  45.000,  60.000, 130.000,   0.000,   0.000
10:38:13:112, 125219351922948,    0.326,   10.000, 3100,  11.766,   3.727,   1.035,  10.099,   3.071,   0.853, 63,  0,   0.752,   0.247,   0.069,  45.000,  60.000, 130.000,   0.000,   0.000
10:38:13:222, 125219594739668,    0.436,   12.000, 3100,  13.972,   5.264,   1.462,  12.291,   4.423,   1.229, 64,  0,   0.829,   0.339,   0.094,  45.000,  60.000, 130.000,   0.000,   0.000
10:38:13:332, 125219837625735,    0.546,   23.000, 3000,  19.866,   7.449,   2.069,  18.024,   6.405,   1.779, 64,  0,   1.223,   0.473,   0.131,  45.000,  60.000, 130.000,   0.000,   0.000
10:38:13:444, 125220084899034,    0.658,   28.000, 2800,  20.147,   9.706,   2.696,  18.385,   8.464,   2.351, 65,  0,   1.191,   0.607,   0.169,  45.000,  60.000, 130.000,   0.000,   0.000
10:38:13:584, 125220394173816,    0.798,   15.000, 2800,  14.055,  11.674,   3.243,  12.250,  10.180,   2.828, 60,  0,   0.965,   0.742,   0.206,  45.000,  60.000, 130.000,   0.000,   0.000
10:38:13:728, 125220712111676,    0.942,   13.000, 2900,  11.233,  13.292,   3.692,   9.525,  11.552,   3.209, 60,  0,   0.816,   0.859,   0.239,  45.000,  60.000, 130.000,   0.000,   0.000
10:38:13:838, 125220953516354,    1.051,    9.000, 3100,   9.319,  14.311,   3.975,   7.750,  12.399,   3.444, 58,  0,   0.677,   0.933,   0.259,  45.000,  60.000, 130.000,   0.000,   0.000
10:38:13:948, 125221196754637,    1.161,    9.000, 3200,  12.543,  15.692,   4.359,  10.800,  13.589,   3.775, 63,  0,   0.807,   1.022,   0.284,  45.000,  60.000, 130.000,   0.000,   0.000
10:38:14:059, 125221442600834,    1.273,    9.000, 3200,  13.364,  17.180,   4.772,  11.753,  14.897,   4.138, 64,  0,   0.648,   1.094,   0.304,  45.000,  60.000, 130.000,   0.000,   0.000
10:38:14:169, 125221685491942,    1.383,   10.000, 3300,  14.110,  18.732,   5.203,  12.441,  16.266,   4.518, 65,  0,   0.710,   1.172,   0.326,  45.000,  60.000, 130.000,   0.000,   0.000
10:38:14:281, 125221932840277,    1.495,    9.000, 3300,  14.726,  20.382,   5.662,  13.062,  17.729,   4.925, 67,  0,   0.703,   1.251,   0.348,  45.000,  60.000, 130.000,   0.000,   0.000
10:38:14:390, 125222173550314,    1.604,    9.000, 3300,  14.527,  21.966,   6.102,  12.878,  19.133,   5.315, 67,  0,   0.666,   1.324,   0.368,  45.000,  60.000, 130.000,   0.000,   0.000
10:38:14:501, 125222418055516,    1.714,   10.000, 3300,  15.758,  23.711,   6.586,  14.039,  20.688,   5.747, 65,  0,   0.611,   1.392,   0.387,  45.000,  60.000, 130.000,   0.000,   0.000
10:38:14:611, 125222661568833,    1.825,    8.000, 3400,  11.238,  24.950,   6.931,   9.585,  21.745,   6.040, 58,  0,   0.870,   1.487,   0.413,  45.000,  60.000, 130.000,   0.000,   0.000
10:38:14:719, 125222899780308,    1.933,    1.000, 3700,   5.100,  25.500,   7.083,   3.395,  22.111,   6.142, 57,  0,   0.899,   1.584,   0.440,  45.000,  60.000, 130.000,   0.000,   0.000
10:38:14:828, 125223139696809,    2.041,    5.000, 3800,  10.611,  26.653,   7.404,   8.921,  23.080,   6.411, 69,  0,   0.849,   1.677,   0.466,  45.000,  60.000, 130.000,   0.000,   0.000
10:38:14:938, 125223383182784,    2.152,   10.000, 3700,  17.059,  28.534,   7.926,  15.395,  24.778,   6.883, 57,  0,   0.845,   1.770,   0.492,  45.000,  60.000, 130.000,   0.000,   0.000
10:38:15:048, 125223626479118,    2.262,    0.000, 4000,   3.286,  28.897,   8.027,   1.736,  24.969,   6.936, 56,  0,   0.739,   1.851,   0.514,  45.000,  60.000, 130.000,   0.000,   0.000
10:38:15:159, 125223870427428,    2.372,    0.000, 3900,   4.799,  29.427,   8.174,   3.223,  25.326,   7.035, 56,  0,   0.766,   1.936,   0.538,  45.000,  60.000, 130.000,   0.000,   0.000
10:38:15:269, 125224114582920,    2.483,    1.000, 4000,   4.735,  29.950,   8.320,   3.133,  25.672,   7.131, 56,  0,   0.764,   2.021,   0.561,  45.000,  60.000, 130.000,   0.000,   0.000
10:38:15:380, 125224358299673,    2.593,    1.000, 4000,   4.602,  30.458,   8.461,   3.080,  26.012,   7.226, 56,  0,   0.724,   2.100,   0.583,  45.000,  60.000, 130.000,   0.000,   0.000
10:38:15:489, 125224599663546,    2.703,   10.000, 3900,  20.259,  32.673,   9.076,  18.565,  28.041,   7.789, 58,  0,   0.906,   2.199,   0.611,  45.000,  60.000, 130.000,   0.000,   0.000
