System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
10:45:19:786, 126161449280470,    0.112,   10.000, 3500,  17.195,   1.932,   0.537,  15.373,   1.728,   0.480, 67,  0,   0.807,   0.091,   0.025,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:19:898, 126161696446486,    0.224,   11.000, 3400,  17.002,   3.836,   1.065,  15.536,   3.467,   0.963, 68,  0,   0.792,   0.179,   0.050,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:20:010, 126161943731109,    0.336,   24.000, 3100,  24.191,   6.545,   1.818,  22.234,   5.957,   1.655, 66,  0,   0.888,   0.279,   0.077,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:20:122, 126162191135552,    0.448,   20.000, 3000,  17.616,   8.519,   2.366,  15.774,   7.724,   2.146, 63,  0,   1.148,   0.407,   0.113,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:20:234, 126162438515296,    0.560,   20.000, 2900,  16.345,  10.350,   2.875,  14.575,   9.357,   2.599, 64,  0,   1.047,   0.525,   0.146,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:20:346, 126162685731522,    0.672,   23.000, 3100,  17.674,  12.329,   3.425,  15.822,  11.129,   3.091, 62,  0,   1.082,   0.646,   0.179,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:20:457, 126162932473150,    0.784,   10.000, 3100,  12.638,  13.741,   3.817,  11.050,  12.364,   3.434, 65,  0,   0.766,   0.731,   0.203,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:20:568, 126163175745054,    0.894,    6.000, 3300,   9.461,  14.784,   4.107,   7.776,  13.220,   3.672, 58,  0,   0.843,   0.824,   0.229,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:20:692, 126163450776339,    1.019,    4.000, 3600,   8.815,  15.881,   4.412,   7.063,  14.100,   3.917, 57,  0,   0.801,   0.924,   0.257,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:20:801, 126163692222486,    1.128,    2.000, 3900,   6.435,  16.585,   4.607,   4.794,  14.624,   4.062, 57,  0,   0.818,   1.013,   0.282,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:20:910, 126163931294968,    1.236,    2.000, 4000,   8.189,  17.472,   4.853,   6.500,  15.328,   4.258, 57,  0,   0.860,   1.107,   0.307,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:21:021, 126164177354850,    1.348,    1.000, 4000,   5.752,  18.113,   5.031,   4.162,  15.792,   4.387, 57,  0,   0.731,   1.188,   0.330,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:21:131, 126164419496479,    1.458,    0.000, 3900,   3.959,  18.547,   5.152,   2.417,  16.057,   4.460, 56,  0,   0.743,   1.270,   0.353,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:21:241, 126164663468004,    1.568,    1.000, 3900,   6.245,  19.237,   5.344,   4.618,  16.567,   4.602, 58,  0,   0.836,   1.362,   0.378,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:21:350, 126164904179407,    1.677,    2.000, 3900,   7.271,  20.030,   5.564,   5.748,  17.194,   4.776, 63,  0,   0.856,   1.455,   0.404,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:21:459, 126165144017178,    1.786,    1.000, 4000,   6.121,  20.695,   5.748,   4.250,  17.655,   4.904, 58,  0,   0.869,   1.550,   0.430,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:21:568, 126165384143244,    1.894,    2.000, 4000,   7.721,  21.534,   5.982,   6.072,  18.316,   5.088, 57,  0,   0.803,   1.637,   0.455,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:21:678, 126165627803628,    2.005,   10.000, 3900,  20.832,  23.833,   6.620,  19.247,  20.440,   5.678, 77,  0,   0.859,   1.732,   0.481,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:21:788, 126165870201304,    2.115,    2.000, 3900,   7.903,  24.701,   6.861,   6.225,  21.123,   5.868, 57,  0,   0.749,   1.814,   0.504,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:21:899, 126166115720467,    2.226,    3.000, 4000,   8.586,  25.656,   7.127,   7.009,  21.903,   6.084, 68,  0,   0.713,   1.893,   0.526,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:22:009, 126166357524000,    2.335,    1.000, 3900,   5.268,  26.232,   7.287,   3.665,  22.304,   6.196, 58,  0,   0.757,   1.976,   0.549,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:22:118, 126166599613166,    2.445,    0.000, 3900,   3.824,  26.652,   7.403,   2.291,  22.555,   6.265, 57,  0,   0.729,   2.056,   0.571,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:22:229, 126166843176686,    2.555,    1.000, 4000,   4.596,  27.159,   7.544,   3.000,  22.886,   6.357, 57,  0,   0.773,   2.141,   0.595,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:22:339, 126167087058438,    2.666,    0.000, 3900,   3.665,  27.564,   7.657,   2.106,  23.119,   6.422, 56,  0,   0.742,   2.223,   0.618,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:22:450, 126167332382894,    2.777,    0.000, 3900,   3.848,  27.991,   7.775,   2.252,  23.369,   6.491, 56,  0,   0.770,   2.309,   0.641,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:22:561, 126167577305355,    2.888,    0.000, 4000,   3.334,  28.361,   7.878,   1.799,  23.568,   6.547, 56,  0,   0.729,   2.390,   0.664,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:22:670, 126167818885012,    2.997,    1.000, 4000,   4.939,  28.901,   8.028,   3.339,  23.934,   6.648, 56,  0,   0.774,   2.474,   0.687,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:22:781, 126168062335621,    3.107,    0.000, 4000,   4.132,  29.357,   8.155,   2.524,  24.212,   6.726, 56,  0,   0.784,   2.561,   0.711,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:22:889, 126168302021498,    3.216,    0.000, 3900,   4.137,  29.806,   8.279,   2.552,  24.489,   6.803, 56,  0,   0.776,   2.645,   0.735,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:23:000, 126168546895620,    3.327,    0.000, 4000,   3.935,  30.242,   8.401,   2.291,  24.743,   6.873, 56,  0,   0.782,   2.732,   0.759,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:23:110, 126168788587982,    3.436,    1.000, 4000,   6.049,  30.904,   8.585,   4.449,  25.230,   7.008, 56,  0,   0.738,   2.813,   0.781,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:23:219, 126169030032976,    3.546,    0.000, 4000,   3.500,  31.287,   8.691,   2.055,  25.455,   7.071, 56,  0,   0.726,   2.892,   0.803,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:23:327, 126169269547184,    3.654,    1.000, 4000,  12.133,  32.603,   9.056,   5.821,  26.086,   7.246, 60,  0,   0.600,   2.957,   0.821,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:23:435, 126169506017190,    3.761,    0.000, 4000,  11.302,  33.814,   9.393,   4.393,  26.557,   7.377, 61,  0,   0.566,   3.018,   0.838,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:23:542, 126169744118284,    3.869,    0.000, 4000,  10.939,  34.993,   9.720,   4.033,  26.992,   7.498, 62,  0,   0.562,   3.078,   0.855,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:23:652, 126169985297335,    3.978,    0.000, 4000,  11.138,  36.210,  10.058,   4.161,  27.446,   7.624, 62,  0,   0.567,   3.140,   0.872,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:23:760, 126170225093014,    4.087,    0.000, 4000,  10.925,  37.396,  10.388,   4.065,  27.888,   7.747, 62,  0,   0.560,   3.201,   0.889,  45.000,  60.000, 130.000,   0.000,   0.000
10:45:23:869, 126170465360504,    4.196,    0.000, 4000,  11.635,  38.663,  10.740,   4.715,  28.401,   7.889, 62,  0,   0.576,   3.264,   0.907,  45.000,  60.000, 130.000,   0.000,   0.000
